TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201807070300,136.0,11.0,0.9,994.1,1010.4,17.6,14.4,82.0,16.4,-,3.0,3.0,Sc,2000.0,16.8,3.0,7.0
201807070400,136.0,2.0,0.9,994.3,1010.7,16.8,14.7,88.0,16.7,-,3.0,3.0,Ac,2000.0,16.4,3.0,3.0
201807070500,136.0,32.0,1.0,994.5,1010.9,15.9,14.9,94.0,16.9,-,2.0,2.0,Ac,2000.0,16.1,3.0,8.0
201807070600,136.0,0.0,0.4,995.1,1011.6,15.6,15.4,99.0,17.5,-,2.0,2.0,Ac,2000.0,16.2,3.0,6.0
201807070700,136.0,0.0,0.4,995.5,1011.7,18.5,14.9,80.0,16.9,-,2.0,2.0,Ac,2000.0,18.8,3.0,6.0
201807070800,136.0,14.0,3.6,995.3,1011.5,20.4,14.2,68.0,16.2,-,2.0,2.0,Sc,2000.0,22.8,3.0,17.0
201807070900,136.0,14.0,3.3,995.5,1011.7,20.6,13.5,64.0,15.5,-,6.0,6.0,Sc,2000.0,25.1,3.0,14.0
201807071000,136.0,14.0,3.6,995.7,1011.8,21.3,13.7,62.0,15.7,-,8.0,8.0,Sc,2000.0,27.1,3.0,6.0
201807071100,136.0,14.0,5.1,995.6,1011.6,22.0,14.1,61.0,16.1,-,7.0,7.0,Sc,2000.0,30.6,3.0,1.0
201807071200,136.0,11.0,3.8,995.4,1011.3,23.1,14.3,58.0,16.3,-,4.0,4.0,Sc,2000.0,35.5,3.0,2.0
201807071300,136.0,16.0,4.8,995.1,1011.0,23.6,13.4,53.0,15.4,-,2.0,2.0,Sc,2000.0,37.2,3.0,3.0
201807071400,136.0,14.0,3.8,994.9,1010.7,24.5,13.3,50.0,15.3,-,2.0,2.0,Sc,2000.0,39.1,3.0,8.0
201807071500,136.0,16.0,4.2,993.9,1009.8,24.8,13.6,50.0,15.6,-,3.0,1.0,ScCi,2000.0,39.3,3.0,6.0
201807071600,136.0,11.0,3.3,993.7,1009.5,25.6,14.3,50.0,16.3,-,2.0,0.0,Ci,2000.0,38.2,3.0,11.0
201807071700,136.0,14.0,5.2,994.1,1010.0,25.1,13.9,50.0,15.9,-,6.0,0.0,Ci,2000.0,35.2,3.0,16.0
201807071800,136.0,14.0,4.3,994.6,1010.4,23.9,13.1,51.0,15.1,-,8.0,0.0,Ci,2000.0,30.3,3.0,13.0
201807072100,136.0,14.0,4.4,996.8,1013.1,18.2,11.7,66.0,13.7,-,7.0,0.0,Ci,2000.0,20.0,3.0,10.0
201807080000,136.0,11.0,1.6,997.6,1014.0,17.1,11.7,71.0,13.7,-,6.0,3.0,ScCi,2000.0,17.3,3.0,2.0
201807080300,136.0,9.0,1.2,997.0,1013.5,15.8,11.9,78.0,13.9,-,2.0,2.0,Sc,2000.0,15.8,3.0,1.0
201807080400,136.0,27.0,0.7,997.5,1014.0,14.4,12.6,89.0,14.6,-,7.0,7.0,Sc,2000.0,16.2,3.0,9.0
201807080500,136.0,5.0,0.9,997.8,1014.3,15.5,12.9,85.0,14.9,-,8.0,8.0,Sc,2000.0,16.8,3.0,6.0
201807080600,136.0,5.0,0.8,997.8,1014.3,15.8,12.5,81.0,14.5,-,8.0,8.0,Sc,2000.0,17.2,3.0,2.0
201807080700,136.0,7.0,1.2,997.7,1014.1,16.9,12.4,75.0,14.4,-,9.0,9.0,Sc,2000.0,19.2,3.0,5.0
201807080800,136.0,11.0,1.2,998.0,1014.3,18.0,12.4,70.0,14.4,-,9.0,9.0,Sc,2000.0,22.0,3.0,62.0
201807080900,136.0,11.0,2.6,998.1,1014.3,19.0,12.2,65.0,14.2,-,9.0,9.0,Sc,2000.0,24.7,3.0,0.0
201807081000,136.0,14.0,3.9,998.0,1014.2,20.5,12.7,61.0,14.7,-,6.0,6.0,Sc,2000.0,30.0,3.0,0.0
201807081100,136.0,11.0,2.8,998.2,1014.4,21.2,13.1,60.0,15.1,-,9.0,9.0,Sc,2000.0,31.0,3.0,2.0
201807081200,136.0,14.0,2.4,998.0,1014.1,21.7,13.5,60.0,15.5,-,8.0,8.0,Sc,2000.0,33.1,3.0,5.0
201807081300,136.0,11.0,2.5,997.9,1014.0,21.7,14.3,63.0,16.3,-,9.0,9.0,Sc,2000.0,31.6,3.0,6.0
201807081400,136.0,14.0,2.6,997.7,1013.7,22.4,15.0,63.0,17.0,-,8.0,8.0,Sc,2000.0,31.6,3.0,7.0
201807081500,136.0,11.0,2.3,997.2,1013.2,23.0,15.5,63.0,17.6,-,7.0,7.0,Sc,2000.0,33.4,3.0,5.0
201807081600,136.0,9.0,1.7,997.0,1013.0,22.9,16.2,66.0,18.4,-,8.0,8.0,Sc,2000.0,31.1,3.0,6.0
201807081700,136.0,11.0,2.5,997.0,1013.0,22.8,16.1,66.0,18.3,-,8.0,8.0,Sc,2000.0,29.3,3.0,5.0
201807081800,136.0,14.0,3.7,997.3,1013.3,22.4,15.9,67.0,18.1,-,8.0,8.0,Sc,2000.0,26.7,3.0,10.0
201807082100,136.0,14.0,2.7,999.4,1015.6,20.5,15.0,71.0,17.0,-,9.0,9.0,Sc,2000.0,22.2,3.0,1.0
201807090000,136.0,11.0,2.5,999.3,1015.5,19.5,15.3,77.0,17.4,-,9.0,9.0,Sc,2000.0,20.7,3.0,1.0
201807090300,136.0,11.0,2.0,999.2,1015.4,19.4,15.4,78.0,17.5,-,9.0,9.0,Sc,2000.0,20.2,3.0,2.0
201807090400,136.0,0.0,0.4,999.9,1016.1,19.1,15.7,81.0,17.8,-,9.0,9.0,Sc,1995.0,20.1,3.0,5.0
201807090500,136.0,7.0,1.1,999.4,1015.6,18.9,15.7,82.0,17.8,-,9.0,4.0,ScAc,2000.0,19.8,3.0,11.0
201807090600,136.0,9.0,0.8,999.8,1016.0,19.1,15.9,82.0,18.1,-,10.0,4.0,ScAs,2000.0,20.0,3.0,2.0
201807090700,136.0,9.0,0.8,0.4,1016.6,19.5,15.9,80.0,18.1,-,10.0,8.0,ScAs,2000.0,20.7,3.0,10.0
201807090800,136.0,11.0,1.4,0.7,1016.9,19.6,15.8,79.0,17.9,01,10.0,8.0,ScAs,2000.0,20.9,4.0,2.0
201807090900,136.0,11.0,2.2,1.0,1017.2,19.2,16.6,85.0,18.9,01,10.0,8.0,ScAs,1891.0,21.0,1.0,8.0
201807091000,136.0,11.0,1.3,1.2,1017.5,19.0,17.6,92.0,20.1,01,10.0,8.0,ScAs,2000.0,21.7,4.0,3.0
201807091100,136.0,7.0,1.1,1.3,1017.5,19.4,17.5,89.0,20.0,01,10.0,8.0,ScAs,2000.0,21.8,4.0,10.0
201807091200,136.0,9.0,0.8,1.2,1017.4,19.2,18.2,94.0,20.9,1901,10.0,8.0,ScAs,841.0,22.5,4.0,9.0
201807091300,136.0,9.0,1.1,1.1,1017.3,19.4,18.5,95.0,21.3,1901,10.0,8.0,StNs,878.0,22.6,4.0,10.0
201807091400,136.0,9.0,1.2,0.7,1017.0,19.7,18.5,93.0,21.3,1901,10.0,8.0,StNs,1791.0,22.6,4.0,2.0
201807091500,136.0,11.0,1.6,0.5,1016.7,19.2,18.5,96.0,21.3,1901,10.0,8.0,StNs,1608.0,22.0,4.0,0.0
201807091600,136.0,7.0,1.2,0.7,1016.9,19.1,18.6,97.0,21.4,1901,10.0,8.0,StNs,754.0,21.4,4.0,13.0
201807091700,136.0,14.0,0.7,0.7,1016.9,19.0,18.8,99.0,21.7,1901,10.0,8.0,StNs,637.0,20.9,4.0,1.0
201807091800,136.0,11.0,1.6,0.4,1016.6,19.1,18.9,99.0,21.8,1901,10.0,8.0,StNs,684.0,21.0,4.0,4.0
201807091900,136.0,11.0,2.5,0.7,1016.9,19.0,18.6,98.0,21.4,1901,10.0,8.0,ScAs,1943.0,20.6,4.0,2.0
201807092100,136.0,9.0,1.3,1.5,1017.8,18.7,18.5,99.0,21.3,1901,10.0,8.0,ScAs,1186.0,19.8,1.0,10.0
201807092200,136.0,9.0,1.2,2.1,1018.4,18.5,18.3,99.0,21.0,1901,10.0,7.0,StNs,227.0,19.6,4.0,9.0
201807092300,136.0,11.0,0.6,2.1,1018.4,18.5,18.3,99.0,21.0,1901,10.0,9.0,StNs,1775.0,19.6,4.0,0.0
201807100000,136.0,0.0,0.3,1.6,1017.9,18.4,18.3,100.0,21.0,01,10.0,8.0,ScAs,2000.0,19.5,4.0,2.0
201807100100,136.0,0.0,0.1,1.6,1017.9,18.5,18.4,100.0,21.2,01,10.0,7.0,ScAs,2000.0,19.6,4.0,10.0
201807100300,136.0,0.0,0.2,0.3,1016.6,18.5,18.4,100.0,21.2,-,10.0,8.0,ScAs,2000.0,19.6,3.0,9.0
201807100400,136.0,0.0,0.2,0.2,1016.5,18.6,18.5,100.0,21.3,-,9.0,9.0,Sc,2000.0,19.6,3.0,14.0
201807100500,136.0,14.0,0.7,0.2,1016.5,18.7,18.6,100.0,21.4,-,9.0,9.0,Sc,2000.0,19.6,3.0,9.0
201807100600,136.0,9.0,0.7,0.4,1016.6,19.0,18.9,100.0,21.8,-,10.0,8.0,ScAs,2000.0,20.1,3.0,16.0
201807100700,136.0,14.0,0.9,0.1,1016.3,19.6,19.4,99.0,22.5,-,9.0,5.0,ScCi,2000.0,21.5,3.0,15.0
201807100800,136.0,16.0,0.8,0.4,1016.6,21.1,19.7,92.0,22.9,-,9.0,6.0,ScCi,2000.0,24.0,3.0,10.0
201807100900,136.0,16.0,0.7,0.1,1016.2,22.3,20.0,87.0,23.4,-,7.0,4.0,ScCi,1970.0,27.0,3.0,20.0
201807101000,136.0,32.0,1.1,0.6,1016.5,24.4,20.5,79.0,24.1,-,7.0,3.0,ScCi,1870.0,31.9,3.0,18.0
201807101100,136.0,25.0,1.4,0.6,1016.6,25.3,21.1,78.0,25.0,-,7.0,3.0,ScCi,1863.0,32.5,3.0,29.0
201807101200,136.0,34.0,1.2,0.3,1016.1,27.1,21.6,72.0,25.8,-,8.0,4.0,ScCi,1795.0,35.4,3.0,9.0
201807101300,136.0,29.0,2.0,0.1,1015.9,27.3,22.0,73.0,26.4,-,6.0,3.0,ScCi,1918.0,36.1,3.0,16.0
201807101400,136.0,27.0,1.3,999.5,1015.2,28.5,22.4,70.0,27.1,-,7.0,4.0,ScCi,1869.0,35.9,3.0,22.0
201807101500,136.0,29.0,1.5,999.0,1014.7,29.0,22.4,68.0,27.1,-,9.0,4.0,ScCi,1857.0,34.2,3.0,18.0
201807101600,136.0,27.0,0.9,998.7,1014.3,29.6,22.5,66.0,27.2,-,9.0,6.0,ScCi,1916.0,34.4,3.0,19.0
201807101700,136.0,32.0,1.3,998.5,1014.2,28.7,23.1,72.0,28.3,-,9.0,4.0,ScCi,1798.0,31.7,3.0,25.0
201807101800,136.0,32.0,0.6,998.6,1014.3,28.2,22.8,73.0,27.7,-,8.0,3.0,ScCi,1870.0,29.6,3.0,29.0
201807102100,136.0,14.0,0.8,0.1,1016.0,25.9,24.1,90.0,30.0,-,7.0,7.0,Sc,1152.0,25.5,3.0,29.0
201807110000,136.0,16.0,0.5,999.8,1015.8,24.7,24.5,99.0,30.7,19,6.0,6.0,Sc,859.0,24.2,3.0,30.0
201807110300,136.0,14.0,1.1,999.7,1015.7,23.6,23.5,100.0,28.9,19,8.0,0.0,Ci,780.0,23.4,3.0,29.0
201807110400,136.0,0.0,0.0,999.7,1015.7,23.4,23.3,100.0,28.6,19,7.0,4.0,ScCi,722.0,23.2,3.0,27.0
201807110500,136.0,14.0,0.8,999.8,1015.8,23.5,23.4,100.0,28.8,19,7.0,4.0,ScCi,717.0,23.2,3.0,27.0
201807110600,136.0,14.0,1.2,0.0,1016.0,23.3,23.2,100.0,28.4,19,7.0,3.0,ScCi,803.0,23.3,3.0,33.0
201807110700,136.0,16.0,1.2,0.3,1016.3,23.6,23.4,99.0,28.8,19,8.0,6.0,ScCi,762.0,24.2,3.0,34.0
201807110800,136.0,14.0,0.7,0.6,1016.5,25.8,23.2,86.0,28.4,19,6.0,4.0,ScCi,1297.0,27.9,3.0,30.0
201807110900,136.0,29.0,0.5,0.6,1016.4,27.7,23.5,78.0,28.9,-,5.0,2.0,ScCi,1657.0,30.6,3.0,32.0
201807111000,136.0,32.0,0.7,0.4,1016.2,28.2,23.9,78.0,29.7,-,7.0,2.0,ScAc,1461.0,31.0,3.0,37.0
201807111100,136.0,32.0,0.9,0.4,1016.1,29.0,23.8,74.0,29.5,01,10.0,6.0,ScAs,1567.0,32.3,4.0,30.0
201807111200,136.0,36.0,1.4,0.2,1015.9,29.7,23.1,68.0,28.3,01,8.0,3.0,ScAc,1645.0,35.0,4.0,36.0
201807111300,136.0,32.0,1.3,999.7,1015.4,30.6,22.4,62.0,27.1,-,8.0,3.0,ScAc,1951.0,34.6,3.0,30.0
201807111400,136.0,36.0,1.3,999.0,1014.7,30.6,24.0,68.0,29.8,-,8.0,5.0,ScAc,1831.0,35.2,3.0,25.0
201807111500,136.0,27.0,1.9,998.5,1014.1,31.4,22.9,61.0,27.9,-,7.0,2.0,ScAc,1911.0,36.8,3.0,69.0
201807111600,136.0,34.0,1.0,998.3,1013.9,31.6,23.9,64.0,29.7,-,8.0,3.0,ScCi,1987.0,36.0,3.0,19.0
201807111700,136.0,36.0,1.4,998.1,1013.7,31.8,23.0,60.0,28.1,-,8.0,5.0,ScAc,1986.0,35.5,3.0,16.0
201807111800,136.0,34.0,1.0,997.9,1013.6,30.1,24.7,73.0,31.1,-,9.0,7.0,ScAc,1949.0,31.3,3.0,26.0
201807112100,136.0,0.0,0.4,999.1,1014.9,27.5,25.3,88.0,32.2,-,8.0,6.0,ScAc,1457.0,27.4,3.0,26.0
201807120000,136.0,0.0,0.2,998.7,1014.6,26.3,25.7,97.0,33.0,-,8.0,5.0,ScAc,1012.0,26.1,3.0,32.0
201807120300,136.0,0.0,0.3,997.5,1013.4,25.3,25.2,100.0,32.1,19,7.0,3.0,ScCi,669.0,24.6,3.0,34.0
201807120400,136.0,34.0,0.7,997.6,1013.6,25.0,24.9,100.0,31.5,19,6.0,6.0,Sc,469.0,24.5,3.0,38.0
201807120500,136.0,0.0,0.1,997.8,1013.8,25.0,24.9,100.0,31.5,19,7.0,7.0,Sc,610.0,24.6,3.0,28.0
201807120600,136.0,32.0,1.0,997.9,1013.9,24.8,24.7,100.0,31.1,19,6.0,6.0,Sc,483.0,25.2,3.0,24.0
201807120700,136.0,27.0,1.4,998.0,1013.9,25.4,25.2,99.0,32.1,19,8.0,8.0,Sc,544.0,26.2,3.0,31.0
201807120800,136.0,32.0,0.9,997.9,1013.8,26.2,24.9,93.0,31.5,19,8.0,4.0,ScCi,798.0,27.3,3.0,28.0
201807120900,136.0,29.0,1.5,998.0,1013.7,28.3,24.0,78.0,29.8,19,8.0,5.0,ScCi,1192.0,32.4,3.0,34.0
201807121000,136.0,29.0,2.7,997.9,1013.6,29.0,23.8,74.0,29.5,-,6.0,4.0,ScCi,1691.0,33.5,3.0,28.0
201807121100,136.0,29.0,2.7,998.0,1013.6,30.7,22.8,63.0,27.7,-,5.0,2.0,ScCi,1962.0,37.5,3.0,19.0
201807121200,136.0,27.0,3.2,997.5,1013.1,31.9,22.8,59.0,27.7,-,5.0,3.0,ScCi,2000.0,41.2,3.0,15.0
201807121300,136.0,29.0,3.3,996.9,1012.4,32.3,22.3,56.0,26.9,-,7.0,3.0,ScCi,1960.0,43.0,3.0,16.0
