TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201804091200,146.0,32.0,1.2,1011.7,1019.0,13.9,-1.3,35.0,5.6,-,4.0,0.0,Ci,1880.0,22.7,3.0,67.0
201804091300,146.0,27.0,3.0,1011.6,1018.9,15.7,3.1,43.0,7.6,-,1.0,0.0,Ci,1653.0,23.4,3.0,58.0
201804091400,146.0,32.0,2.7,1011.0,1018.3,16.0,1.2,37.0,6.7,-,0.0,0.0,-,1927.0,24.9,3.0,50.0
201804091500,146.0,27.0,2.1,1010.5,1017.8,16.5,1.3,36.0,6.7,-,0.0,0.0,-,1719.0,24.7,3.0,47.0
201804091600,146.0,32.0,1.5,1009.7,1016.9,17.9,2.2,35.0,7.2,-,0.0,0.0,-,1864.0,23.4,3.0,58.0
201804091700,146.0,14.0,1.1,1009.2,1016.4,18.1,1.5,33.0,6.8,-,0.0,0.0,-,1997.0,20.4,3.0,54.0
201804091800,146.0,27.0,0.5,1009.2,1016.4,17.7,0.3,31.0,6.2,-,0.0,0.0,-,2000.0,16.6,3.0,41.0
201804092100,146.0,14.0,1.5,1010.1,1017.5,13.3,2.7,49.0,7.4,-,0.0,0.0,-,1988.0,9.5,3.0,40.0
201804100000,146.0,14.0,1.6,1009.8,1017.2,11.7,1.8,51.0,7.0,-,0.0,0.0,-,2000.0,7.2,3.0,19.0
201804100300,146.0,9.0,1.8,1009.2,1016.6,12.7,1.9,48.0,7.0,-,0.0,0.0,-,2000.0,6.2,3.0,21.0
201804100400,146.0,14.0,2.4,1008.9,1016.3,12.5,2.0,49.0,7.1,-,0.0,0.0,-,2000.0,6.1,3.0,26.0
201804100500,146.0,14.0,2.9,1008.7,1016.1,12.3,1.5,48.0,6.8,-,0.0,0.0,-,2000.0,6.1,3.0,24.0
201804100600,146.0,11.0,2.5,1008.6,1016.0,12.7,0.0,42.0,6.1,-,0.0,0.0,-,2000.0,6.0,3.0,30.0
201804100700,146.0,11.0,2.3,1008.9,1016.2,13.4,0.0,40.0,6.1,-,0.0,0.0,-,2000.0,6.9,3.0,28.0
201804100800,146.0,16.0,3.4,1008.9,1016.2,16.4,2.0,38.0,7.1,-,4.0,0.0,Ci,2000.0,10.5,3.0,28.0
201804100900,146.0,16.0,4.0,1008.6,1015.8,17.9,5.1,43.0,8.8,-,5.0,0.0,Ci,2000.0,15.0,3.0,51.0
201804101000,146.0,16.0,4.2,1008.5,1015.6,19.4,7.1,45.0,10.1,-,3.0,0.0,Ci,2000.0,18.8,3.0,49.0
201804101100,146.0,18.0,3.7,1007.8,1014.9,21.0,8.2,44.0,10.9,-,1.0,0.0,Ci,2000.0,22.5,3.0,48.0
201804101200,146.0,16.0,4.5,1006.9,1014.0,22.2,7.9,40.0,10.6,-,6.0,0.0,Ci,2000.0,24.4,3.0,55.0
201804101300,146.0,16.0,5.4,1005.5,1012.5,22.7,7.6,38.0,10.4,-,7.0,0.0,Ci,2000.0,24.7,3.0,51.0
201804101400,146.0,16.0,4.0,1004.5,1011.5,23.8,7.8,36.0,10.6,-,5.0,0.0,Ci,2000.0,26.6,3.0,57.0
201804101500,146.0,18.0,4.2,1002.4,1009.4,23.4,7.4,36.0,10.3,-,6.0,0.0,Ci,2000.0,26.5,3.0,46.0
201804101600,146.0,16.0,5.0,1002.3,1009.3,22.8,7.7,38.0,10.5,-,4.0,0.0,Ci,2000.0,23.8,3.0,46.0
