TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10
201901010000,53845.0,1.0,3.0,1.0,56.0,40.0,1.0,-14.9,-16.9,84.7,1044.5,2.0,0.2,0.0,cma,126.0
201901010100,53845.0,1.0,3.0,1.0,56.0,40.0,1.0,-14.9,-16.9,84.7,1044.5,2.0,0.2,0.0,cma,126.0
201901010200,53845.0,1.0,3.0,1.0,56.0,40.0,1.0,-14.9,-16.9,84.7,1044.5,2.0,0.2,0.0,cma,126.0
201901010300,53845.0,1.0,3.0,2.0,59.0,40.0,1.0,-8.8,-17.1,51.0,1043.5,7.0,0.2,0.0,cma,66.0
201901010400,53845.0,1.0,3.0,2.0,59.0,40.0,1.0,-8.8,-17.1,51.0,1043.5,7.0,0.2,0.0,cma,66.0
201901010500,53845.0,1.0,3.0,2.0,59.0,40.0,1.0,-8.8,-17.1,51.0,1043.5,7.0,0.2,0.0,cma,66.0
201901010600,53845.0,1.0,3.0,2.0,63.0,20.0,2.0,-2.8,-16.1,35.1,1039.3,7.0,2.9,0.0,cma,61.0
201901010700,53845.0,1.0,3.0,2.0,63.0,20.0,2.0,-2.8,-16.1,35.1,1039.3,7.0,2.9,0.0,cma,61.0
201901010800,53845.0,1.0,3.0,2.0,63.0,20.0,2.0,-2.8,-16.1,35.1,1039.3,7.0,2.9,0.0,cma,61.0
201901010900,53845.0,1.0,3.0,2.0,68.0,20.0,3.0,-2.3,-16.8,31.9,1039.0,7.0,0.5,0.0,cma,60.0
201901011000,53845.0,1.0,3.0,2.0,68.0,20.0,3.0,-2.3,-16.8,31.9,1039.0,7.0,0.5,0.0,cma,60.0
201901011100,53845.0,1.0,3.0,2.0,68.0,20.0,3.0,-2.3,-16.8,31.9,1039.0,7.0,0.5,0.0,cma,60.0
201901011200,53845.0,1.0,3.0,2.0,63.0,40.0,2.0,-6.1,-16.6,43.2,1041.2,2.0,0.6,0.0,cma,75.0
