TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
201901020000,156,2,2.6,-9,-9.0,-9,1025.0,1034.3,3,0.3,0.1,-6.5,61.0,3.8,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,12,Sc,0,0,5,2000,-9.0,-9.0,-9,-1.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020100,156,2,2.4,-9,-9.0,-9,1025.3,1034.6,-9,-9.0,-0.1,-6.1,64.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,12,-,-9,-9,-9,2000,-9.0,-9.0,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
201901020200,156,2,2.4,-9,-9.0,-9,1025.5,1034.8,-9,-9.0,-0.4,-6.1,65.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,13,-,-9,-9,-9,2000,-9.0,-9.0,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
201901020300,156,5,1.8,-9,-9.0,-9,1025.8,1035.1,2,0.8,-1.0,-6.1,68.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,12,Sc,0,0,5,2000,-9.0,-9.0,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020400,156,5,1.9,-9,-9.0,-9,1025.6,1034.9,-9,-9.0,-1.1,-6.6,66.0,3.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,12,Sc,0,0,5,2000,-9.0,-9.0,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020500,156,5,1.3,-9,-9.0,-9,1025.4,1034.7,-9,-9.0,-1.3,-7.4,63.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,13,Sc,0,0,5,2000,-9.0,-9.0,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020600,156,5,1.5,-9,-9.0,-9,1025.3,1034.6,7,-0.5,-1.5,-7.4,64.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,10,Sc,0,0,5,2000,-9.0,-9.0,-9,-2.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020700,156,5,1.4,-9,-9.0,-9,1025.7,1035.1,-9,-9.0,-2.2,-7.5,67.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,3,3,10,Sc,0,0,5,2000,-9.0,-9.0,-9,-3.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020800,156,5,1.2,-9,-9.0,-9,1026.3,1035.7,-9,-9.0,-2.3,-7.2,69.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,12,Sc,0,0,5,2000,0.0,0.05,-9,-3.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020900,156,2,0.8,-9,-9.0,-9,1027.0,1036.3,2,1.7,-1.3,-7.0,65.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,12,Sc,0,0,5,1922,0.4,0.31,-9,-2.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901021000,156,5,0.5,-9,-9.0,-9,1027.1,1036.4,-9,-9.0,-0.2,-7.0,60.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,13,Sc,0,0,5,2000,0.5,0.76,-9,-0.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901021100,156,34,0.6,-9,-9.0,-9,1026.5,1035.7,-9,-9.0,1.6,-5.7,58.0,4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,7,12,Sc,0,0,5,1944,0.8,1.33,-9,1.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901021200,156,32,1.3,-9,-9.0,-9,1025.3,1034.5,8,-1.8,2.7,-5.4,55.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,10,Sc,0,0,5,2000,1.0,1.86,-9,7.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901021300,156,36,2.0,-9,-9.0,-9,1024.6,1033.8,-9,-9.0,2.5,-5.8,54.0,4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,12,Sc,0,0,5,2000,0.7,1.47,-9,6.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
