TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
201901020000,146,36,0.8,-9,-9.0,-9,1026.7,1034.7,2,0.8,-2.5,-3.3,94.0,4.8,-9.0,0.0,0.0,-9.0,-9.0,0.1,0.1,-9,-9,-,6,6,10,Sc,0,0,5,1120,-9.0,-9.0,-9,-1.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020100,146,5,1.4,-9,-9.0,-9,1027.1,1035.1,-9,-9.0,-3.6,-4.5,93.0,4.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1,-9,-9,-,0,0,-9,-,-9,-9,-9,1200,-9.0,-9.0,-9,-2.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
201901020200,146,7,0.8,-9,-9.0,-9,1027.1,1035.1,-9,-9.0,-3.3,-6.9,76.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1,-9,-9,-,0,0,-9,-,-9,-9,-9,1869,-9.0,-9.0,-9,-2.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
201901020300,146,9,0.6,-9,-9.0,-9,1027.1,1035.1,1,0.4,-3.0,-7.5,71.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.1,-9,-9,-,3,3,12,Sc,0,0,3,1979,-9.0,-9.0,-9,-2.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020400,146,18,1.0,-9,-9.0,-9,1026.9,1034.9,-9,-9.0,-3.5,-6.2,81.0,3.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9,-9,-,6,6,10,Sc,0,0,5,1632,-9.0,-9.0,-9,-2.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020500,146,16,1.1,-9,-9.0,-9,1026.7,1034.7,-9,-9.0,-4.4,-6.7,84.0,3.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9,-9,-,3,3,10,Sc,0,0,5,1660,-9.0,-9.0,-9,-2.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020600,146,14,1.1,-9,-9.0,-9,1026.6,1034.6,7,-0.5,-4.6,-7.0,83.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9,-9,-,3,3,10,Sc,0,0,5,1822,-9.0,-9.0,-9,-2.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020700,146,14,1.7,-9,-9.0,-9,1026.8,1034.8,-9,-9.0,-4.8,-7.0,84.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9,-9,-,3,3,12,Sc,0,0,5,1814,-9.0,-9.0,-9,-2.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020800,146,11,1.3,-9,-9.0,-9,1027.6,1035.6,-9,-9.0,-4.9,-7.0,85.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9,-9,-,7,0,-9,Sc,0,0,5,1723,0.0,0.0,-9,-2.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201901020900,146,0,0.1,-9,-9.0,-9,1028.3,1036.3,2,1.7,-2.9,-6.7,75.0,3.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.0,-9,-9,-,2,2,12,Sc,0,0,5,1932,0.7,0.38,-9,-1.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
