TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,TE_005,TE_01,TE_02,TE_03,IR,PM10
202201040900,143.0,25.0,2.0,1020.4,1027.3,1.5,-5.2,61.0,4.2,-,2.0,2.0,Sc,1668.0,-1.0,-99.0,-99.0,-99.0,-99.0,3.0,55.0
202201041000,143.0,29.0,5.4,1020.5,1027.3,3.4,-9.6,38.0,3.0,-,0.0,0.0,-,2025.0,1.7,-99.0,-99.0,-99.0,-99.0,3.0,34.0
202201041100,143.0,27.0,4.6,1020.4,1027.2,4.3,-10.2,34.0,2.8,-,0.0,0.0,-,1933.0,5.2,-99.0,-99.0,-99.0,-99.0,3.0,24.0
202201041200,143.0,29.0,5.1,1019.4,1026.2,5.3,-14.2,23.0,2.0,-,0.0,0.0,-,2000.0,8.0,-99.0,-99.0,-99.0,-99.0,3.0,27.0
202201041300,143.0,29.0,4.2,1018.4,1025.1,6.4,-16.2,18.0,1.7,-,0.0,0.0,-,2000.0,11.0,-99.0,-99.0,-99.0,-99.0,3.0,12.0
202201041400,143.0,29.0,3.6,1018.0,1024.7,7.1,-15.6,18.0,1.8,-,0.0,0.0,-,2000.0,12.3,-99.0,-99.0,-99.0,-99.0,3.0,6.0
202201041500,143.0,27.0,4.1,1018.3,1025.0,7.3,-15.5,18.0,1.8,-,0.0,0.0,-,1992.0,11.1,-99.0,-99.0,-99.0,-99.0,3.0,25.0
202201041600,143.0,29.0,2.8,1018.5,1025.2,7.1,-16.3,17.0,1.7,-,0.0,0.0,-,2000.0,8.3,-99.0,-99.0,-99.0,-99.0,3.0,20.0
202201041700,143.0,32.0,2.5,1019.0,1025.8,5.9,-16.6,18.0,1.7,-,0.0,0.0,-,2000.0,3.4,-99.0,-99.0,-99.0,-99.0,3.0,31.0
202201041800,143.0,32.0,1.9,1019.4,1026.2,4.3,-16.1,21.0,1.7,-,0.0,0.0,-,2000.0,0.7,-99.0,-99.0,-99.0,-99.0,3.0,29.0
202201041900,143.0,34.0,0.9,1019.8,1026.6,3.2,-15.9,23.0,1.8,-,0.0,0.0,-,2000.0,-1.2,-99.0,-99.0,-99.0,-99.0,3.0,19.0
202201042000,143.0,32.0,1.9,1019.7,1026.5,2.6,-17.0,22.0,1.6,-,0.0,0.0,-,2000.0,-1.4,-99.0,-99.0,-99.0,-99.0,3.0,20.0
