TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
201801020000,146,14,2.3,-9,-9.0,-9,1021.7,1029.6,0,0.6,-1.6,-5.4,75.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1227,-9.0,-9.0,-9,-2.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020100,146,14,1.7,-9,-9.0,-9,1021.7,1029.6,-9,-9.0,-2.0,-5.1,79.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,0,-9,-,-9,-9,-9,1181,-9.0,-9.0,-9,-2.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
201801020200,146,0,0.3,-9,-9.0,-9,1021.9,1029.8,-9,-9.0,-2.0,-4.9,80.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,-9,0,-9,-,-9,-9,-9,1166,-9.0,-9.0,-9,-3.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
201801020300,146,14,1.8,-9,-9.0,-9,1022.0,1029.9,2,0.3,-2.8,-5.6,81.0,4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1125,-9.0,-9.0,-9,-3.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020400,146,14,1.4,-9,-9.0,-9,1021.6,1029.5,-9,-9.0,-3.0,-5.6,82.0,4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1079,-9.0,-9.0,-9,-3.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020500,146,11,1.6,-9,-9.0,-9,1021.2,1029.1,-9,-9.0,-2.8,-5.4,82.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1070,-9.0,-9.0,-9,-4.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020600,146,14,2.3,-9,-9.0,-9,1021.4,1029.3,5,-0.6,-2.7,-5.5,81.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1062,-9.0,-9.0,-9,-4.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020700,146,14,2.1,-9,-9.0,-9,1021.7,1029.6,-9,-9.0,-2.7,-5.5,81.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1015,-9.0,-9.0,-9,-4.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020800,146,14,1.9,-9,-9.0,-9,1021.9,1029.8,-9,-9.0,-2.4,-5.3,80.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1009,0.0,0.0,-9,-3.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801020900,146,14,1.6,-9,-9.0,-9,1022.0,1029.9,2,0.6,-1.1,-4.6,77.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1062,0.0,0.25,-9,-1.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801021000,146,11,1.2,-9,-9.0,-9,1021.7,1029.5,-9,-9.0,1.3,-4.3,66.0,4.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1192,1.0,0.74,-9,-0.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801021100,146,7,0.8,-9,-9.0,-9,1022.3,1030.0,-9,-9.0,3.6,-3.4,60.0,4.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1230,1.0,1.19,-9,0.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201801021200,146,7,0.7,-9,-9.0,-9,1021.6,1029.3,8,-0.6,5.3,-2.7,56.0,5.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,13,Sc,0,0,5,1239,0.6,1.26,-9,0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
