TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
201805130200,143,2,1.0,-9,-9.0,-9,1000.3,1006.6,-9,-9.0,16.6,15.7,95.0,17.8,0.0,0.5,0.5,-9.0,-9.0,-9.0,-9.0,21,62,1901,10,5,7,ScAs,-9,2,6,1242,-9.0,-9.0,-9,17.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
201805130300,143,36,1.0,-9,-9.0,-9,1000.4,1006.7,5,-1.6,16.6,15.7,95.0,17.8,0.0,0.5,0.5,-9.0,-9.0,-9.0,-9.0,61,62,1901,10,8,5,StNs,-9,2,7,566,-9.0,-9.0,-9,17.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
201805130400,143,0,0.3,-9,-9.0,-9,1000.0,1006.3,-9,-9.0,16.5,15.8,96.0,17.9,3.0,3.5,3.5,-9.0,-9.0,-9.0,-9.0,63,66,1901,10,8,5,StNs,-9,2,7,381,-9.0,-9.0,-9,17.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
201805130500,143,0,0.4,-9,-9.0,-9,999.6,1005.9,-9,-9.0,16.6,15.9,96.0,18.1,1.0,4.5,4.5,-9.0,-9.0,-9.0,-9.0,61,66,1901,10,8,5,StNs,-9,2,7,237,-9.0,-9.0,-9,17.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
201805130600,143,0,0.2,-9,-9.0,-9,999.5,1005.8,7,-0.9,16.8,16.3,97.0,18.5,0.5,5.0,5.0,-9.0,-9.0,-9.0,-9.0,60,66,1901,10,8,7,ScAs,-9,2,5,497,0.0,0.0,-9,16.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
201805130700,143,25,0.5,-9,-9.0,-9,999.5,1005.7,-9,-9.0,17.5,17.0,97.0,19.4,0.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,21,62,1901,10,7,3,ScAs,-9,2,5,560,0.0,0.18,-9,18.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
201805130800,143,32,1.5,-9,-9.0,-9,1000.0,1006.2,-9,-9.0,18.2,17.3,95.0,19.7,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,19,10,5,12,ScAs,-9,2,5,1298,0.0,0.46,-9,20.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805130900,143,29,1.6,-9,-9.0,-9,1000.3,1006.5,3,0.7,19.0,17.6,92.0,20.1,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,6,10,ScAs,-9,2,5,1931,0.0,0.52,-9,21.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131000,143,29,2.5,-9,-9.0,-9,1000.4,1006.6,-9,-9.0,20.1,17.1,83.0,19.5,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,5,10,ScAs,-9,2,5,2000,0.0,1.06,-9,23.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131100,143,29,1.6,-9,-9.0,-9,1000.4,1006.5,-9,-9.0,21.8,17.1,75.0,19.5,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,7,9,ScCi,1,0,5,1910,0.0,1.51,-9,26.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131200,143,29,2.4,-9,-9.0,-9,1000.1,1006.2,8,-0.3,22.7,14.7,61.0,16.7,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,5,10,ScCi,1,0,5,1909,0.5,2.22,-9,29.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131300,143,27,3.8,-9,-9.0,-9,999.7,1005.8,-9,-9.0,24.1,14.2,54.0,16.2,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,5,4,10,ScCi,2,0,5,2000,1.0,3.43,-9,31.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131400,143,29,4.9,-9,-9.0,-9,999.4,1005.4,-9,-9.0,24.4,12.0,46.0,14.0,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,12,Sc,0,0,5,1997,1.0,3.29,-9,30.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131500,143,29,4.3,-9,-9.0,-9,999.0,1005.1,7,-1.1,25.4,10.8,40.0,12.9,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,2,12,Sc,0,0,5,2000,1.0,2.92,-9,31.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131600,143,32,4.3,-9,-9.0,-9,999.3,1005.4,-9,-9.0,25.1,9.7,38.0,12.0,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,1,12,Sc,0,0,5,1955,1.0,2.35,-9,30.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
201805131700,143,32,3.9,-9,-9.0,-9,999.6,1005.6,-9,-9.0,24.8,9.8,39.0,12.1,-9.0,5.0,5.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1900,1.0,1.63,-9,28.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
