YYMMDDHHMI,STN,IW,IR,IX,CH,VV,CA,WD,WS,TA,TD,HM,PA,PS,PT,PR,RN,RH,WC,WP,CD,CL,CM,CT,S19,TM,Tm,S33,S34,S35,S36,S37,S28,S29
201712220000 54218  1  3  2  9 80  0 340  3.0  -4.4 -17.6  34.9  942.2 1025.0  2    2.4  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712220300 54218  1  3  2  9 80  0 340  6.0   0.0 -18.7  23.0  -99.0 1026.2  2    1.6  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712220600 54218  1  3  2  9 80  0 340  5.0   2.3 -20.3  17.0  943.8 1025.7  4    0.0  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0  -5.3 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712220900 54218  1  3  2  9 80  0 290  2.0  -1.2 -20.2  22.0  -99.0 1027.9  2    1.3  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712221200 54218  1  3  2  9 80  0 270  3.0  -3.4 -21.6  23.0  945.6 1029.0  2    0.5  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712221500 54218  1  3  2 -9 80  9 250  2.0  -6.8 -21.5  30.0  -99.0 1029.2  2    0.4  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712221800 54218  1  3  2 -9 80  9 110  1.0  -8.5 -21.2  35.1  945.1 1028.2  7    0.9  -99.0  0 -9 -9 -9 -9 -9 -9 -999   2.5 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712222100 54218  1  3  2 -9 80  9 320  1.0 -10.0 -21.3  39.1  -99.0 1026.6  7    2.2  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712230000 54218  1  3  2  9 63  0 360  2.0 -11.1 -21.0  43.8  941.6 1025.7  7    1.3  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712230300 54218  1  3  2  7 80  3 270  5.0   0.0 -18.7  23.0  -99.0 1023.2  7    1.1  -99.0  0 -9 -9  3 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712230600 54218  1  3  2  7 69  3 290  6.0   1.0 -15.0  29.1  938.7 1021.4  7    1.8  -99.0  0 -9 -9  3 -9 -9 -9 -999 -99.0 -11.4 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712230900 54218  1  3  2  9 75  0 270  4.0  -2.0 -15.1  35.9  -99.0 1023.1  2    0.9  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712231200 54218  1  3  2  9 78  0 270  3.0  -3.7 -14.7  42.2  940.8 1024.9  2    1.2  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712231500 54218  1  3  2 -9 66  9 290  3.0  -5.6 -14.4  49.9  -99.0 1023.8  2    0.4  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712231800 54218  1  3  2 -9 75  9 320  2.0  -6.4 -14.6  52.2  940.4 1022.9  7    0.8  -99.0  0 -9 -9 -9 -9 -9 -9 -999   1.8 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712232100 54218  1  3  2 -9 59  9  40  2.0  -6.6 -11.9  66.0  -99.0 1023.1  7    0.3  -99.0  0 -9 -9 -9 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 -999 -999 -999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201712240000 54218  1  1  1  7 32  8  20  2.0  -7.5  -9.1  88.3  941.2 1024.7  2    1.1    0.5  1 70 -9  8 -9 -9 -9 -999 -99.0 -99.0 -999 -999 -999 -999 0005 -999 2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
