TM,STN_ID,PM10,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
202001020000,146.0,30.0,146,14,2.1,-9,-9.0,-9,1023.8,1031.7,8,-0.1,-1.6,-4.9,78.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1164,-9.0,-9.0,-9,-2.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202001020300,146.0,32.0,146,14,1.8,-9,-9.0,-9,1022.8,1030.7,7,-1.0,-1.8,-5.1,78.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,10,Sc,0,0,5,1114,-9.0,-9.0,-9,-2.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202001020600,146.0,34.0,146,14,1.4,-9,-9.0,-9,1022.7,1030.6,5,-0.1,-2.3,-5.2,80.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,3,3,10,Sc,0,0,5,1003,-9.0,-9.0,-9,-4.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202001020900,146.0,42.0,146,14,1.6,-9,-9.0,-9,1023.8,1031.7,2,1.1,-1.0,-4.7,76.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,19,5,5,12,Sc,0,0,5,1115,0.3,0.3,-9,-0.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202001021200,146.0,58.0,146,34,0.7,-9,-9.0,-9,1022.8,1030.5,7,-1.2,5.0,-3.0,56.0,4.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,12,Sc,0,0,5,1129,0.0,0.94,-9,7.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202001021500,146.0,65.0,146,32,1.5,-9,-9.0,-9,1021.9,1029.6,5,-0.9,5.8,-2.3,56.0,5.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,8,8,10,Sc,0,0,5,947,0.0,0.67,-9,7.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202001021800,146.0,82.0,146,5,0.9,-9,-9.0,-9,1021.3,1029.0,7,-0.6,4.1,-2.1,64.0,5.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,22,40,9,9,11,Sc,0,0,5,720,0.0,0.02,-9,0.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202001022100,146.0,83.0,146,11,1.3,-9,-9.0,-9,1022.0,1029.8,2,0.8,1.0,-2.4,78.0,5.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,5,0,40,0,0,-9,-,-9,-9,-9,456,-9.0,-9.0,-9,0.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202001030000,146.0,77.0,146,14,1.9,-9,-9.0,-9,1021.2,1029.0,8,-0.8,0.3,-2.5,81.0,5.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,20,19,3,3,10,Sc,0,0,5,418,-9.0,-9.0,-9,0.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202001030300,146.0,77.0,146,11,1.0,-9,-9.0,-9,1020.8,1028.6,5,-0.4,0.1,-2.2,84.0,5.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10,0,19,0,0,-9,-,-9,-9,-9,369,-9.0,-9.0,-9,-1.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
