TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
202201021000,146,14,1.5,-9,-9.0,-9,1019.6,1027.2,-9,-9.0,2.5,-9.4,41.0,3.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,14,Sc,0,0,5,2000,0.9,0.74,-9,3.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201021100,146,34,1.7,-9,-9.0,-9,1020.5,1028.2,-9,-9.0,1.2,-4.8,64.0,4.3,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,23,72,06,9,9,8,Sc,0,0,5,1857,0.2,0.38,-9,3.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202201021200,146,0,0.4,-9,-9.0,-9,1020.2,1027.8,0,0.8,2.8,-5.1,56.0,4.2,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,7,Sc,0,0,5,1974,0.0,0.56,-9,3.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201021300,146,27,1.7,-9,-9.0,-9,1019.6,1027.2,-9,-9.0,4.7,-1.9,62.0,5.3,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,8,Sc,0,0,5,1247,0.5,1.04,-9,8.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201021400,146,32,1.9,-9,-9.0,-9,1018.8,1026.3,-9,-9.0,5.7,-2.4,56.0,5.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,5,0,40,4,4,8,Sc,0,0,5,910,1.0,1.65,-9,10.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202201021500,146,25,2.6,-9,-9.0,-9,1018.5,1026.0,7,-1.8,5.5,-2.8,55.0,5.0,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,5,0,40,2,2,12,Sc,0,0,5,767,0.9,1.23,-9,6.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202201021600,146,25,2.6,-9,-9.0,-9,1018.5,1026.0,-9,-9.0,5.4,-1.7,60.0,5.4,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,5,0,40,3,3,10,Sc,0,0,5,608,0.9,0.75,-9,5.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,1
202201021700,146,27,2.7,-9,-9.0,-9,1018.8,1026.4,-9,-9.0,3.7,-2.9,62.0,4.9,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,40,0,0,-9,-,-9,-9,-9,1168,0.7,0.33,-9,1.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201021800,146,25,2.2,-9,-9.0,-9,1019.2,1026.8,2,0.8,2.5,-4.2,61.0,4.5,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1490,0.0,0.03,-9,-0.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201021900,146,25,1.9,-9,-9.0,-9,1019.8,1027.5,-9,-9.0,1.3,-5.1,62.0,4.2,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201022000,146,23,1.6,-9,-9.0,-9,1020.2,1027.9,-9,-9.0,0.8,-5.4,63.0,4.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201022100,146,23,1.6,-9,-9.0,-9,1020.4,1028.1,2,1.3,0.1,-5.9,64.0,3.9,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-3.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201022200,146,11,0.9,-9,-9.0,-9,1020.2,1027.9,-9,-9.0,-0.5,-5.4,69.0,4.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1947,-9.0,-9.0,-9,-4.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201022300,146,14,0.9,-9,-9.0,-9,1020.2,1028.0,-9,-9.0,-1.9,-5.4,77.0,4.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1174,-9.0,-9.0,-9,-4.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201030000,146,0,0.3,-9,-9.0,-9,1020.4,1028.2,3,0.1,-2.4,-5.5,79.0,4.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1201,-9.0,-9.0,-9,-5.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030100,146,11,0.7,-9,-9.0,-9,1020.2,1028.0,-9,-9.0,-2.8,-5.7,80.0,4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1150,-9.0,-9.0,-9,-5.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201030200,146,14,0.7,-9,-9.0,-9,1020.2,1028.0,-9,-9.0,-3.6,-6.0,83.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1190,-9.0,-9.0,-9,-6.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201030300,146,11,1.1,-9,-9.0,-9,1020.2,1028.0,6,-0.2,-3.8,-6.4,82.0,3.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1183,-9.0,-9.0,-9,-6.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030400,146,11,1.7,-9,-9.0,-9,1019.7,1027.6,-9,-9.0,-4.9,-7.0,85.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1157,-9.0,-9.0,-9,-6.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030500,146,11,0.7,-9,-9.0,-9,1020.0,1027.9,-9,-9.0,-4.8,-6.9,85.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,0,-9,Ci,1,0,0,1328,-9.0,-9.0,-9,-6.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030600,146,11,1.2,-9,-9.0,-9,1020.5,1028.4,3,0.4,-5.0,-7.2,84.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,1269,-9.0,-9.0,-9,-6.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030700,146,14,1.4,-9,-9.0,-9,1020.1,1028.0,-9,-9.0,-5.5,-7.6,85.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,1350,-9.0,-9.0,-9,-7.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030800,146,11,1.2,-9,-9.0,-9,1020.0,1027.9,-9,-9.0,-5.2,-7.7,82.0,3.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1417,0.0,0.01,-9,-7.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201030900,146,11,0.7,-9,-9.0,-9,1020.1,1027.9,6,-0.5,-3.3,-7.8,71.0,3.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1579,0.9,0.5,-9,-4.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031000,146,27,0.5,-9,-9.0,-9,1020.8,1028.5,-9,-9.0,-0.6,-7.8,58.0,3.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,3,0,-9,Ci,1,0,0,1983,1.0,1.23,-9,3.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031100,146,36,0.6,-9,-9.0,-9,1020.5,1028.2,-9,-9.0,0.9,-5.7,61.0,4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,1452,1.0,1.64,-9,4.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031200,146,36,1.1,-9,-9.0,-9,1020.1,1027.7,8,-0.2,2.1,-7.7,48.0,3.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.75,-9,8.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031300,146,36,1.9,-9,-9.0,-9,1018.8,1026.4,-9,-9.0,2.5,-7.4,48.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,2000,1.0,1.77,-9,10.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031400,146,29,2.1,-9,-9.0,-9,1018.2,1025.8,-9,-9.0,3.2,-7.6,45.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.7,-9,9.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031500,146,34,1.8,-9,-9.0,-9,1017.8,1025.4,7,-2.3,3.3,-7.2,46.0,3.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.38,-9,8.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031600,146,34,1.6,-9,-9.0,-9,1017.9,1025.5,-9,-9.0,3.7,-6.5,47.0,3.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,0.91,-9,4.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031700,146,25,1.2,-9,-9.0,-9,1018.0,1025.6,-9,-9.0,2.9,-6.0,52.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,0.38,-9,0.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031800,146,27,1.1,-9,-9.0,-9,1018.3,1025.9,2,0.5,2.1,-4.4,62.0,4.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.0,0.03,-9,-0.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201031900,146,23,1.0,-9,-9.0,-9,1018.5,1026.1,-9,-9.0,1.6,-4.2,65.0,4.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-1.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201032000,146,11,1.5,-9,-9.0,-9,1018.5,1026.2,-9,-9.0,0.1,-4.9,69.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201032100,146,14,1.8,-9,-9.0,-9,1018.5,1026.2,1,0.3,-0.4,-5.2,70.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1997,-9.0,-9.0,-9,-2.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201032200,146,11,1.5,-9,-9.0,-9,1018.4,1026.1,-9,-9.0,-0.8,-5.4,71.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,1,14,-,-9,-9,-9,1997,-9.0,-9.0,-9,-2.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201032300,146,14,2.0,-9,-9.0,-9,1018.4,1026.1,-9,-9.0,-1.0,-5.4,72.0,4.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,1,17,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201040000,146,14,1.2,-9,-9.0,-9,1018.0,1025.7,7,-0.5,-0.3,-4.7,72.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,12,Sc,0,0,5,1975,-9.0,-9.0,-9,-0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201040100,146,14,1.4,-9,-9.0,-9,1017.7,1025.4,-9,-9.0,-0.1,-4.9,70.0,4.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-1.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201040200,146,11,1.2,-9,-9.0,-9,1018.3,1026.0,-9,-9.0,0.4,-4.4,70.0,4.4,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,87,82,10,8,8,8,Sc,0,0,5,2000,-9.0,-9.0,-9,-0.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202201040300,146,14,1.6,-9,-9.0,-9,1018.7,1026.4,3,0.7,0.1,-3.9,74.0,4.6,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,87,82,10,7,7,10,Sc,0,0,5,2000,-9.0,-9.0,-9,-2.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202201040400,146,14,1.6,-9,-9.0,-9,1018.3,1026.0,-9,-9.0,-0.2,-3.9,76.0,4.6,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,6,10,Sc,0,0,5,1988,-9.0,-9.0,-9,-3.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201040500,146,14,1.1,-9,-9.0,-9,1018.6,1026.3,-9,-9.0,0.1,-3.6,76.0,4.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,10,Sc,0,0,5,1987,-9.0,-9.0,-9,-0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201040600,146,34,1.8,-9,-9.0,-9,1019.5,1027.2,3,0.8,-0.1,-3.3,79.0,4.8,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,10,Sc,0,0,5,1752,-9.0,-9.0,-9,-0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201040700,146,27,0.7,-9,-9.0,-9,1020.2,1027.9,-9,-9.0,-0.1,-2.9,81.0,4.9,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,4,4,12,Sc,0,0,5,1194,-9.0,-9.0,-9,-3.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201040800,146,32,1.0,-9,-9.0,-9,1020.4,1028.1,-9,-9.0,-0.3,-3.1,81.0,4.9,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,1,10,Sc,0,0,5,1197,0.0,0.01,-9,-3.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201040900,146,34,2.0,-9,-9.0,-9,1021.0,1028.7,2,1.5,0.6,-4.2,70.0,4.5,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1216,0.7,0.28,-9,-1.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041000,146,32,2.1,-9,-9.0,-9,1021.8,1029.5,-9,-9.0,1.6,-6.4,55.0,3.8,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1956,1.0,0.88,-9,4.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041100,146,34,1.7,-9,-9.0,-9,1021.3,1028.9,-9,-9.0,2.7,-8.9,42.0,3.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.44,-9,5.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041200,146,27,1.7,-9,-9.0,-9,1020.7,1028.3,8,-0.4,3.4,-9.6,38.0,3.0,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.75,-9,9.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041300,146,32,1.4,-9,-9.0,-9,1019.9,1027.5,-9,-9.0,4.1,-10.7,33.0,2.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.88,-9,13.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041400,146,34,2.3,-9,-9.0,-9,1019.5,1027.1,-9,-9.0,4.5,-9.3,36.0,3.0,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.78,-9,13.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041500,146,32,2.7,-9,-9.0,-9,1019.3,1026.9,7,-1.4,4.4,-10.5,33.0,2.8,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.49,-9,10.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041600,146,27,3.1,-9,-9.0,-9,1019.6,1027.2,-9,-9.0,4.3,-7.2,43.0,3.6,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,0.99,-9,5.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041700,146,27,2.4,-9,-9.0,-9,1020.1,1027.7,-9,-9.0,2.3,-7.8,47.0,3.4,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,0.43,-9,0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041800,146,25,1.2,-9,-9.0,-9,1020.2,1027.9,2,1.0,1.0,-8.2,50.0,3.3,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.1,0.02,-9,-0.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201041900,146,23,0.8,-9,-9.0,-9,1020.3,1028.0,-9,-9.0,0.3,-8.4,52.0,3.2,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-1.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201042000,146,29,1.4,-9,-9.0,-9,1020.6,1028.3,-9,-9.0,0.1,-9.1,50.0,3.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1993,-9.0,-9.0,-9,-2.5,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201042100,146,32,1.5,-9,-9.0,-9,1020.9,1028.6,2,0.7,-1.2,-10.5,49.0,2.8,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-3.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201042200,146,32,1.5,-9,-9.0,-9,1021.2,1029.0,-9,-9.0,-1.9,-11.4,48.0,2.6,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-3.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201042300,146,32,1.3,-9,-9.0,-9,1021.5,1029.3,-9,-9.0,-2.1,-12.1,46.0,2.4,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-4.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201050000,146,32,0.8,-9,-9.0,-9,1021.4,1029.2,0,0.6,-2.2,-11.4,49.0,2.6,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,45,Ac,0,3,0,2000,-9.0,-9.0,-9,-3.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201050100,146,0,0.0,-9,-9.0,-9,1021.2,1029.0,-9,-9.0,-2.0,-11.5,48.0,2.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,53,-,-9,-9,-9,2000,-9.0,-9.0,-9,-3.4,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201050200,146,34,0.9,-9,-9.0,-9,1021.0,1028.8,-9,-9.0,-2.4,-10.9,52.0,2.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,10,55,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202201050300,146,0,0.0,-9,-9.0,-9,1020.8,1028.6,7,-0.6,-2.6,-10.4,55.0,2.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,0,-9,Ci,2,0,0,2000,-9.0,-9.0,-9,-3.3,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201050400,146,0,0.0,-9,-9.0,-9,1020.3,1028.1,-9,-9.0,-2.9,-10.2,57.0,2.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,0,-9,Ci,2,0,0,2000,-9.0,-9.0,-9,-3.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202201050500,146,5,0.6,-9,-9.0,-9,1019.7,1027.5,-9,-9.0,-3.6,-9.4,64.0,3.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,0,-9,Ci,2,0,0,1978,-9.0,-9.0,-9,-3.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
