TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
202101020000,156,5,0.6,-9,-9.0,-9,1016.6,1025.5,6,-0.3,0.7,-0.9,89.0,5.7,0.0,0.0,0.0,-9.0,0.0,0.0,3.7,71,77,05,10,8,12,StNs,-9,2,7,1666,-9.0,-9.0,-9,1.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020100,156,0,0.2,-9,-9.0,-9,1016.7,1025.6,-9,-9.0,0.2,-0.5,95.0,5.9,-9.0,0.0,0.0,-9.0,-9.0,0.7,4.4,-9,-9,05,8,8,3,-,-9,-9,-9,258,-9.0,-9.0,-9,0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,1,-9
202101020200,156,0,0.0,-9,-9.0,-9,1016.8,1025.7,-9,-9.0,0.1,-0.3,97.0,6.0,-9.0,0.5,0.5,-9.0,-9.0,1.5,5.2,-9,-9,05,8,6,1,-,-9,-9,-9,135,-9.0,-9.0,-9,0.7,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,1,-9
202101020300,156,0,0.4,-9,-9.0,-9,1016.5,1025.4,8,-0.1,-0.1,-0.3,98.0,6.0,0.5,0.5,0.5,-9.0,1.5,1.5,5.2,71,77,05,10,8,10,StNs,0,2,7,243,-9.0,-9.0,-9,0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020400,156,0,0.2,-9,-9.0,-9,1016.6,1025.5,-9,-9.0,0.2,0.0,98.0,6.1,-9.0,0.5,0.5,-9.0,-9.0,1.7,5.4,71,77,05,10,8,10,StNs,-9,2,7,154,-9.0,-9.0,-9,0.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020500,156,0,0.1,-9,-9.0,-9,1016.4,1025.3,-9,-9.0,0.0,-0.2,98.0,6.0,-9.0,0.5,0.5,-9.0,-9.0,1.8,5.5,22,72,1905,8,8,12,Sc,0,0,5,161,-9.0,-9.0,-9,1.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020600,156,0,0.1,-9,-9.0,-9,1017.0,1025.9,3,0.5,0.1,-0.1,98.0,6.1,0.0,0.5,0.5,-9.0,0.3,1.8,5.5,70,77,1905,10,8,10,StNs,-9,2,7,194,-9.0,-9.0,-9,1.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020700,156,2,0.8,-9,-9.0,-9,1017.6,1026.6,-9,-9.0,0.0,-0.2,98.0,6.0,-9.0,0.5,0.5,-9.0,-9.0,2.1,5.8,71,77,1905,10,8,4,StNs,-9,2,7,266,-9.0,-9.0,-9,1.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020800,156,7,2.4,-9,-9.0,-9,1018.2,1027.2,-9,-9.0,-0.5,-0.9,97.0,5.7,-9.0,0.5,0.5,-9.0,-9.0,2.2,5.9,70,77,1905,10,5,6,StNs,-9,2,7,526,0.0,0.07,-9,0.9,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,4,1
202101020900,156,5,2.3,-9,-9.0,-9,1019.1,1028.1,2,2.2,-0.3,-1.1,94.0,5.6,0.0,0.5,0.5,-9.0,0.4,2.0,5.7,22,72,1905,8,8,8,Sc,0,0,5,1020,0.4,0.25,-9,0.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,1,1
202101021000,156,5,2.1,-9,-9.0,-9,1020.0,1028.9,-9,-9.0,0.7,-2.5,79.0,5.1,-9.0,0.5,0.5,-9.0,-9.0,1.7,5.4,-9,-9,-,5,5,10,Sc,0,0,5,1275,1.0,0.85,-9,1.2,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202101021100,156,5,2.4,-9,-9.0,-9,1020.1,1029.0,-9,-9.0,1.4,-4.6,64.0,4.3,-9.0,0.5,0.5,-9.0,-9.0,1.3,5.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1494,1.0,1.77,-9,4.8,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
202101021200,156,2,2.4,-9,-9.0,-9,1019.8,1028.7,0,0.6,1.5,-6.5,55.0,3.8,-9.0,0.5,0.5,-9.0,-9.0,0.8,4.5,-9,-9,-,2,2,10,Sc,0,0,5,1770,1.0,1.87,-9,7.0,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202101021300,156,2,3.3,-9,-9.0,-9,1020.0,1028.9,-9,-9.0,2.2,-7.6,48.0,3.5,-9.0,0.5,0.5,-9.0,-9.0,0.4,4.1,-9,-9,-,3,3,10,Sc,0,0,5,1855,1.0,2.14,-9,9.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202101021400,156,5,2.7,-9,-9.0,-9,1019.8,1028.7,-9,-9.0,2.5,-7.9,46.0,3.4,-9.0,0.5,0.5,-9.0,-9.0,0.1,3.8,-9,-9,-,1,1,10,Sc,0,0,5,1867,1.0,2.01,-9,9.1,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,2
202101021500,156,5,3.2,-9,-9.0,-9,1019.5,1028.4,8,-0.3,2.4,-10.5,38.0,2.8,-9.0,0.5,0.5,-9.0,-9.0,-9.0,3.6,-9,-9,-,0,0,-9,-,-9,-9,-9,1923,1.0,1.71,-9,7.6,-99.0,-99.0,-99.0,-99.0,-9,-9.0,-9,3,-9
