TM,PM10_yanan,PM10_qingdao,PM10_chifeng,PM10_dalian
202104070900,28.0,33.0,23.0,113.0
202104071200,79.0,27.0,50.0,59.0
202104071500,45.0,24.0,93.0,57.0
202104071800,30.0,22.0,106.0,62.0
202104072100,83.0,29.0,21.0,56.0
202104080000,66.0,23.0,53.0,37.0
202104080600,38.0,29.0,91.0,37.0
202104080900,33.0,19.0,61.0,40.0
202104081200,38.0,23.0,50.0,63.0
202104081500,28.0,19.0,64.0,36.0
202104081800,10.0,21.0,56.0,74.0
202104082100,54.0,15.0,25.0,87.0
202104090000,47.0,13.0,32.0,67.0
202104090300,20.0,16.0,49.0,107.0
202104090600,37.0,23.0,32.0,94.0
202104090900,33.0,30.0,15.0,91.0
202104091200,15.0,23.0,37.0,91.0
202104091500,14.0,33.0,24.0,110.0
202104091800,17.0,31.0,29.0,67.0
202104092100,22.0,33.0,19.0,71.0
202104100000,18.0,22.0,25.0,51.0
202104100300,8.0,34.0,42.0,37.0
202104100600,8.0,25.0,41.0,40.0
202104100900,6.0,40.0,37.0,41.0
202104101200,16.0,17.0,43.0,40.0
202104101500,6.0,25.0,32.0,46.0
202104101800,4.0,19.0,45.0,85.0
202104102100,11.0,23.0,35.0,64.0
202104110000,24.0,18.0,25.0,55.0
202104110300,34.0,25.0,29.0,56.0
202104110600,15.0,10.0,76.0,55.0
202104110900,10.0,13.0,51.0,24.0
202104111200,16.0,5.0,42.0,31.0
202104111500,35.0,8.0,53.0,28.0
202104111800,13.0,11.0,65.0,36.0
202104112100,21.0,39.0,340.0,32.0
202104120000,47.0,9.0,93.0,29.0
202104120300,16.0,51.0,45.0,38.0
202104120600,41.0,14.0,30.0,48.0
202104120900,21.0,47.0,22.0,9.0
202104121200,25.0,27.0,18.0,20.0
202104121500,53.0,30.0,168.0,28.0
202104121800,49.0,22.0,74.0,35.0
202104122100,34.0,20.0,27.0,78.0
202104130000,53.0,23.0,21.0,9.0
202104130300,41.0,27.0,24.0,11.0
202104130600,27.0,18.0,39.0,31.0
202104130900,18.0,25.0,65.0,21.0
202104131200,22.0,28.0,22.0,14.0
202104131500,61.0,43.0,18.0,13.0
202104131800,38.0,25.0,34.0,18.0
202104132100,40.0,53.0,20.0,28.0
202104140000,52.0,30.0,50.0,38.0
202104140300,47.0,42.0,58.0,15.0
202104140600,32.0,68.0,59.0,27.0
202104140900,28.0,54.0,81.0,24.0
202104141200,23.0,34.0,77.0,31.0
202104141500,67.0,39.0,121.0,37.0
202104141800,21.0,37.0,168.0,61.0
202104142100,49.0,61.0,123.0,61.0
202104150000,45.0,75.0,37.0,96.0
202104150300,53.0,73.0,69.0,30.0
202104150600,37.0,60.0,231.0,31.0
202104150900,31.0,69.0,31.0,44.0
202104151200,29.0,36.0,23.0,29.0
202104151500,25.0,54.0,26.0,5.0
202104151800,8.0,46.0,91.0,34.0
202104152100,15.0,75.0,82.0,43.0
202104160000,23.0,52.0,15.0,58.0
202104160300,15.0,66.0,21.0,30.0
202104160600,22.0,47.0,63.0,65.0
202104160900,17.0,39.0,44.0,15.0
202104161200,24.0,8.0,20.0,22.0
202104161500,11.0,22.0,39.0,32.0
202104161800,10.0,34.0,32.0,96.0
202104162100,17.0,14.0,46.0,157.0
202104170000,30.0,4.0,26.0,132.0
202104170300,15.0,13.0,28.0,52.0
202104170600,13.0,10.0,45.0,20.0
202104170900,18.0,19.0,29.0,13.0
202104171200,35.0,15.0,18.0,19.0
202104171500,56.0,14.0,20.0,27.0
202104171800,60.0,17.0,36.0,26.0
202104172100,71.0,22.0,37.0,37.0
202104180000,52.0,37.0,29.0,41.0
202104180300,31.0,65.0,25.0,42.0
202104180600,19.0,29.0,76.0,30.0
202104180900,12.0,64.0,27.0,16.0
202104181200,24.0,9.0,15.0,65.0
202104181500,19.0,33.0,6.0,48.0
202104181800,18.0,16.0,20.0,70.0
202104182100,25.0,19.0,20.0,68.0
202104190000,29.0,54.0,21.0,74.0
202104190300,26.0,40.0,24.0,46.0
202104190600,27.0,16.0,47.0,108.0
202104190900,27.0,29.0,51.0,48.0
202104191200,40.0,14.0,52.0,67.0
202104191500,38.0,23.0,43.0,62.0
202104191800,14.0,16.0,82.0,60.0
202104192100,28.0,36.0,44.0,108.0
202104200000,36.0,19.0,40.0,62.0
202104200300,20.0,60.0,40.0,49.0
202104200600,15.0,41.0,88.0,70.0
202104200900,22.0,46.0,102.0,42.0
202104201200,47.0,47.0,125.0,75.0
202104201500,4.0,58.0,104.0,51.0
202104201800,11.0,50.0,80.0,64.0
202104202100,22.0,79.0,79.0,95.0
202104210000,19.0,137.0,92.0,66.0
202104210300,15.0,89.0,159.0,72.0
202104210600,23.0,90.0,269.0,63.0
202104210900,22.0,76.0,106.0,45.0
202104211200,40.0,48.0,51.0,29.0
202104211500,20.0,69.0,39.0,70.0
202104211800,19.0,37.0,104.0,55.0
202104212100,37.0,34.0,161.0,35.0
202104220000,32.0,36.0,101.0,48.0
202104220300,64.0,60.0,42.0,10.0
202104220600,114.0,49.0,56.0,58.0
202104220900,283.0,42.0,20.0,31.0
202104221200,418.0,56.0,35.0,38.0
202104221500,206.0,36.0,41.0,72.0
202104221800,116.0,36.0,37.0,123.0
202104222100,112.0,59.0,21.0,39.0
202104230000,92.0,49.0,15.0,27.0
202104230300,103.0,49.0,12.0,17.0
202104230600,132.0,27.0,35.0,21.0
202104230900,84.0,60.0,23.0,24.0
202104231200,91.0,30.0,34.0,20.0
202104231500,62.0,54.0,33.0,12.0
202104232100,146.0,47.0,75.0,22.0
202104240000,177.0,73.0,45.0,41.0
202104240300,228.0,30.0,35.0,35.0
202104240600,156.0,54.0,12.0,41.0
202104240900,374.0,49.0,67.0,8.0
202104241200,258.0,61.0,100.0,30.0
202104241500,332.0,22.0,56.0,47.0
202104241800,398.0,26.0,38.0,81.0
202104242100,85.0,41.0,63.0,47.0
202104250000,77.0,28.0,69.0,49.0
202104250300,65.0,24.0,108.0,19.0
202104250600,86.0,11.0,89.0,35.0
202104250900,101.0,12.0,103.0,48.0
202104251200,83.0,17.0,56.0,45.0
202104251500,93.0,26.0,54.0,85.0
202104251800,81.0,11.0,20.0,64.0
202104252100,250.0,104.0,63.0,88.0
202104260000,510.0,35.0,27.0,77.0
202104260300,339.0,38.0,15.0,65.0
202104260600,334.0,66.0,15.0,66.0
202104260900,270.0,16.0,21.0,43.0
202104261200,149.0,60.0,15.0,73.0
202104261500,120.0,64.0,13.0,50.0
202104261800,90.0,46.0,35.0,76.0
202104262100,85.0,45.0,72.0,76.0
202104270000,38.0,25.0,90.0,50.0
202104270300,29.0,42.0,53.0,64.0
202104270600,31.0,24.0,30.0,74.0
202104270900,30.0,29.0,22.0,48.0
202104271200,42.0,13.0,54.0,80.0
202104271500,20.0,14.0,34.0,50.0
202104271800,32.0,23.0,26.0,81.0
202104272100,56.0,28.0,46.0,42.0
202104280000,58.0,17.0,26.0,61.0
202104280300,55.0,26.0,19.0,32.0
202104280600,42.0,22.0,17.0,25.0
202104280900,28.0,44.0,65.0,46.0
202104281200,22.0,16.0,10.0,34.0
202104281500,20.0,18.0,12.0,28.0
202104281800,21.0,26.0,27.0,29.0
202104282100,56.0,26.0,65.0,39.0
202104290000,38.0,27.0,21.0,35.0
202104290300,30.0,25.0,14.0,46.0
202104290600,50.0,31.0,18.0,44.0
202104290900,27.0,14.0,13.0,50.0
202104291200,27.0,31.0,22.0,32.0
202104291500,84.0,24.0,62.0,74.0
202104291800,36.0,33.0,20.0,53.0
202104292100,40.0,18.0,20.0,37.0
202104300000,103.0,33.0,21.0,11.0
202104300300,79.0,22.0,113.0,19.0
202104300600,52.0,30.0,52.0,24.0
202104300900,45.0,19.0,27.0,9.0
202104301200,45.0,14.0,33.0,28.0
202104301500,98.0,15.0,38.0,17.0
202104301800,76.0,21.0,45.0,29.0
202104302100,53.0,13.0,49.0,26.0
202105010000,53.0,67.0,54.0,17.0
202105010300,56.0,21.0,81.0,26.0
202105010600,71.0,33.0,69.0,23.0
202105010900,48.0,36.0,75.0,31.0
202105011200,50.0,29.0,62.0,35.0
202105011500,102.0,34.0,71.0,19.0
202105011800,28.0,30.0,98.0,2.0
202105012100,62.0,44.0,120.0,21.0
202105020000,72.0,71.0,90.0,18.0
202105020300,68.0,21.0,125.0,8.0
202105020600,48.0,65.0,59.0,25.0
202105020900,59.0,33.0,31.0,9.0
202105021200,64.0,50.0,41.0,20.0
202105021500,45.0,43.0,23.0,28.0
202105021800,41.0,50.0,14.0,30.0
202105022100,71.0,24.0,26.0,60.0
202105030000,71.0,74.0,44.0,26.0
202105030300,76.0,29.0,13.0,15.0
202105030600,58.0,45.0,9.0,27.0
202105030900,96.0,36.0,38.0,14.0
202105031200,86.0,104.0,27.0,45.0
202105031500,90.0,44.0,19.0,28.0
202105031800,100.0,146.0,29.0,8.0
202105032100,99.0,29.0,22.0,75.0
202105040000,92.0,75.0,77.0,49.0
202105040300,79.0,52.0,23.0,36.0
202105040600,53.0,58.0,29.0,22.0
202105040900,57.0,44.0,31.0,28.0
202105041200,59.0,46.0,103.0,34.0
202105041500,60.0,46.0,64.0,35.0
202105041800,71.0,52.0,84.0,55.0
202105042100,64.0,45.0,90.0,27.0
202105050000,76.0,71.0,78.0,48.0
202105050300,72.0,42.0,57.0,12.0
202105050600,77.0,51.0,63.0,36.0
202105050900,74.0,30.0,30.0,42.0
202105051200,78.0,24.0,29.755555555555556,41.0
202105051500,68.0,13.0,29.511111111111113,59.0
202105051800,58.0,17.0,29.266666666666666,43.0
202105052100,57.0,6.0,29.022222222222222,40.0
202105060000,74.0,9.0,28.77777777777778,50.0
202105060300,53.0,7.0,28.53333333333333,62.0
202105060600,181.0,6.0,28.288888888888888,48.0
202105060900,194.0,16.0,28.044444444444444,49.0
202105061200,294.0,9.0,27.8,62.0
202105061500,263.0,9.0,27.555555555555557,50.0
202105061800,355.0,6.0,27.31111111111111,51.0
202105062100,212.0,5.0,27.066666666666666,35.0
202105070000,267.0,9.0,26.822222222222223,59.0
202105070300,145.0,9.0,26.577777777777776,119.0
202105070600,68.0,11.0,26.333333333333332,284.0
202105070900,73.0,7.0,26.08888888888889,222.0
202105071200,64.0,12.0,25.844444444444445,550.0
202105071500,43.0,9.0,25.6,200.0
202105071800,30.0,41.0,25.355555555555554,34.0
202105072100,36.0,35.0,25.11111111111111,35.0
202105080000,98.0,42.0,24.866666666666667,31.0
202105080300,9.0,22.0,24.62222222222222,40.0
202105080600,15.0,85.0,24.377777777777776,130.0
202105080900,15.0,30.0,24.133333333333333,186.0
202105081200,144.0,57.0,23.88888888888889,130.0
202105081500,91.0,24.0,23.644444444444446,47.0
202105081800,57.0,48.0,23.4,47.0
202105082100,45.0,15.0,23.155555555555555,51.0
202105090000,53.0,10.0,22.91111111111111,44.0
202105090300,30.0,18.0,22.666666666666664,14.0
202105090600,20.0,15.0,22.42222222222222,34.0
202105090900,31.0,12.0,22.177777777777777,47.0
202105091200,44.0,22.0,21.933333333333334,29.0
202105091500,13.0,29.0,21.68888888888889,20.0
202105091800,8.0,23.0,21.444444444444443,27.0
202105092100,13.0,21.0,21.2,16.0
202105100000,1.0,18.0,20.955555555555556,149.0
202105100300,28.0,33.0,20.71111111111111,132.0
202105100600,33.0,8.0,20.46666666666667,34.0
202105100900,35.0,29.0,20.22222222222222,19.0
202105101200,46.0,24.0,19.977777777777778,33.0
202105101500,67.0,41.0,19.733333333333334,29.0
202105101800,93.0,18.0,19.488888888888887,20.0
202105102100,96.0,39.0,19.244444444444444,26.0
202105110000,138.0,20.0,19.0,14.0
202105110300,179.0,48.0,67.0,36.0
202105110600,139.0,18.0,61.0,115.0
202105110900,93.0,43.0,31.0,17.0
202105111200,41.0,31.0,20.0,28.0
202105111500,21.0,47.0,13.0,23.0
202105111800,41.0,22.0,34.0,4.0
202105112100,27.0,15.0,100.0,47.0
202105120000,33.0,1.0,53.0,39.0
202105120600,40.0,1.0,28.0,51.0
202105120900,45.0,2.0,30.0,24.0
202105121200,59.0,13.0,15.0,2.0
202105121500,55.0,22.0,15.0,37.0
202105121800,58.0,17.0,12.0,59.0
202105122100,55.0,13.0,21.0,77.0
202105130000,52.0,28.0,34.0,21.0
202105130300,82.0,30.0,38.0,24.0
202105130600,46.0,30.0,32.0,24.0
202105130900,54.0,10.0,54.0,24.0
202105131200,54.0,17.0,58.0,15.0
202105131500,53.0,23.0,27.0,22.0
202105131800,47.0,30.0,24.0,64.0
202105132100,30.0,31.0,62.0,37.0
202105140000,38.0,37.0,27.0,55.0
202105140300,76.0,26.0,25.0,39.0
202105140600,44.0,44.0,34.0,60.0
202105140900,36.0,9.0,47.0,11.0
202105141200,79.0,37.0,32.0,39.0
202105141500,54.0,10.0,35.0,13.0
202105141800,40.0,32.0,16.0,8.0
202105142100,34.0,28.0,35.0,26.0
202105150000,42.0,67.0,27.0,12.0
202105150300,57.0,36.0,23.0,40.0
202105150600,53.0,44.0,40.0,26.0
202105150900,51.0,53.0,103.0,31.0
202105151200,54.0,71.0,37.0,33.0
202105151500,44.0,58.0,27.0,18.0
202105151800,29.0,101.0,25.0,17.0
202105152100,27.0,59.0,32.0,17.0
202105160000,32.0,112.0,34.0,25.0
202105160300,83.0,87.0,45.0,21.0
202105160600,31.0,71.0,52.0,35.0
202105160900,37.0,47.0,45.0,37.0
202105161200,27.0,84.0,44.0,44.0
202105161500,52.0,48.0,37.0,38.0
202105161800,35.0,64.0,47.0,20.0
202105162100,29.0,58.0,87.0,40.0
202105170000,39.0,49.0,50.0,2.0
202105170300,71.0,24.0,73.0,21.0
202105170600,25.0,41.0,68.0,19.0
202105170900,28.0,31.0,80.0,28.0
202105171200,42.0,43.0,65.0,12.0
202105171500,47.0,37.0,66.0,4.0
202105171800,45.0,50.0,109.0,50.0
202105172100,29.0,67.0,346.0,77.0
202105180000,35.0,62.0,440.0,34.0
202105180300,65.0,64.0,38.0,36.0
202105180600,26.0,87.0,32.0,40.0
202105180900,48.0,53.0,18.0,10.0
202105181200,64.0,52.0,14.0,6.0
202105181500,68.0,59.0,35.0,48.0
202105181800,68.0,91.0,40.0,24.0
202105182100,63.0,117.0,13.0,102.0
202105190000,70.0,85.0,49.0,40.0
202105190300,111.0,45.0,67.0,35.0
202105190600,59.0,101.0,31.0,63.0
202105190900,49.0,41.0,31.0,43.0
202105191200,101.0,97.0,32.0,1.0
202105191500,81.0,67.0,38.0,59.0
202105191800,60.0,126.0,78.0,76.0
202105192100,49.0,112.0,126.0,40.0
202105200000,54.0,143.0,130.0,21.0
202105200300,91.0,52.0,95.0,52.0
202105200600,60.0,59.0,76.0,59.0
202105200900,37.0,14.0,26.0,41.0
202105201200,31.0,30.0,26.0,22.0
202105201500,36.0,27.0,67.0,17.0
202105201800,55.0,25.0,49.0,12.0
202105202100,52.0,28.0,48.0,18.0
202105210000,58.0,36.0,51.0,16.0
202105210300,92.0,23.0,99.0,90.0
202105210600,47.0,42.0,97.0,19.0
202105210900,34.0,28.0,37.0,18.0
202105211200,71.0,28.0,39.0,30.0
202105211500,157.0,26.0,92.0,47.0
202105211800,93.0,45.0,86.0,74.0
202105212100,89.0,13.0,90.0,94.0
202105220000,56.0,46.0,106.0,26.0
202105220300,89.0,26.0,77.0,44.0
202105220600,65.0,51.0,174.0,86.0
202105220900,70.0,14.0,110.0,34.0
202105221200,69.0,56.0,154.0,64.0
202105221500,74.0,44.0,101.0,34.0
202105221800,59.0,46.0,599.0,74.0
202105222100,52.0,2.0,547.0,29.0
202105230000,68.0,25.0,224.0,78.0
202105230300,59.0,21.0,61.0,24.0
202105230600,7.0,31.0,36.0,18.0
202105230900,5.0,28.0,24.0,20.0
202105231200,100.0,60.0,23.0,39.0
202105231500,54.0,32.0,43.0,55.0
202105231800,21.0,35.0,48.0,55.0
202105232100,30.0,36.0,23.0,65.0
202105240000,16.0,33.0,34.0,41.0
202105240300,26.0,10.0,75.0,52.0
202105240600,12.0,36.0,47.0,45.0
202105240900,54.0,1.0,45.0,44.0
202105241200,93.0,26.0,29.0,52.0
202105241500,36.0,17.0,41.0,31.0
202105241800,24.0,23.0,38.0,46.0
202105242100,21.0,13.0,46.0,92.0
202105250000,37.0,20.0,45.0,49.0
202105250300,18.0,23.0,65.0,11.0
202105250600,9.0,57.0,55.0,13.0
202105250900,18.0,33.5,23.0,24.0
202105251200,29.0,10.0,9.0,39.0
202105251500,27.0,10.0,42.0,16.0
202105251800,37.0,32.0,34.0,33.0
202105252100,15.0,39.0,31.0,26.0
202105260000,22.0,41.0,33.0,20.0
202105260300,48.0,20.0,21.0,31.0
202105260600,57.0,44.0,16.0,22.0
202105260900,66.0,45.0,13.0,29.0
202105261200,75.0,32.0,12.0,41.0
202105261500,79.0,22.0,80.0,31.0
202105261800,60.0,47.0,33.0,56.0
202105262100,38.0,34.0,42.0,33.0
202105270000,48.0,41.0,20.0,26.0
202105270300,71.0,23.0,16.0,142.0
202105270600,17.0,47.0,2.0,66.0
202105270900,24.0,8.0,27.0,43.0
202105271200,55.0,30.0,33.0,20.0
202105271500,64.0,16.0,17.0,26.0
202105271800,37.0,38.0,20.0,49.0
202105272100,22.0,19.0,26.0,98.0
202105280000,34.0,34.0,42.0,72.0
202105280300,55.0,23.0,13.0,14.0
202105280600,38.0,41.0,18.0,30.0
202105280900,21.0,13.0,24.0,17.0
202105281200,24.0,17.0,19.0,9.0
202105281500,28.0,5.0,12.0,10.0
202105281800,24.0,33.0,28.0,25.0
202105282100,25.0,21.0,41.0,45.0
202105290000,36.0,34.0,30.0,24.0
202105290300,67.0,26.0,49.0,38.0
202105290600,55.0,29.0,58.0,38.0
202105290900,61.0,3.0,47.0,28.0
202105291200,91.0,16.0,32.0,46.0
202105291500,86.0,13.0,23.0,6.0
202105291800,45.0,29.0,32.0,20.0
202105292100,82.0,24.0,65.0,22.0
202105300300,63.0,44.0,48.0,10.0
202105300600,77.0,23.0,51.0,22.0
202105300900,118.0,14.0,54.0,7.0
202105301200,89.0,2.0,59.0,32.0
202105301500,134.0,8.0,62.0,9.0
202105301800,140.0,5.0,55.0,1.0
202105302100,126.0,9.0,94.0,33.0
202105310000,103.0,14.0,72.0,32.0
202105310300,67.0,32.0,89.0,25.0
202105310600,47.0,30.0,72.0,22.0
202105310900,66.0,37.0,71.0,6.0
202105311200,51.0,13.0,57.0,50.0
202105311500,32.0,31.0,69.0,32.0
202105311800,31.0,20.0,62.0,28.0
202105312100,47.0,37.0,157.0,14.0
202106010000,50.0,29.0,34.0,16.0
202106010600,43.0,50.0,139.0,29.0
202106010900,37.0,36.0,36.0,51.0
202106011200,40.0,79.0,27.0,13.0
202106011500,41.0,28.0,44.0,64.0
202106011800,67.0,3.0,40.0,60.0
202106012100,66.0,8.0,21.0,37.0
202106020000,67.0,30.0,45.0,59.0
202106020300,63.0,17.0,51.0,30.0
202106020600,31.0,22.0,32.0,24.0
202106020900,40.0,17.0,22.0,27.0
202106021200,51.0,30.0,22.0,22.0
202106021500,122.0,4.0,27.0,22.0
202106021800,1.0,16.0,22.0,15.0
202106022100,13.0,11.0,16.0,26.0
202106030000,11.0,24.0,25.0,24.0
202106030300,31.0,23.0,51.0,14.0
202106030600,37.0,8.0,53.0,23.0
202106030900,33.0,12.0,44.0,11.0
202106031200,31.0,24.0,34.0,33.0
202106031500,37.0,2.0,39.0,9.0
202106031800,14.0,9.0,15.0,15.0
202106032100,29.0,5.0,19.0,26.0
202106040000,62.0,26.0,19.0,16.0
202106040300,44.0,12.0,57.0,5.0
202106040600,25.0,17.0,52.0,23.0
202106040900,119.0,14.0,25.0,11.0
202106041200,167.0,18.0,41.0,55.0
202106041500,178.0,25.5,37.0,9.0
202106041800,59.0,33.0,30.0,50.0
202106042100,21.0,40.0,326.0,21.0
202106050000,3.0,50.0,34.0,11.0
202106050300,13.333333333333332,42.0,35.0,10.0
202106050600,23.666666666666664,90.0,28.0,5.0
202106050900,34.0,42.0,34.0,15.0
202106051200,51.0,38.0,60.0,31.0
202106051500,23.0,20.0,58.0,19.0
202106051800,24.0,49.0,47.0,36.0
202106052100,58.0,6.0,40.0,56.0
202106060000,44.0,42.0,167.0,20.0
202106060300,27.0,5.0,13.0,22.0
202106060600,20.0,55.0,16.0,6.0
202106060900,48.0,26.0,14.0,16.0
202106061200,54.0,54.0,9.0,41.0
202106061500,12.0,22.0,37.0,41.0
202106061800,26.0,53.0,28.0,32.0
202106062100,67.0,61.0,25.0,55.0
202106070000,48.0,119.0,41.0,85.0
202106070300,35.0,72.0,43.0,61.0
202106070600,32.0,78.0,40.0,50.0
202106070900,41.0,67.0,21.0,58.0
202106071200,46.0,85.0,38.0,30.0
202106071500,25.0,49.0,45.0,31.0
202106071800,58.0,80.0,31.0,27.0
202106072100,75.0,59.0,23.0,26.0
202106080000,91.0,45.0,54.0,36.0
202106080300,31.0,41.0,44.0,20.0
202106080900,42.0,49.0,37.0,29.0
202106081200,65.0,64.0,17.0,37.0
202106081500,78.0,22.0,13.0,12.0
202106081800,60.0,78.0,16.0,34.0
202106082100,67.0,22.0,49.0,16.0
202106090000,84.0,62.0,76.0,32.0
202106090600,53.0,65.0,41.0,1.0
202106090900,45.0,15.0,27.0,14.0
202106091200,37.0,46.0,21.0,55.0
202106091500,53.0,24.0,10.0,14.0
202106091800,60.0,11.0,26.0,115.0
202106092100,3.0,16.0,22.0,17.0
202106100000,36.0,61.0,9.0,22.0
202106100300,68.0,27.0,14.0,18.0
202106100600,43.0,59.0,21.0,7.0
202106100900,36.0,33.0,33.0,12.0
202106101200,37.0,54.0,80.0,35.0
202106101500,47.0,25.0,20.0,31.0
202106101800,63.0,75.0,20.0,41.0
202106102100,41.0,5.0,15.0,25.0
202106110000,47.0,36.0,42.0,4.0
202106110300,128.0,23.0,40.0,21.0
202106110600,49.0,10.0,16.0,25.0
202106110900,68.0,19.0,78.0,47.0
202106111200,73.0,22.0,30.0,41.0
202106111500,70.0,6.0,21.0,47.0
202106111800,67.0,16.0,10.0,65.0
202106112100,25.0,22.0,17.0,77.0
202106120300,41.0,27.0,35.0,18.0
202106120600,60.0,17.0,21.0,54.0
202106120900,41.0,23.0,31.0,19.0
202106121200,48.0,10.0,68.0,6.0
202106121500,36.0,27.0,49.0,33.5
202106121800,66.0,9.0,29.0,61.0
202106122100,24.0,4.0,27.0,21.0
202106130000,40.0,3.0,90.0,26.0
202106130300,7.0,15.0,31.0,15.0
202106130600,19.0,16.0,38.0,19.0
202106130900,23.0,17.0,300.0,42.0
202106131200,39.0,11.0,59.0,1.0
202106131500,26.0,29.0,47.0,15.0
202106131800,49.0,1.0,29.0,21.0
202106132100,23.0,20.0,25.0,20.0
202106140000,1.0,15.0,53.0,31.0
202106140300,22.5,33.0,26.0,21.0
202106140600,44.0,25.0,30.0,34.0
202106140900,31.0,36.0,27.0,13.0
202106141200,60.0,17.0,96.0,36.0
202106141500,46.0,24.0,36.0,16.0
202106141800,64.0,7.0,34.0,31.0
202106142100,70.0,13.0,32.0,37.0
202106150000,64.5,17.0,56.0,27.0
202106150300,59.0,31.0,94.0,30.0
202106150600,17.0,21.0,36.0,24.0
202106150900,9.0,27.0,79.0,10.0
202106151200,11.0,14.0,80.0,3.0
202106151500,15.0,19.0,32.0,12.0
202106151800,30.0,3.0,46.0,12.0
202106152100,20.0,19.0,51.0,16.0
202106160000,10.0,12.0,37.0,35.0
202106160300,18.0,15.0,25.0,24.0
202106160600,23.0,23.0,19.0,57.0
202106160900,32.0,23.0,76.0,29.5
202106161200,43.0,15.0,77.0,2.0
202106161500,23.0,19.0,20.0,18.0
202106161800,61.0,13.0,10.0,19.0
202106162100,34.0,24.0,69.0,16.0
202106170000,32.0,12.0,39.0,4.0
202106170300,30.0,25.0,34.0,21.0
202106170600,61.0,15.0,75.0,50.0
202106170900,59.0,26.0,47.0,14.0
202106171200,41.0,10.0,42.0,14.0
202106171500,26.0,17.0,48.0,19.0
202106171800,123.0,9.0,40.0,35.0
202106172100,102.0,12.0,52.0,23.0
202106180000,3.0,22.0,54.0,33.0
202106180300,21.0,37.0,62.0,13.0
202106180600,58.0,10.0,73.0,61.0
202106180900,55.0,31.0,41.0,25.0
202106181200,40.0,26.0,21.0,405.0
202106181500,26.0,42.0,22.0,46.0
202106181800,46.0,19.0,40.0,35.0
202106182100,28.0,37.0,55.0,29.0
202106190000,90.0,55.0,39.0,61.0
202106190300,129.0,32.0,41.0,8.0
202106190600,123.0,37.0,49.0,9.0
202106190900,108.0,20.0,45.0,23.0
202106191200,156.0,25.0,21.0,25.0
202106191500,82.0,7.0,37.0,67.0
202106191800,134.0,27.0,29.0,38.0
202106192100,502.0,17.0,50.0,35.0
202106200000,1653.0,32.0,42.0,67.0
202106200300,1483.0,21.0,30.0,116.0
202106200600,1568.0,25.0,71.0,72.0
202106200900,2987.0,15.0,55.0,85.0
202106201200,2640.0,32.0,31.0,60.0
202106201500,2193.0,27.0,6.0,2.0
202106201800,1857.0,18.0,19.0,43.0
202106202100,1700.0,21.0,17.0,32.0
202106210000,1280.0,21.0,4.0,33.0
202106210300,1037.0,10.0,13.0,6.0
202106210600,407.0,48.0,27.0,5.0
202106210900,339.0,32.0,24.0,12.0
202106211200,261.0,27.0,19.0,21.0
202106211500,344.0,19.0,15.0,30.0
202106211800,340.0,23.0,13.0,73.0
202106212100,232.0,21.0,9.0,17.0
202106220000,216.0,55.0,16.0,35.0
202106220300,208.0,28.0,23.0,20.0
202106220600,165.0,21.0,36.0,42.0
202106220900,150.0,3.0,39.0,37.0
202106221200,104.0,24.0,41.0,28.0
202106221500,104.0,15.0,14.0,25.0
202106221800,117.0,30.0,12.0,2.0
202106222100,99.0,17.0,20.0,35.0
202106230000,94.0,16.0,31.0,36.0
202106230300,61.0,20.0,13.0,84.0
202106230600,53.0,14.0,15.0,45.0
202106230900,54.0,9.0,41.0,27.0
202106231200,10.0,11.0,27.0,36.0
202106231500,1.0,15.0,23.0,32.0
202106231800,35.0,19.0,39.0,49.0
202106232100,67.5,10.0,46.0,40.0
202106240000,100.0,21.0,46.0,22.0
202106240300,531.0,13.0,60.0,32.0
202106240600,372.0,25.0,59.0,51.0
202106240900,335.0,6.0,51.0,43.0
202106241200,381.0,19.0,48.0,40.0
202106241500,268.0,18.0,42.0,24.0
202106241800,241.0,28.0,69.0,26.0
202106242100,121.0,18.0,46.0,87.0
202106250000,50.0,22.0,41.0,58.0
202106250300,73.0,13.0,23.0,39.0
202106250600,115.0,18.0,46.0,69.0
202106250900,71.0,16.0,50.0,32.0
202106251200,73.0,10.0,30.0,56.0
202106251500,99.0,12.0,19.0,44.0
202106251800,9.0,23.0,18.0,49.0
202106252100,65.0,8.0,21.0,2.0
202106260000,22.0,22.0,21.0,3.0
202106260300,36.0,14.0,35.0,42.0
202106260600,40.0,25.0,38.0,30.0
202106260900,22.0,7.0,65.0,18.0
202106261200,45.0,15.0,26.0,2.0
202106261500,75.0,16.0,22.0,22.0
202106261800,29.0,35.0,11.0,38.0
202106262100,60.0,17.0,23.0,27.0
202106270000,70.0,39.0,25.0,21.0
202106270300,98.0,42.0,23.0,30.0
202106270600,108.0,59.0,49.0,49.0
202106270900,88.0,29.0,59.0,22.0
202106271200,65.0,48.0,58.0,24.0
202106271500,130.0,89.0,46.0,9.0
202106271800,83.0,94.0,28.0,46.0
202106272100,55.0,83.0,28.0,16.0
202106280000,58.0,87.0,35.0,35.0
202106280300,96.0,2.0,24.0,13.0
202106280600,135.0,41.0,32.0,44.0
202106280900,81.0,15.0,42.0,61.5
202106281200,74.0,21.0,50.0,79.0
202106281500,101.0,28.0,33.0,30.0
202106281800,54.0,43.0,27.0,51.0
202106282100,68.0,21.0,54.0,48.0
202106290000,84.0,29.0,40.0,37.0
202106290300,93.0,38.0,45.0,33.0
202106290600,99.0,58.0,22.0,24.0
