TM,PM10_yanan,PM10_qingdao,PM10_chifeng,PM10_dalian
201903100300,139.0,63.0,24.243478260869566,40.0
201903100600,74.0,90.0,24.195652173913043,33.0
201903100900,331.0,36.0,24.14782608695652,45.0
201903101200,583.0,28.0,24.1,32.0
201903101500,721.0,32.0,24.052173913043475,76.0
201903101800,362.0,28.0,24.004347826086956,70.0
201903102100,392.0,34.0,23.956521739130434,157.0
201903110000,543.0,36.0,23.90869565217391,163.0
201903110300,498.0,32.0,23.860869565217392,142.0
201903110600,207.0,16.0,23.81304347826087,101.0
201903110900,208.0,32.0,23.765217391304347,86.0
201903111200,223.0,20.0,23.717391304347828,85.0
201903111500,345.0,16.0,23.669565217391302,109.0
201903111800,379.0,14.0,23.621739130434783,51.0
201903112100,359.0,12.0,23.57391304347826,125.0
201903120000,234.0,16.0,23.526086956521738,116.0
201903120300,254.0,23.0,23.47826086956522,66.0
201903120600,130.0,32.0,23.430434782608696,56.0
201903120900,97.0,24.0,23.382608695652173,35.0
201903121200,99.0,19.0,23.33478260869565,23.0
201903121500,90.0,21.0,23.28695652173913,14.0
201903121800,106.0,25.0,23.23913043478261,29.0
201903122100,86.0,22.0,23.191304347826087,25.0
201903130000,106.0,31.0,23.143478260869564,42.0
201903130300,129.0,26.0,23.095652173913045,28.0
201903130600,146.0,68.0,23.04782608695652,19.0
201903130900,115.0,51.0,23.0,41.0
201903131200,115.0,47.0,9.0,31.0
201903131500,113.0,45.0,25.0,19.0
201903131800,100.0,45.0,23.0,43.0
201903132100,112.0,78.0,22.0,43.0
201903140000,105.0,81.0,22.0,33.0
201903140300,58.0,97.0,27.0,18.0
201903140600,43.0,57.0,8.0,24.0
201903140900,33.0,39.0,6.0,30.0
201903141200,27.0,46.0,75.0,34.0
201903141500,62.0,57.0,105.0,41.0
201903141800,56.0,113.0,35.0,42.0
201903142100,40.0,120.0,20.0,57.0
201903150000,38.0,134.0,23.0,56.0
201903150300,25.0,146.0,21.0,37.0
201903150600,27.0,127.0,32.0,43.0
201903150900,21.0,97.0,12.0,31.0
201903151200,32.0,89.0,7.0,36.0
201903151500,36.0,67.0,19.0,48.0
201903151800,25.0,71.0,56.0,48.0
201903152100,16.0,65.0,33.0,44.0
201903160000,17.0,103.0,38.0,49.0
201903160300,16.0,99.0,39.0,24.0
201903160600,32.0,101.0,55.0,23.0
201903160900,26.0,107.0,27.0,18.0
201903161200,17.0,106.0,37.0,22.0
201903161500,32.0,64.0,35.0,49.0
201903161800,26.0,42.0,50.0,61.0
201903162100,87.0,71.0,33.0,81.0
201903170000,47.0,111.0,32.0,91.0
201903170300,27.0,64.0,26.0,66.0
201903170600,34.0,41.0,25.0,38.0
201903170900,42.0,27.0,39.0,46.0
201903171200,42.0,31.0,40.0,30.0
201903171500,68.0,28.0,49.0,25.0
201903171800,63.0,48.0,71.0,31.0
201903172100,82.0,36.0,75.0,31.0
201903180000,73.0,65.0,43.0,41.0
201903180300,73.0,56.0,26.0,39.0
201903180600,68.0,98.0,36.0,42.0
201903180900,56.0,93.0,22.0,32.0
201903181200,67.0,92.0,252.0,21.0
201903181500,67.0,65.0,180.0,27.0
201903181800,48.0,57.0,52.0,42.0
201903182100,34.0,32.0,50.0,58.0
201903190000,35.0,33.0,22.0,79.0
201903190300,34.0,37.0,59.0,83.0
201903190600,18.0,43.0,46.0,100.0
201903190900,16.0,37.0,7.0,72.0
201903191200,97.0,44.0,17.0,90.0
201903191500,35.0,50.0,30.0,87.0
201903191800,46.0,52.0,121.0,97.0
201903192100,29.0,18.0,107.0,83.0
201903200000,48.0,56.0,48.0,60.0
201903200300,60.0,33.0,47.0,82.0
201903200600,79.0,117.0,81.0,51.0
201903200900,66.0,35.0,25.0,38.0
201903201200,142.0,28.0,12.0,35.0
201903201500,127.0,26.0,34.0,32.0
201903201800,64.0,29.0,122.0,39.0
201903202100,57.0,30.0,36.0,48.0
201903210000,65.0,45.0,54.0,51.0
201903210300,113.0,55.0,23.0,43.0
201903210600,70.0,117.0,83.0,24.0
201903210900,90.0,53.0,30.0,44.0
201903211200,96.0,105.0,30.0,45.0
201903211500,143.0,108.0,34.0,25.0
201903211800,95.0,83.0,129.0,27.0
201903212100,66.0,91.0,71.0,25.0
201903220000,69.0,69.0,41.0,34.0
201903220300,129.0,53.0,25.0,24.0
201903220600,61.0,40.0,95.0,28.0
201903220900,59.0,20.0,12.0,20.0
201903221200,59.0,19.0,28.0,31.0
201903221500,58.0,26.0,39.0,21.0
201903221800,58.0,18.0,87.0,59.0
201903222100,59.0,38.0,64.0,45.0
201903230000,69.0,43.0,80.0,77.0
201903230300,95.0,38.0,52.0,47.0
201903230600,77.0,37.0,113.0,29.0
201903230900,81.0,24.0,23.0,13.0
201903231200,88.0,36.0,45.0,13.0
201903231500,73.0,42.0,53.0,14.0
201903231800,71.0,42.0,116.0,24.0
201903232100,72.0,38.0,129.0,28.0
201903240000,71.0,83.0,90.0,18.0
201903240300,134.0,70.0,54.0,14.0
201903240600,38.0,91.0,150.0,19.0
201903240900,135.0,38.0,111.0,33.0
201903241200,121.0,39.0,53.0,43.0
201903241500,58.0,25.0,63.0,51.0
201903241800,74.0,34.0,132.0,57.0
201903242100,37.0,14.0,38.0,108.0
201903250000,51.0,22.0,34.0,88.0
201903250300,107.0,28.0,80.0,126.0
201903250600,45.0,12.0,250.0,158.0
201903250900,30.0,4.0,47.0,132.0
201903251200,30.0,16.0,23.0,141.0
201903251500,24.0,26.0,44.0,136.0
201903251800,52.0,32.0,184.0,147.0
201903252100,40.0,18.0,77.0,219.0
201903260000,48.0,11.0,107.0,231.0
201903260300,113.0,6.0,38.0,173.0
201903260600,33.0,9.0,74.0,159.0
201903260900,52.0,18.0,137.0,146.0
201903261200,82.0,17.0,27.0,84.0
201903261500,62.0,14.0,55.0,79.0
201903261800,29.0,13.0,196.0,272.0
201903262100,32.0,11.0,120.0,123.0
201903270000,53.0,47.0,90.0,121.0
201903270300,87.0,14.0,125.0,124.0
201903270600,35.0,19.0,130.0,104.0
201903270900,58.0,20.0,112.0,91.0
201903271200,66.0,36.0,59.0,85.0
201903271500,68.0,31.0,61.0,93.0
201903271800,34.0,41.0,134.0,113.0
201903272100,56.0,49.0,103.0,149.0
201903280000,67.0,112.0,70.0,46.0
201903280300,131.0,10.0,123.0,34.0
201903280600,97.0,23.0,231.0,31.0
201903280900,69.0,27.0,116.0,43.0
201903281200,85.0,45.0,47.0,24.0
201903281500,103.0,25.0,73.0,24.0
201903281800,80.0,27.0,116.0,35.0
201903282100,95.0,30.0,71.0,39.0
201903290000,137.0,32.0,42.0,31.0
201903290300,54.0,31.0,48.0,27.0
201903290600,67.0,24.0,90.0,24.0
201903290900,69.0,32.0,43.0,38.0
201903291200,70.0,41.0,66.0,36.0
201903291500,81.0,33.0,64.0,45.0
201903291800,60.0,40.0,104.0,53.0
201903292100,88.0,52.0,79.0,45.0
201903300000,33.0,45.0,56.0,59.0
201903300300,59.0,24.0,34.0,53.0
201903300600,44.0,26.0,46.0,72.0
201903300900,41.0,34.0,41.0,50.0
201903301200,37.5,42.0,50.0,23.0
201903301500,34.0,20.0,88.0,44.0
201903301800,50.0,13.0,113.0,46.0
201903302100,66.0,14.0,88.0,30.0
201903310000,101.0,6.0,87.0,25.0
201903310300,62.0,6.0,66.0,27.0
201903310600,57.0,13.0,120.0,21.0
201903310900,87.0,19.0,74.0,15.0
201903311200,87.0,13.0,71.0,17.0
201903311500,79.0,23.0,74.0,21.0
201903311800,83.0,24.0,116.0,19.0
201903312100,83.0,21.0,48.0,33.0
201904010000,108.0,19.0,61.0,55.0
201904010300,118.0,20.0,77.0,40.0
201904010600,44.0,39.0,91.0,40.0
201904010900,49.0,19.0,60.0,48.0
201904011200,55.0,21.0,74.0,14.0
201904011500,41.0,24.0,61.0,14.0
201904011800,46.0,23.0,87.0,22.0
201904012100,60.0,19.0,61.0,33.0
201904020000,38.0,35.0,69.0,42.0
201904020300,39.0,36.0,66.0,20.0
201904020600,130.0,69.0,54.0,12.0
201904020900,96.0,83.0,63.0,37.0
201904021200,58.0,115.0,57.0,16.0
201904021500,42.0,123.0,126.0,22.0
201904021800,55.0,124.0,142.0,27.0
201904022100,81.0,73.0,134.0,44.0
201904030000,40.0,74.0,69.0,39.0
201904030300,42.0,72.0,77.0,46.0
201904030600,93.0,61.0,65.0,34.0
201904030900,86.0,68.0,28.0,34.0
201904031200,75.0,47.0,20.0,23.0
201904031500,59.0,50.0,29.0,26.0
201904031800,53.0,55.0,11.0,38.0
201904032100,65.0,57.0,11.0,56.0
201904040000,64.0,64.0,8.0,58.0
201904040300,84.0,62.0,6.0,61.0
201904040600,42.0,63.0,12.0,55.0
201904040900,35.0,44.0,8.0,74.0
201904041200,28.0,87.0,5.0,97.0
201904041500,21.0,84.0,14.0,117.0
201904041800,30.0,70.0,38.0,121.0
201904042100,17.0,80.0,21.0,124.0
201904050000,17.0,88.0,11.0,138.0
201904050300,2.0,99.0,14.0,184.0
201904050600,32.0,86.0,30.0,221.0
201904050900,69.0,93.0,4.0,158.0
201904051200,44.0,63.0,6.0,49.0
201904051500,4.0,70.0,12.0,53.0
201904051800,44.0,69.0,83.0,54.0
201904052100,23.0,48.0,126.0,82.0
201904060000,2.0,40.0,50.0,47.0
201904060300,29.0,41.0,26.0,74.0
201904060600,36.0,47.0,93.0,71.0
201904060900,74.0,40.0,41.0,64.0
201904061200,38.0,36.0,14.0,63.0
201904061500,16.0,54.0,36.0,53.0
201904061800,46.0,64.0,139.0,47.0
201904062100,78.0,49.0,100.0,57.0
201904070000,37.0,64.0,51.0,59.0
201904070300,59.0,48.0,45.0,58.0
201904070600,78.0,61.0,54.0,60.0
201904070900,86.0,35.0,25.0,47.0
201904071200,71.0,78.0,122.0,18.0
201904071500,82.0,64.0,95.0,14.0
201904071800,82.0,31.0,80.0,22.0
201904072100,147.0,37.0,23.0,36.0
201904080000,55.0,41.0,28.0,45.0
201904080300,70.0,44.0,28.0,60.0
201904080600,107.0,52.0,41.0,41.0
201904080900,126.0,44.0,34.0,47.0
201904081200,66.0,37.0,52.0,13.0
201904081500,61.0,45.0,28.0,17.0
201904081800,60.0,64.0,33.0,18.0
201904082100,75.0,88.0,25.0,27.0
201904090000,81.0,87.0,35.0,41.0
201904090300,65.0,64.0,30.0,34.0
201904090600,98.0,85.0,53.0,27.0
201904090900,76.0,63.0,29.0,33.0
201904091200,99.0,49.0,29.0,26.0
201904091500,33.0,44.0,91.0,25.0
201904091800,77.0,79.0,46.0,20.0
201904092100,175.0,62.0,32.0,17.0
201904100000,116.0,66.0,45.0,20.0
201904100300,28.0,49.0,79.0,28.0
201904100600,51.0,73.0,116.0,28.0
201904100900,65.0,52.0,65.0,27.0
201904101200,72.0,62.0,17.0,26.0
201904101500,81.0,32.0,43.0,20.0
201904101800,80.0,22.0,50.0,26.0
201904102100,155.0,18.0,37.0,37.0
201904110000,88.0,26.0,17.0,33.0
201904110300,26.0,27.0,14.0,49.0
201904110600,66.0,73.0,24.0,35.0
201904110900,63.0,70.0,26.0,40.0
201904111200,61.0,118.0,67.0,44.0
201904111500,50.0,138.0,59.0,41.0
201904111800,33.0,94.0,52.0,42.0
201904112100,44.0,44.0,40.0,32.0
201904120000,32.5,51.0,29.0,41.0
201904120300,21.0,31.0,18.0,41.0
201904120600,82.0,47.0,30.0,58.0
201904120900,15.0,46.0,37.0,90.0
201904121200,43.0,51.0,41.0,86.0
201904121500,5.0,40.0,42.0,80.0
201904121800,33.0,42.0,55.0,116.0
201904122100,67.0,24.0,31.0,128.0
201904130000,60.0,41.0,48.0,116.0
201904130300,69.0,15.0,30.0,120.0
201904130600,83.0,25.0,48.0,114.0
201904130900,95.0,24.0,22.0,92.0
201904131200,131.0,35.0,32.0,89.0
201904131500,187.0,36.0,33.0,96.0
201904131800,134.0,41.0,68.0,106.0
201904132100,126.0,31.0,95.0,120.0
201904140000,118.0,44.0,29.0,82.0
201904140300,112.0,35.0,44.0,48.0
201904140600,132.0,48.0,51.0,45.0
201904140900,76.0,41.0,30.0,38.0
201904141200,68.0,47.0,16.0,93.0
201904141500,24.0,29.0,33.0,37.0
201904141800,44.0,42.0,227.0,52.0
201904142100,33.0,55.0,235.0,53.0
201904150000,20.0,89.0,101.0,48.0
201904150300,35.0,89.0,72.0,36.0
201904150600,41.0,108.0,204.0,33.0
201904150900,38.0,112.0,47.0,39.0
201904151200,40.0,79.0,22.0,59.0
201904151500,36.0,57.0,38.0,71.0
201904151800,33.0,57.0,152.0,85.0
201904152100,34.0,47.0,99.0,112.0
201904160000,39.0,73.0,32.0,62.0
201904160300,36.0,51.0,105.0,97.0
201904160600,20.0,40.0,172.0,103.0
201904160900,26.0,29.0,50.0,88.0
201904161200,32.0,47.0,57.0,37.0
201904161500,61.0,27.0,52.0,41.0
201904161800,74.0,42.0,277.0,36.0
201904162100,156.0,21.0,169.0,42.0
201904170000,159.0,31.0,103.0,60.0
201904170300,148.0,22.0,76.0,59.0
201904170600,111.0,30.0,158.0,62.0
201904170900,94.0,25.0,56.0,44.0
201904171200,123.0,43.0,97.0,52.0
201904171500,107.0,28.0,86.0,45.0
201904171800,112.0,31.0,183.0,58.0
201904172100,151.0,25.0,93.0,44.0
201904180000,124.0,44.0,147.0,47.0
201904180300,95.0,37.0,85.0,54.0
201904180600,111.0,37.0,230.0,86.0
201904180900,83.0,29.0,152.0,147.0
201904181200,80.0,44.0,71.0,81.0
201904181500,79.0,41.0,81.0,61.0
201904181800,66.0,40.0,151.0,42.0
201904182100,128.0,17.0,163.0,49.0
201904190000,14.0,22.0,138.0,36.0
201904190300,37.0,6.0,139.0,45.0
201904190600,110.0,6.0,118.0,34.0
201904190900,107.0,7.0,86.0,25.0
201904191200,67.0,28.0,86.0,25.0
201904191500,63.0,31.0,85.0,15.0
201904191800,73.0,13.0,85.0,18.0
201904192100,129.0,43.0,106.0,27.0
201904200000,56.0,50.0,102.0,27.36
201904200300,47.0,47.0,196.0,27.72
201904200600,99.0,14.0,204.0,28.08
201904200900,99.0,15.0,173.0,28.44
201904201200,72.0,55.0,61.0,28.8
201904201500,59.0,89.0,71.0,29.16
201904201800,71.0,89.0,103.0,29.52
201904202100,123.0,41.0,37.0,29.88
201904210000,26.0,40.0,45.0,30.240000000000002
201904210300,19.0,59.0,52.0,30.6
201904210600,35.0,49.0,84.0,30.96
201904210900,63.0,42.0,69.0,31.32
201904211200,74.0,49.0,107.0,31.68
201904211500,63.0,46.0,53.0,32.04
201904211800,53.0,74.0,172.0,32.4
201904212100,75.0,49.0,141.0,32.76
201904220000,44.0,47.0,116.0,33.12
201904220300,149.0,59.0,110.0,33.480000000000004
201904220600,181.0,64.0,252.0,33.84
201904220900,33.0,53.0,148.0,34.2
201904221200,123.0,47.0,82.0,34.56
201904221500,35.0,48.0,124.0,34.92
201904221800,29.0,43.0,253.0,35.28
201904222100,22.0,32.0,231.0,35.64
201904230000,9.0,41.0,110.0,36.0
201904230300,8.0,66.0,121.0,31.0
201904230600,4.0,98.0,175.0,50.0
201904230900,44.0,67.0,221.0,20.0
201904231200,37.0,62.0,203.0,32.0
201904231500,23.0,53.0,189.0,1.0
201904231800,36.0,48.0,217.0,38.0
201904232100,61.0,57.0,248.0,37.0
201904240000,35.0,54.0,131.0,45.0
201904240300,47.0,99.0,131.0,51.0
201904240600,70.0,90.0,164.0,65.0
201904240900,86.0,69.0,220.0,42.0
201904241200,41.0,63.0,133.0,68.0
201904241500,39.0,108.0,17.0,47.0
201904241800,51.0,102.0,12.0,247.0
201904242100,109.0,50.0,16.0,95.0
201904250000,48.0,67.0,15.0,33.0
201904250300,52.0,68.0,14.0,45.0
201904250600,44.0,86.0,21.0,53.0
201904250900,110.0,68.0,15.0,50.0
201904251200,52.0,88.0,20.0,40.0
201904251500,29.0,49.0,32.0,17.0
201904251800,48.0,55.0,33.0,19.0
201904252100,86.0,31.0,28.0,33.0
201904260000,48.0,44.0,19.0,37.0
201904260300,41.0,56.0,21.0,32.0
201904260600,57.0,66.0,72.0,25.0
201904260900,29.0,51.0,129.0,25.0
201904261200,30.0,77.0,21.0,22.0
201904261500,24.0,27.0,58.0,24.0
201904261800,81.0,63.0,73.0,27.0
201904262100,43.0,32.0,46.0,36.0
201904270000,38.0,26.0,27.0,27.0
201904270300,46.0,24.0,27.0,32.0
201904270600,20.0,21.0,69.0,58.0
201904270900,15.0,10.0,18.0,49.0
201904271200,1.0,17.0,42.0,69.0
201904271500,23.0,7.0,38.0,72.0
201904271800,31.0,77.0,67.0,59.0
201904272100,34.0,11.0,80.0,35.0
201904280000,15.0,16.0,65.0,41.0
201904280300,13.0,32.0,109.0,47.0
201904280600,13.0,49.0,381.0,27.0
201904280900,20.0,25.0,294.0,14.0
201904281200,16.0,42.0,408.0,19.0
201904281500,12.0,34.0,107.0,8.0
201904281800,28.0,31.0,39.0,18.0
201904282100,83.0,42.0,20.0,23.0
201904290000,6.0,55.0,15.0,35.0
201904290300,15.0,73.0,27.0,32.0
201904290600,17.0,40.0,77.0,47.0
201904290900,52.0,93.0,102.0,20.0
201904291200,23.0,61.0,40.0,16.0
201904291500,22.0,45.0,98.0,6.0
201904291800,28.0,40.0,161.0,30.0
201904292100,88.0,54.0,53.0,28.0
201904300000,18.0,38.0,111.0,28.0
201904300300,11.0,49.0,81.0,23.0
201904300600,81.0,70.0,108.0,64.0
201904300900,64.0,42.0,63.0,49.0
201904301200,29.0,44.0,37.0,76.0
201904301500,45.0,34.0,47.0,117.0
201904301800,31.0,40.0,30.0,57.0
201904302100,100.0,49.0,23.0,85.0
201905010000,48.0,30.0,17.0,89.0
201905010300,21.0,74.0,24.0,60.0
201905010600,54.0,33.0,61.0,41.0
201905010900,60.0,20.0,36.0,32.0
201905011200,68.0,33.0,29.0,169.0
201905011500,27.0,48.0,39.0,227.0
201905011800,46.0,55.0,43.0,97.0
201905012100,107.0,43.0,60.0,122.0
201905020000,101.0,92.0,38.0,68.0
201905020300,123.0,36.0,56.0,69.0
201905020600,96.0,76.0,176.0,59.0
201905020900,107.0,133.0,103.0,60.0
201905021200,91.0,169.0,108.0,87.0
201905021500,83.0,105.0,96.0,76.0
201905021800,104.0,119.0,162.0,57.0
201905022100,90.0,62.0,262.0,67.0
201905030000,91.0,97.0,63.0,123.0
201905030300,95.0,97.0,168.0,46.0
201905030600,126.0,121.0,130.0,53.0
201905030900,75.0,75.0,232.0,51.0
201905031200,107.0,46.0,138.0,53.0
201905031500,94.0,24.0,87.0,40.0
201905031800,111.0,41.0,87.0,36.0
201905032100,176.0,27.0,64.0,55.0
201905040000,179.0,75.0,36.0,63.0
201905040300,158.0,77.0,30.0,57.0
201905040600,189.0,89.0,53.0,53.0
201905040900,139.0,37.0,42.0,68.0
201905041200,137.0,37.0,32.0,70.0
201905041500,102.0,30.0,55.0,72.0
201905041800,13.0,43.0,196.0,85.0
201905042100,11.0,52.0,363.0,62.0
201905050000,22.0,106.0,254.0,37.0
201905050300,33.0,55.0,115.0,36.0
201905050600,38.0,40.0,236.0,252.0
201905050900,46.0,28.0,120.0,224.0
201905051200,27.0,31.0,234.0,180.0
201905051500,46.0,23.0,93.0,102.0
201905051800,34.0,39.0,411.0,87.0
201905052100,19.0,17.0,97.0,114.0
201905060000,19.0,28.0,41.0,72.0
201905060300,16.0,41.0,19.0,81.0
201905060600,81.0,70.0,45.0,62.0
201905060900,61.0,65.0,62.0,48.0
201905061200,76.0,35.0,23.0,38.0
201905061500,56.0,44.0,77.0,28.0
201905061800,87.0,35.0,152.0,28.0
201905062100,113.0,15.0,50.0,24.0
201905070000,44.0,28.0,91.0,20.0
201905070300,45.0,17.0,65.0,28.0
201905070600,81.0,31.0,109.0,46.0
201905070900,116.0,34.0,72.0,56.0
201905071200,68.0,51.0,71.0,77.0
201905071500,63.0,30.0,137.0,69.0
201905071800,53.0,41.0,65.0,67.0
201905072100,98.0,19.0,25.0,56.0
201905080000,73.0,22.0,22.0,42.0
201905080300,120.0,12.0,17.0,38.0
201905080600,86.0,14.0,23.0,43.0
201905080900,106.0,19.0,20.0,71.0
201905081200,14.0,24.0,18.0,45.0
201905081500,90.0,33.0,54.0,98.0
201905081800,56.0,42.0,147.0,42.0
201905082100,27.0,26.0,95.0,62.0
201905090000,31.0,42.0,32.0,73.0
201905090300,37.0,35.0,23.0,64.0
201905090600,57.0,25.0,163.0,78.0
201905090900,54.0,36.0,106.0,66.0
201905091200,29.0,28.0,29.0,74.0
201905091500,27.0,25.0,37.0,80.0
201905091800,41.0,40.0,162.0,92.0
201905092100,118.0,27.0,169.0,128.0
201905100000,54.0,61.0,103.0,131.0
201905100300,51.0,46.0,38.0,96.0
201905100600,41.0,72.0,112.0,110.0
201905100900,50.0,34.0,72.0,53.0
201905101200,61.0,37.0,128.0,62.0
201905101500,76.0,25.0,43.0,66.0
201905101800,79.0,35.0,55.0,44.0
201905102100,82.0,11.0,50.0,41.0
201905110000,240.0,33.0,106.0,49.0
201905110300,243.0,28.0,67.0,49.0
201905110600,202.0,48.0,95.0,70.0
201905110900,149.0,41.0,37.0,35.0
201905111200,139.0,67.0,39.0,23.0
201905111500,134.0,60.0,81.0,19.0
201905111800,111.0,88.0,53.0,29.0
201905112100,161.0,56.0,47.0,31.0
201905120000,65.0,66.0,21.0,30.0
201905120300,62.0,28.0,13.0,20.0
201905120600,56.0,47.0,59.0,36.0
201905120900,65.0,28.0,39.0,12.0
201905121200,69.0,41.0,16.0,24.0
201905121500,68.0,28.0,32.0,41.0
201905121800,70.0,45.0,71.0,41.0
201905122100,103.0,3.0,44.0,35.0
201905130000,63.0,14.0,67.0,71.0
201905130300,57.0,14.0,38.0,36.0
201905130600,58.0,21.0,90.0,29.0
201905130900,77.0,20.0,65.0,34.0
201905131200,93.0,29.0,49.0,56.0
201905131500,94.0,18.0,65.0,28.0
201905131800,96.0,36.0,73.0,35.0
201905132100,69.0,10.0,78.0,40.0
201905140000,45.0,21.0,39.0,42.0
201905140300,21.0,18.0,15.0,45.0
201905140600,47.0,21.0,39.0,33.0
201905140900,52.0,33.0,136.0,42.0
201905141200,63.0,40.0,127.0,31.0
201905141500,41.5,27.0,64.0,43.0
201905141800,20.0,37.0,25.0,42.0
201905142100,81.0,19.0,34.0,72.0
201905150000,20.0,31.0,11.0,52.0
201905150300,13.0,20.0,22.0,27.0
201905150600,46.0,32.0,80.0,35.0
201905150900,109.0,26.0,60.0,41.0
201905151200,112.0,47.0,38.0,43.0
201905151500,78.0,19.0,59.0,16.0
201905151800,91.0,38.0,51.0,42.0
201905152100,125.0,19.0,103.0,19.0
201905160000,93.0,21.0,38.0,30.0
201905160300,83.0,21.0,46.0,21.0
201905160600,69.0,31.0,107.0,39.0
201905160900,73.0,28.0,55.0,4.0
201905161200,74.0,38.0,95.0,23.0
201905161500,60.0,22.0,84.0,5.0
201905161800,68.0,62.0,132.0,32.0
201905162100,65.0,30.0,47.0,34.0
201905170000,76.0,83.0,48.0,33.0
201905170300,73.0,27.0,45.0,33.0
201905170600,65.0,55.0,64.0,38.0
201905170900,73.0,32.0,87.0,14.0
201905171200,70.0,40.0,123.0,26.0
201905171500,59.0,40.0,108.0,24.0
201905171800,29.0,62.0,171.0,40.0
201905172100,35.0,47.0,124.0,26.0
201905180000,39.0,22.0,112.0,19.0
201905180300,38.0,14.0,76.0,9.0
201905180600,134.0,18.0,112.0,33.0
201905180900,54.0,36.0,89.0,10.0
201905181200,25.0,45.0,278.0,10.0
201905181500,30.0,18.0,408.0,13.0
201905181800,19.0,38.0,967.0,26.0
201905182100,20.0,24.0,367.0,21.0
201905190000,6.0,34.0,39.0,29.0
201905190300,51.0,22.0,70.0,24.0
201905190600,69.0,40.0,64.0,20.0
201905190900,69.0,34.0,65.0,11.0
201905191200,71.0,65.0,91.0,19.0
201905191500,33.0,28.0,72.0,6.0
201905191800,54.0,50.0,63.0,39.0
201905192100,44.0,17.0,39.0,32.0
201905200000,73.0,57.0,22.0,54.0
201905200300,70.0,8.0,31.0,39.0
201905200600,76.0,20.0,74.0,13.0
201905200900,94.0,21.0,41.0,18.0
201905201200,94.0,35.0,20.0,28.0
201905201500,52.0,12.0,53.0,50.0
201905201800,72.0,21.0,161.0,49.0
201905202100,56.0,13.0,180.0,31.0
201905210000,80.0,16.0,55.0,13.0
201905210300,80.0,13.0,36.0,14.0
201905210600,96.0,13.0,55.0,17.0
201905210900,98.0,16.0,59.0,21.0
201905211200,126.0,14.0,40.0,22.0
201905211500,101.0,9.0,69.0,7.0
201905211800,107.0,9.0,116.0,27.0
201905212100,113.0,16.0,170.0,51.0
201905220000,211.0,19.0,83.0,33.0
201905220300,156.0,16.0,107.0,32.0
201905220600,151.0,40.0,148.0,32.0
201905220900,51.0,14.0,280.0,38.0
201905221200,84.0,26.0,130.0,47.0
201905221500,52.0,15.0,167.0,31.0
201905221800,28.0,38.0,139.0,43.0
201905222100,82.0,18.0,148.0,68.0
201905230000,153.0,51.0,106.0,46.0
201905230300,148.0,18.0,152.0,57.0
201905230600,172.0,40.0,155.0,92.0
201905230900,97.0,25.0,128.0,31.0
201905231200,102.0,40.0,109.0,27.0
201905231500,59.0,20.0,119.0,36.0
201905231800,97.0,48.0,102.0,62.0
201905232100,73.0,57.0,104.0,74.0
201905240000,57.0,39.0,96.0,81.0
201905240300,43.0,39.0,124.0,71.0
201905240600,38.0,41.0,146.0,72.0
201905241200,48.0,46.0,158.0,38.0
201905241500,42.0,70.0,59.0,47.0
201905241800,24.0,46.0,73.0,94.0
201905242100,38.0,77.0,50.0,79.0
201905250000,54.0,29.0,45.0,41.0
201905250300,14.0,24.0,37.0,36.0
201905250600,40.0,14.0,42.0,60.0
201905250900,49.0,28.0,49.0,35.0
201905251200,116.0,28.0,73.0,32.0
201905251500,49.0,45.0,130.0,28.0
201905251800,53.0,28.0,64.0,53.0
201905252100,62.0,52.0,40.0,43.0
201905260000,20.0,1.0,41.0,58.0
201905260300,12.0,25.0,18.0,34.0
201905260600,12.0,18.0,14.0,66.0
201905260900,44.0,26.0,69.0,30.0
201905261200,93.0,40.0,58.0,45.0
201905261500,131.0,43.0,14.0,32.0
201905261800,158.0,25.0,73.0,36.0
201905262100,78.0,37.0,30.0,9.0
201905270000,94.0,18.0,18.0,12.0
201905270300,60.0,37.0,18.0,8.0
201905270600,73.0,16.0,26.0,13.0
201905270900,78.0,40.0,41.0,12.0
201905271200,84.0,26.0,30.0,14.0
201905271500,75.0,40.0,58.0,7.0
201905271800,28.0,20.0,49.0,23.0
201905272100,64.0,30.0,116.0,19.0
201905280000,45.0,13.0,67.0,18.0
201905280300,26.0,32.0,41.0,6.0
201905280600,7.0,36.0,12.0,6.0
201905280900,95.0,35.0,14.0,6.0
201905281200,88.0,35.0,72.0,20.0
201905281500,59.0,43.0,224.0,38.0
201905281800,42.0,21.0,25.0,48.0
201905282100,56.0,24.0,24.0,33.0
201905290000,83.0,27.0,38.0,62.0
201905290300,25.0,30.0,48.0,64.0
201905290600,12.0,33.0,20.0,38.0
201905290900,47.0,36.0,270.0,19.0
201905291200,62.0,39.0,75.0,23.0
201905291500,84.0,42.0,41.0,17.0
201905291800,88.0,45.0,25.0,23.0
201905292100,109.0,48.0,52.0,52.0
201905300000,168.0,51.0,82.0,66.0
201905300300,43.0,54.0,101.0,12.0
201905300600,59.0,57.0,67.0,36.0
201905300900,75.0,59.0,40.0,16.0
201905301200,57.0,30.0,51.0,20.0
201905301500,62.0,30.0,74.0,29.0
201905301800,48.0,33.0,64.0,42.0
201905302100,61.0,32.0,126.0,67.0
201905310000,116.0,19.0,42.0,75.0
201905310300,61.5,24.0,15.0,14.0
201905310600,7.0,16.0,38.0,23.0
201905310900,39.0,29.0,24.0,17.0
201905311200,43.0,40.0,68.0,52.0
