TM,PM10_yanan,PM10_tongliao,PM10_qingdao,PM10_chifeng,PM10_dalian
201903182100,34.0,46.0,32.0,50.0,58.0
201903190000,35.0,23.0,33.0,22.0,79.0
201903190300,34.0,13.0,37.0,59.0,83.0
201903190600,18.0,65.0,43.0,46.0,100.0
201903190900,16.0,23.0,37.0,7.0,72.0
201903191200,97.0,15.0,44.0,17.0,90.0
201903191500,35.0,11.0,50.0,30.0,87.0
201903191800,46.0,25.0,52.0,121.0,97.0
201903192100,29.0,25.0,18.0,107.0,83.0
201903200000,48.0,15.0,56.0,48.0,60.0
201903200300,60.0,23.0,33.0,47.0,82.0
201903200600,79.0,37.0,117.0,81.0,51.0
201903200900,66.0,18.0,35.0,25.0,38.0
201903201200,142.0,20.0,28.0,12.0,-7.0
201903201500,127.0,25.0,26.0,34.0,32.0
201903201800,64.0,32.0,29.0,122.0,39.0
201903202100,57.0,27.0,30.0,36.0,48.0
201903210000,65.0,13.0,45.0,54.0,51.0
201903210300,113.0,27.0,55.0,23.0,43.0
201903210600,70.0,34.0,117.0,83.0,24.0
201903210900,90.0,21.0,53.0,30.0,44.0
201903211200,96.0,29.0,105.0,30.0,45.0
201903211500,143.0,24.0,108.0,34.0,25.0
201903211800,95.0,35.0,83.0,129.0,27.0
201903212100,66.0,24.0,91.0,71.0,25.0
201903220000,69.0,33.0,69.0,41.0,34.0
201903220300,129.0,35.0,53.0,25.0,24.0
201903220600,61.0,53.0,40.0,95.0,28.0
201903220900,59.0,56.0,20.0,12.0,20.0
201903221200,59.0,70.0,19.0,28.0,31.0
201903221500,58.0,43.0,26.0,39.0,21.0
201903221800,58.0,58.0,18.0,87.0,59.0
201903222100,59.0,51.0,38.0,64.0,45.0
201903230000,69.0,107.0,43.0,80.0,77.0
201903230300,95.0,132.0,38.0,52.0,47.0
201903230600,77.0,53.0,37.0,113.0,29.0
201903230900,81.0,33.0,24.0,23.0,13.0
201903231200,88.0,31.0,36.0,45.0,13.0
201903231500,73.0,39.0,42.0,53.0,14.0
201903231800,71.0,75.0,42.0,116.0,24.0
201903232100,72.0,45.0,38.0,129.0,28.0
201903240000,71.0,51.0,83.0,90.0,18.0
201903240300,134.0,30.0,70.0,54.0,14.0
201903240600,38.0,78.0,91.0,150.0,19.0
201903240900,135.0,35.0,38.0,111.0,33.0
201903241200,121.0,35.0,39.0,53.0,43.0
201903241500,58.0,47.0,25.0,63.0,51.0
201903241800,74.0,72.0,34.0,132.0,57.0
201903242100,37.0,44.0,14.0,38.0,108.0
201903250000,51.0,33.0,22.0,34.0,88.0
201903250300,107.0,56.0,28.0,80.0,126.0
201903250600,45.0,38.0,12.0,250.0,158.0
201903250900,30.0,73.0,4.0,47.0,132.0
201903251200,30.0,31.0,16.0,23.0,141.0
201903251500,24.0,27.0,26.0,44.0,136.0
201903251800,52.0,63.0,32.0,184.0,147.0
201903252100,40.0,30.0,18.0,77.0,219.0
201903260000,48.0,20.0,11.0,107.0,231.0
201903260300,113.0,17.0,6.0,38.0,173.0
201903260600,33.0,87.0,9.0,74.0,159.0
201903260900,52.0,175.0,18.0,137.0,146.0
201903261200,82.0,47.0,17.0,27.0,84.0
201903261500,62.0,47.0,14.0,55.0,79.0
201903261800,29.0,110.0,13.0,196.0,272.0
201903262100,32.0,55.0,11.0,120.0,123.0
201903270000,53.0,72.0,47.0,90.0,121.0
201903270300,87.0,84.0,14.0,125.0,124.0
201903270600,35.0,102.0,19.0,130.0,104.0
201903270900,58.0,55.0,20.0,112.0,91.0
201903271200,66.0,100.0,36.0,59.0,85.0
201903271500,68.0,153.0,31.0,61.0,93.0
201903271800,34.0,195.0,41.0,134.0,113.0
201903272100,56.0,271.0,49.0,103.0,149.0
201903280000,67.0,43.0,112.0,70.0,46.0
201903280300,131.0,46.0,10.0,123.0,34.0
201903280600,97.0,91.0,23.0,231.0,31.0
201903280900,69.0,119.0,27.0,116.0,43.0
201903281200,85.0,62.0,45.0,47.0,24.0
201903281500,103.0,41.0,25.0,73.0,24.0
201903281800,80.0,37.0,27.0,116.0,35.0
201903282100,95.0,17.0,30.0,71.0,39.0
201903290000,137.0,17.0,32.0,42.0,31.0
201903290300,54.0,25.0,31.0,48.0,27.0
201903290600,67.0,126.0,24.0,90.0,24.0
201903290900,69.0,79.0,32.0,43.0,38.0
201903291200,70.0,33.0,41.0,66.0,36.0
201903291500,81.0,78.0,33.0,64.0,45.0
201903291800,60.0,100.0,40.0,104.0,53.0
201903292100,88.0,25.0,52.0,79.0,45.0
201903300000,33.0,24.0,45.0,56.0,59.0
201903300300,59.0,25.0,24.0,34.0,53.0
201903300600,44.0,122.0,26.0,46.0,72.0
201903300900,41.0,121.0,34.0,41.0,50.0
201903301200,0.0,38.0,42.0,50.0,23.0
201903301500,34.0,35.0,20.0,88.0,44.0
201903301800,0.0,74.0,13.0,113.0,46.0
201903302100,66.0,36.0,14.0,88.0,30.0
201903310000,101.0,27.0,6.0,87.0,25.0
201903310300,62.0,22.0,6.0,66.0,27.0
201903310600,57.0,161.0,13.0,120.0,21.0
201903310900,87.0,82.0,19.0,74.0,15.0
201903311200,87.0,23.0,13.0,71.0,17.0
201903311500,79.0,32.0,23.0,74.0,21.0
201903311800,83.0,70.0,24.0,116.0,19.0
201903312100,83.0,90.0,21.0,48.0,33.0
201904010000,108.0,53.0,19.0,61.0,55.0
201904010300,118.0,62.0,20.0,77.0,40.0
201904010600,44.0,65.0,39.0,91.0,40.0
201904010900,49.0,96.0,19.0,60.0,48.0
201904011200,55.0,68.0,21.0,74.0,14.0
201904011500,41.0,112.0,24.0,61.0,14.0
201904011800,46.0,92.0,23.0,87.0,22.0
201904012100,60.0,387.0,19.0,61.0,33.0
201904020000,38.0,456.0,35.0,69.0,42.0
201904020300,39.0,214.0,36.0,66.0,20.0
201904020600,130.0,469.0,69.0,54.0,12.0
201904020900,96.0,170.0,83.0,63.0,37.0
201904021200,58.0,103.0,115.0,57.0,16.0
201904021500,42.0,85.0,123.0,126.0,22.0
201904021800,55.0,53.0,124.0,142.0,27.0
201904022100,81.0,29.0,73.0,134.0,44.0
201904030000,40.0,28.0,74.0,69.0,39.0
201904030300,42.0,23.0,72.0,77.0,46.0
201904030600,93.0,52.0,61.0,65.0,34.0
201904030900,86.0,39.0,68.0,28.0,34.0
201904031200,75.0,24.0,47.0,20.0,23.0
201904031500,59.0,42.0,50.0,29.0,26.0
201904031800,53.0,58.0,55.0,11.0,38.0
201904032100,65.0,123.0,57.0,11.0,56.0
201904040000,64.0,221.0,64.0,8.0,58.0
201904040300,84.0,110.0,62.0,6.0,61.0
201904040600,42.0,45.0,63.0,12.0,55.0
201904040900,0.0,26.0,44.0,8.0,74.0
201904041200,0.0,31.0,87.0,5.0,97.0
201904041500,21.0,33.0,84.0,14.0,117.0
201904041800,30.0,62.0,70.0,38.0,121.0
201904042100,17.0,27.0,80.0,21.0,124.0
201904050000,17.0,22.0,88.0,11.0,138.0
201904050300,2.0,33.0,99.0,14.0,184.0
201904050600,32.0,50.0,86.0,30.0,221.0
201904050900,69.0,44.0,93.0,4.0,158.0
201904051200,44.0,23.0,63.0,6.0,49.0
201904051500,4.0,21.0,70.0,12.0,53.0
201904051800,44.0,27.0,69.0,83.0,54.0
201904052100,0.0,20.0,48.0,126.0,82.0
201904060000,2.0,8.0,40.0,50.0,47.0
201904060300,29.0,11.0,41.0,26.0,74.0
201904060600,36.0,92.0,47.0,93.0,71.0
201904060900,74.0,184.0,40.0,41.0,64.0
201904061200,38.0,170.0,36.0,14.0,63.0
201904061500,16.0,122.0,54.0,36.0,53.0
201904061800,46.0,175.0,64.0,139.0,47.0
201904062100,78.0,93.0,49.0,100.0,57.0
201904070000,37.0,38.0,64.0,51.0,59.0
201904070300,59.0,38.0,48.0,45.0,58.0
201904070600,78.0,127.0,61.0,54.0,60.0
201904070900,86.0,76.0,35.0,25.0,47.0
201904071200,71.0,88.0,78.0,122.0,18.0
201904071500,82.0,53.0,64.0,95.0,14.0
201904071800,82.0,217.0,31.0,80.0,22.0
201904072100,147.0,51.0,37.0,23.0,36.0
201904080000,55.0,37.0,41.0,28.0,45.0
201904080300,70.0,28.0,44.0,28.0,60.0
201904080600,107.0,79.0,52.0,41.0,41.0
201904080900,126.0,119.0,44.0,34.0,47.0
201904081200,66.0,106.0,37.0,52.0,13.0
201904081500,61.0,44.0,45.0,28.0,17.0
201904081800,60.0,58.0,64.0,33.0,18.0
201904082100,75.0,37.0,88.0,25.0,27.0
201904090000,81.0,12.0,87.0,35.0,41.0
201904090300,65.0,27.0,64.0,30.0,34.0
201904090600,98.0,82.0,85.0,53.0,27.0
201904090900,76.0,188.0,63.0,29.0,33.0
201904091200,99.0,100.0,49.0,29.0,26.0
201904091500,33.0,32.0,44.0,91.0,25.0
201904091800,77.0,103.0,79.0,46.0,20.0
201904092100,175.0,33.0,62.0,32.0,17.0
201904100000,116.0,34.0,66.0,45.0,20.0
201904100300,28.0,72.0,49.0,79.0,28.0
201904100600,51.0,426.0,73.0,116.0,28.0
201904100900,65.0,239.0,52.0,65.0,27.0
201904101200,72.0,87.0,62.0,17.0,26.0
201904101500,81.0,83.0,32.0,43.0,20.0
201904101800,80.0,82.0,22.0,50.0,26.0
201904102100,155.0,110.0,18.0,37.0,37.0
201904110000,88.0,30.0,26.0,17.0,33.0
201904110300,26.0,32.0,27.0,14.0,49.0
201904110600,66.0,98.0,73.0,24.0,35.0
201904110900,63.0,123.0,70.0,26.0,40.0
201904111200,61.0,80.0,118.0,67.0,44.0
201904111500,50.0,85.0,138.0,59.0,41.0
201904111800,33.0,69.0,94.0,52.0,42.0
201904112100,44.0,47.0,44.0,40.0,32.0
201904120000,0.0,24.0,51.0,29.0,41.0
201904120300,21.0,17.0,31.0,18.0,41.0
201904120600,82.0,56.0,47.0,30.0,58.0
201904120900,15.0,26.0,46.0,37.0,90.0
201904121200,43.0,47.0,51.0,41.0,86.0
201904121500,5.0,69.0,40.0,42.0,80.0
201904121800,33.0,102.0,42.0,55.0,116.0
201904122100,67.0,46.0,24.0,31.0,128.0
201904130000,60.0,46.0,41.0,48.0,116.0
201904130300,69.0,74.0,15.0,30.0,120.0
201904130600,83.0,77.0,25.0,48.0,114.0
201904130900,95.0,109.0,24.0,22.0,92.0
201904131200,131.0,61.0,35.0,32.0,89.0
201904131500,187.0,100.0,36.0,33.0,96.0
201904131800,134.0,121.0,41.0,68.0,106.0
201904132100,0.0,162.0,31.0,95.0,120.0
201904140000,118.0,216.0,44.0,29.0,82.0
201904140300,112.0,342.0,35.0,44.0,48.0
201904140600,132.0,249.0,48.0,51.0,45.0
201904140900,76.0,207.0,41.0,30.0,38.0
201904141200,68.0,177.0,47.0,16.0,93.0
201904141500,24.0,105.0,29.0,33.0,37.0
201904141800,44.0,147.0,42.0,227.0,52.0
201904142100,33.0,571.0,55.0,235.0,53.0
201904150000,20.0,2980.0,89.0,101.0,48.0
201904150300,35.0,1188.0,89.0,72.0,36.0
201904150600,41.0,1443.0,108.0,204.0,33.0
201904150900,38.0,274.0,112.0,47.0,39.0
201904151200,40.0,42.0,79.0,22.0,59.0
201904151500,36.0,47.0,57.0,38.0,71.0
201904151800,33.0,31.0,57.0,152.0,85.0
201904152100,34.0,25.0,47.0,99.0,112.0
201904160000,39.0,42.0,73.0,32.0,62.0
201904160300,36.0,22.0,51.0,105.0,97.0
201904160600,20.0,55.0,40.0,172.0,103.0
201904160900,26.0,53.0,29.0,50.0,88.0
201904161200,32.0,40.0,47.0,57.0,37.0
201904161500,61.0,54.0,27.0,52.0,41.0
201904161800,74.0,44.0,42.0,277.0,36.0
201904162100,156.0,27.0,21.0,169.0,42.0
201904170000,159.0,28.0,31.0,103.0,60.0
201904170300,148.0,29.0,22.0,76.0,59.0
201904170600,111.0,48.0,30.0,158.0,62.0
201904170900,94.0,23.0,25.0,56.0,44.0
201904171200,123.0,49.0,43.0,97.0,52.0
201904171500,107.0,76.0,28.0,86.0,45.0
201904171800,112.0,50.0,31.0,183.0,58.0
201904172100,151.0,57.0,25.0,93.0,44.0
201904180000,124.0,776.0,44.0,147.0,47.0
201904180300,95.0,165.0,37.0,85.0,54.0
201904180600,111.0,64.0,37.0,230.0,86.0
201904180900,83.0,36.0,29.0,152.0,147.0
201904181200,80.0,35.0,44.0,71.0,81.0
201904181500,79.0,76.0,41.0,81.0,61.0
201904181800,66.0,102.0,40.0,151.0,42.0
201904182100,128.0,40.0,17.0,163.0,49.0
201904190000,14.0,27.0,22.0,138.0,36.0
201904190300,37.0,44.0,6.0,139.0,45.0
201904190600,110.0,66.0,6.0,118.0,34.0
201904190900,107.0,61.0,7.0,86.0,25.0
201904191200,67.0,70.0,28.0,86.0,25.0
201904191500,63.0,134.0,31.0,85.0,15.0
201904191800,73.0,152.0,13.0,85.0,18.0
201904192100,129.0,230.0,43.0,106.0,27.0
201904200000,56.0,239.0,50.0,102.0,0.0
201904200300,47.0,348.0,47.0,196.0,0.0
201904200600,99.0,485.0,14.0,204.0,0.0
201904200900,99.0,244.0,15.0,173.0,0.0
201904201200,72.0,117.0,55.0,61.0,0.0
201904201500,59.0,113.0,89.0,71.0,0.0
201904201800,71.0,172.0,89.0,103.0,0.0
201904202100,123.0,276.0,41.0,37.0,0.0
201904210000,26.0,137.0,40.0,45.0,0.0
201904210300,19.0,63.0,59.0,52.0,0.0
201904210600,35.0,54.0,49.0,84.0,0.0
201904210900,63.0,52.0,42.0,69.0,0.0
201904211200,74.0,78.0,49.0,107.0,0.0
201904211500,63.0,99.0,46.0,53.0,0.0
201904211800,53.0,177.0,74.0,172.0,0.0
201904212100,75.0,32.0,49.0,141.0,0.0
201904220000,44.0,48.0,47.0,116.0,0.0
201904220300,149.0,51.0,59.0,110.0,0.0
201904220600,181.0,70.0,64.0,252.0,0.0
201904220900,33.0,84.0,53.0,148.0,0.0
201904221200,123.0,87.0,47.0,82.0,0.0
201904221500,35.0,42.0,48.0,124.0,0.0
201904221800,29.0,55.0,43.0,253.0,0.0
201904222100,22.0,22.0,32.0,231.0,0.0
201904230000,9.0,28.0,41.0,110.0,36.0
201904230300,8.0,42.0,66.0,121.0,31.0
201904230600,4.0,74.0,98.0,175.0,50.0
201904230900,44.0,53.0,67.0,221.0,20.0
201904231200,37.0,30.0,62.0,203.0,32.0
201904231500,23.0,23.0,53.0,189.0,1.0
201904231800,36.0,32.0,48.0,217.0,38.0
201904232100,61.0,25.0,57.0,248.0,37.0
201904240000,35.0,19.0,54.0,131.0,45.0
201904240300,47.0,22.0,99.0,131.0,51.0
201904240600,70.0,87.0,90.0,164.0,65.0
201904240900,86.0,54.0,69.0,220.0,42.0
201904241200,41.0,32.0,63.0,133.0,68.0
201904241500,39.0,23.0,108.0,17.0,47.0
201904241800,51.0,36.0,102.0,12.0,247.0
201904242100,109.0,37.0,50.0,16.0,95.0
201904250000,48.0,21.0,67.0,15.0,33.0
201904250300,52.0,34.0,68.0,14.0,45.0
201904250600,44.0,67.0,86.0,21.0,53.0
201904250900,110.0,91.0,68.0,15.0,50.0
201904251200,52.0,107.0,88.0,20.0,40.0
201904251500,29.0,46.0,49.0,32.0,17.0
201904251800,48.0,72.0,55.0,33.0,19.0
201904252100,86.0,114.0,31.0,28.0,33.0
201904260000,48.0,123.0,44.0,19.0,37.0
201904260300,41.0,197.0,56.0,21.0,32.0
201904260600,57.0,418.0,66.0,72.0,25.0
201904260900,29.0,125.0,51.0,129.0,25.0
201904261200,30.0,75.0,77.0,21.0,22.0
201904261500,24.0,34.0,27.0,58.0,24.0
201904261800,81.0,57.0,63.0,73.0,27.0
201904262100,43.0,83.0,32.0,46.0,36.0
201904270000,38.0,98.0,26.0,27.0,27.0
201904270300,46.0,95.0,24.0,27.0,32.0
201904270600,20.0,94.0,21.0,69.0,58.0
201904270900,15.0,74.0,10.0,18.0,49.0
201904271200,1.0,67.0,17.0,42.0,69.0
201904271500,23.0,63.0,7.0,38.0,72.0
201904271800,31.0,87.0,77.0,67.0,59.0
201904272100,34.0,102.0,11.0,80.0,35.0
201904280000,15.0,213.0,16.0,65.0,41.0
201904280300,13.0,250.0,32.0,109.0,47.0
201904280600,13.0,78.0,49.0,381.0,27.0
201904280900,20.0,651.0,25.0,294.0,14.0
201904281200,0.0,294.0,42.0,408.0,19.0
201904281500,12.0,274.0,34.0,107.0,8.0
201904281800,28.0,90.0,31.0,39.0,18.0
201904282100,83.0,72.0,42.0,20.0,23.0
201904290000,6.0,18.0,55.0,15.0,35.0
201904290300,15.0,22.0,73.0,27.0,32.0
201904290600,17.0,51.0,40.0,77.0,47.0
201904290900,52.0,30.0,93.0,102.0,20.0
201904291200,23.0,30.0,61.0,40.0,16.0
201904291500,22.0,33.0,45.0,98.0,6.0
201904291800,28.0,40.0,40.0,161.0,30.0
201904292100,88.0,46.0,54.0,53.0,28.0
201904300000,18.0,33.0,38.0,111.0,28.0
201904300300,11.0,41.0,49.0,81.0,23.0
201904300600,81.0,72.0,70.0,108.0,64.0
201904300900,64.0,37.0,42.0,63.0,49.0
201904301200,29.0,40.0,44.0,37.0,76.0
201904301500,45.0,41.0,34.0,47.0,117.0
201904301800,31.0,49.0,40.0,30.0,57.0
201904302100,100.0,65.0,49.0,23.0,85.0
201905010000,48.0,54.0,30.0,17.0,89.0
201905010300,21.0,85.0,74.0,24.0,60.0
201905010600,54.0,78.0,33.0,61.0,41.0
201905010900,60.0,89.0,20.0,36.0,32.0
201905011200,68.0,94.0,33.0,29.0,169.0
201905011500,27.0,44.0,48.0,39.0,227.0
201905011800,46.0,71.0,55.0,43.0,97.0
201905012100,107.0,64.0,43.0,60.0,122.0
201905020000,101.0,83.0,92.0,38.0,68.0
201905020300,123.0,97.0,36.0,56.0,69.0
201905020600,96.0,569.0,76.0,176.0,59.0
201905020900,107.0,155.0,133.0,103.0,60.0
201905021200,91.0,34.0,169.0,108.0,87.0
201905021500,83.0,16.0,105.0,96.0,76.0
201905021800,104.0,31.0,119.0,162.0,57.0
201905022100,90.0,15.0,62.0,262.0,67.0
201905030000,91.0,38.0,97.0,63.0,123.0
201905030300,95.0,46.0,97.0,168.0,46.0
201905030600,126.0,64.0,121.0,130.0,53.0
201905030900,75.0,58.0,75.0,232.0,51.0
201905031200,107.0,76.0,46.0,138.0,53.0
201905031500,94.0,52.0,24.0,87.0,40.0
201905031800,111.0,34.0,41.0,87.0,36.0
201905032100,176.0,37.0,27.0,64.0,55.0
201905040000,179.0,36.0,75.0,36.0,63.0
201905040300,158.0,29.0,77.0,30.0,57.0
201905040600,189.0,69.0,89.0,53.0,53.0
201905040900,139.0,43.0,37.0,42.0,68.0
201905041200,137.0,30.0,37.0,32.0,70.0
201905041500,102.0,24.0,30.0,55.0,72.0
201905041800,13.0,35.0,43.0,196.0,85.0
201905042100,11.0,41.0,52.0,363.0,62.0
201905050000,-4.0,22.0,106.0,254.0,37.0
201905050300,33.0,46.0,55.0,115.0,36.0
201905050600,38.0,37.0,40.0,236.0,252.0
201905050900,46.0,44.0,28.0,120.0,224.0
201905051200,27.0,38.0,31.0,234.0,180.0
201905051500,46.0,37.0,23.0,93.0,102.0
201905051800,34.0,53.0,39.0,411.0,87.0
201905052100,19.0,96.0,17.0,97.0,114.0
201905060000,19.0,86.0,28.0,41.0,72.0
201905060300,16.0,116.0,41.0,19.0,81.0
201905060600,81.0,52.0,70.0,45.0,62.0
201905060900,61.0,51.0,65.0,62.0,48.0
201905061200,76.0,43.0,35.0,23.0,38.0
201905061500,56.0,30.0,44.0,77.0,28.0
201905061800,87.0,42.0,35.0,152.0,28.0
201905062100,113.0,37.0,15.0,50.0,24.0
201905070000,44.0,65.0,28.0,91.0,20.0
201905070300,45.0,79.0,17.0,65.0,28.0
201905070600,81.0,72.0,31.0,109.0,46.0
201905070900,116.0,100.0,34.0,72.0,56.0
201905071200,68.0,91.0,51.0,71.0,77.0
201905071500,63.0,85.0,30.0,137.0,69.0
201905071800,53.0,86.0,41.0,65.0,67.0
201905072100,98.0,76.0,19.0,25.0,56.0
201905080000,73.0,34.0,22.0,22.0,42.0
201905080300,120.0,253.0,12.0,17.0,38.0
201905080600,86.0,78.0,14.0,23.0,43.0
201905080900,106.0,208.0,19.0,20.0,71.0
201905081200,14.0,88.0,24.0,18.0,45.0
201905081500,90.0,121.0,33.0,54.0,98.0
201905081800,56.0,106.0,42.0,147.0,42.0
201905082100,27.0,116.0,26.0,95.0,62.0
201905090000,31.0,99.0,42.0,32.0,73.0
201905090300,37.0,75.0,35.0,23.0,64.0
201905090600,57.0,89.0,25.0,163.0,78.0
201905090900,54.0,102.0,36.0,106.0,66.0
201905091200,29.0,113.0,28.0,29.0,74.0
201905091500,27.0,71.0,25.0,37.0,80.0
201905091800,41.0,76.0,40.0,162.0,92.0
201905092100,118.0,76.0,27.0,169.0,128.0
201905100000,54.0,136.0,61.0,103.0,131.0
201905100300,51.0,215.0,46.0,38.0,96.0
201905100600,41.0,323.0,72.0,112.0,110.0
201905100900,50.0,306.0,34.0,72.0,53.0
201905101200,61.0,110.0,37.0,128.0,62.0
201905101500,76.0,71.0,25.0,43.0,66.0
201905101800,79.0,56.0,35.0,55.0,44.0
201905102100,82.0,23.0,11.0,50.0,41.0
201905110000,240.0,36.0,33.0,106.0,49.0
201905110300,243.0,50.0,28.0,67.0,49.0
201905110600,202.0,62.0,48.0,95.0,70.0
201905110900,149.0,42.0,41.0,37.0,35.0
201905111200,139.0,41.0,67.0,39.0,23.0
201905111500,134.0,55.0,60.0,81.0,19.0
201905111800,111.0,55.0,88.0,53.0,29.0
201905112100,161.0,34.0,56.0,47.0,31.0
201905120000,65.0,38.0,66.0,21.0,30.0
201905120300,62.0,19.0,28.0,13.0,20.0
201905120600,56.0,133.0,47.0,59.0,36.0
201905120900,65.0,126.0,28.0,39.0,12.0
201905121200,69.0,140.0,41.0,16.0,24.0
201905121500,68.0,115.0,28.0,32.0,41.0
201905121800,70.0,116.0,45.0,71.0,41.0
201905122100,103.0,262.0,3.0,44.0,35.0
201905130000,63.0,307.0,14.0,67.0,71.0
201905130300,57.0,284.0,14.0,38.0,36.0
201905130600,58.0,179.0,21.0,90.0,29.0
201905130900,77.0,136.0,20.0,65.0,34.0
201905131200,93.0,157.0,29.0,49.0,56.0
201905131500,94.0,407.0,18.0,65.0,28.0
201905131800,96.0,737.0,36.0,73.0,35.0
201905132100,69.0,226.0,10.0,78.0,40.0
201905140000,-54.0,305.0,21.0,39.0,42.0
201905140300,21.0,203.0,18.0,15.0,45.0
201905140600,47.0,279.0,21.0,39.0,33.0
201905140900,52.0,188.0,33.0,136.0,42.0
201905141200,63.0,99.0,40.0,127.0,31.0
201905141500,-11.0,81.0,27.0,64.0,43.0
201905141800,20.0,80.0,37.0,25.0,42.0
201905142100,81.0,80.0,19.0,34.0,72.0
201905150000,20.0,99.0,31.0,11.0,52.0
201905150300,13.0,125.0,20.0,22.0,27.0
201905150600,46.0,49.0,32.0,80.0,35.0
201905150900,109.0,38.0,26.0,60.0,41.0
201905151200,112.0,53.0,47.0,38.0,43.0
201905151500,78.0,53.0,19.0,59.0,16.0
201905151800,91.0,49.0,38.0,51.0,42.0
201905152100,125.0,73.0,19.0,103.0,19.0
201905160000,93.0,95.0,21.0,38.0,30.0
201905160300,83.0,54.0,21.0,46.0,21.0
201905160600,69.0,43.0,31.0,107.0,39.0
201905160900,73.0,33.0,28.0,55.0,4.0
201905161200,74.0,21.0,38.0,95.0,23.0
201905161500,60.0,27.0,22.0,84.0,5.0
201905161800,68.0,30.0,62.0,132.0,32.0
201905162100,65.0,30.0,30.0,47.0,34.0
201905170000,76.0,50.0,83.0,48.0,33.0
201905170300,73.0,5.0,27.0,45.0,33.0
201905170600,65.0,11.0,55.0,64.0,38.0
201905170900,73.0,13.0,32.0,87.0,14.0
201905171200,70.0,5.0,40.0,123.0,26.0
201905171500,59.0,16.0,40.0,108.0,24.0
201905171800,29.0,6.0,62.0,171.0,40.0
201905172100,35.0,60.0,47.0,124.0,26.0
201905180000,39.0,272.0,22.0,112.0,19.0
201905180300,38.0,387.0,14.0,76.0,9.0
201905180600,134.0,121.0,18.0,112.0,33.0
201905180900,54.0,43.0,36.0,89.0,10.0
201905181200,25.0,24.0,45.0,278.0,10.0
201905181500,30.0,40.0,18.0,408.0,13.0
201905181800,19.0,61.0,38.0,967.0,26.0
201905182100,20.0,144.0,24.0,367.0,21.0
201905190000,6.0,212.0,34.0,39.0,29.0
201905190300,51.0,264.0,22.0,70.0,24.0
201905190600,69.0,103.0,40.0,64.0,20.0
201905190900,69.0,46.0,34.0,65.0,11.0
201905191200,71.0,42.0,65.0,91.0,19.0
201905191500,33.0,48.0,28.0,72.0,6.0
201905191800,54.0,27.0,50.0,63.0,39.0
201905192100,44.0,36.0,17.0,39.0,32.0
201905200000,73.0,23.0,57.0,22.0,54.0
201905200300,70.0,28.0,8.0,31.0,39.0
201905200600,76.0,64.0,20.0,74.0,13.0
201905200900,94.0,35.0,21.0,41.0,18.0
201905201200,94.0,33.0,35.0,20.0,28.0
201905201500,52.0,35.0,12.0,53.0,50.0
201905201800,72.0,58.0,21.0,161.0,49.0
201905202100,56.0,29.0,13.0,180.0,31.0
201905210000,80.0,23.0,16.0,55.0,13.0
201905210300,80.0,36.0,13.0,36.0,14.0
201905210600,96.0,92.0,13.0,55.0,17.0
201905210900,98.0,86.0,16.0,59.0,21.0
201905211200,126.0,96.0,14.0,40.0,22.0
201905211500,101.0,82.0,9.0,69.0,7.0
201905211800,107.0,85.0,9.0,116.0,27.0
201905212100,113.0,209.0,16.0,170.0,51.0
201905220000,211.0,131.0,19.0,83.0,33.0
201905220300,156.0,154.0,16.0,107.0,32.0
201905220600,151.0,160.0,40.0,148.0,32.0
201905220900,51.0,79.0,14.0,280.0,38.0
201905221200,84.0,89.0,26.0,130.0,47.0
201905221500,52.0,77.0,15.0,167.0,31.0
201905221800,28.0,118.0,38.0,139.0,43.0
201905222100,82.0,97.0,18.0,148.0,68.0
201905230000,153.0,205.0,51.0,106.0,46.0
201905230300,148.0,192.0,18.0,152.0,57.0
201905230600,172.0,119.0,40.0,155.0,92.0
201905230900,97.0,106.0,25.0,128.0,31.0
201905231200,102.0,63.0,40.0,109.0,27.0
201905231500,59.0,71.0,20.0,119.0,36.0
201905231800,97.0,65.0,48.0,102.0,62.0
201905232100,73.0,11.0,57.0,104.0,74.0
201905240000,57.0,5.0,39.0,96.0,81.0
201905240300,43.0,8.0,39.0,124.0,71.0
201905240600,38.0,6.0,41.0,146.0,72.0
201905241200,48.0,15.0,46.0,158.0,38.0
201905241500,42.0,7.0,70.0,59.0,47.0
201905241800,24.0,28.0,46.0,73.0,94.0
201905242100,38.0,24.0,77.0,50.0,79.0
201905250000,54.0,41.0,29.0,45.0,41.0
201905250300,14.0,43.0,24.0,37.0,36.0
201905250600,40.0,61.0,14.0,42.0,60.0
201905250900,49.0,139.0,28.0,49.0,35.0
201905251200,116.0,34.0,28.0,73.0,32.0
201905251500,49.0,25.0,45.0,130.0,28.0
201905251800,53.0,34.0,28.0,64.0,53.0
201905252100,62.0,137.0,52.0,40.0,43.0
201905260000,20.0,86.0,1.0,41.0,58.0
201905260300,12.0,53.0,25.0,18.0,34.0
201905260600,12.0,41.0,18.0,14.0,66.0
201905260900,44.0,38.0,26.0,69.0,30.0
201905261200,93.0,31.0,40.0,58.0,45.0
201905261500,131.0,35.0,43.0,14.0,32.0
201905261800,158.0,31.0,25.0,73.0,36.0
201905262100,78.0,22.0,37.0,30.0,9.0
201905270000,94.0,11.0,18.0,18.0,12.0
201905270300,60.0,22.0,37.0,18.0,8.0
201905270600,73.0,39.0,16.0,26.0,13.0
201905270900,78.0,45.0,40.0,41.0,12.0
201905271200,84.0,60.0,26.0,30.0,14.0
