TM,PM10_yanan,PM10_tongliao,PM10_qingdao,PM10_chifeng,PM10_dalian
202008020000,124.0,42.0,24.0,61.0,30.0
202008020300,26.0,49.0,14.0,128.0,65.0
202008020600,38.0,24.0,30.0,15.0,34.0
202008020900,46.0,17.0,30.0,21.0,62.0
202008021200,-34.0,9.0,29.0,22.0,1.0
202008021500,78.0,7.0,24.0,34.0,24.0
202008021800,64.0,15.0,133.0,59.0,1.0
202008022100,87.0,15.0,47.0,116.0,13.0
202008030000,121.0,15.0,38.0,264.0,45.0
202008030300,91.0,20.0,29.0,158.0,60.0
202008030600,125.0,7.0,21.0,85.0,69.0
202008030900,33.0,9.0,20.0,76.0,69.0
202008031200,32.0,8.0,15.0,57.0,24.0
202008031500,43.0,13.0,16.0,48.0,47.0
202008031800,56.0,16.0,53.0,39.0,27.0
202008032100,65.0,12.0,32.0,45.0,1.0
202008040000,163.0,11.0,42.0,60.0,11.0
202008040300,68.0,26.0,35.0,64.0,21.0
202008040600,84.0,3.0,16.0,77.0,29.0
202008040900,95.0,36.0,27.0,89.0,2.0
202008041200,-5.0,25.0,44.0,51.0,11.0
202008041500,25.0,40.0,49.0,24.0,12.0
202008041800,9.0,30.0,59.0,21.0,23.0
202008042100,71.0,27.0,213.0,23.0,40.0
202008050000,148.0,26.0,44.0,36.0,19.0
202008050300,75.0,33.0,189.0,18.0,19.0
202008050600,89.0,20.0,56.0,10.0,14.0
202008050900,140.0,9.0,44.0,15.0,9.0
202008051200,6.0,1.0,49.0,28.0,6.0
202008051500,4.0,18.0,69.0,15.0,28.0
202008051800,-25.0,37.0,82.0,43.0,44.0
202008052100,63.0,31.0,264.0,27.0,43.0
202008060000,70.0,36.0,74.0,48.0,1.0
202008060300,68.0,65.0,22.0,42.0,2.0
202008060600,60.0,41.0,26.0,6.0,10.0
202008060900,122.0,43.0,51.0,6.0,1.0
202008061200,-233.0,13.0,26.0,11.0,14.0
202008061500,24.0,20.0,21.0,11.0,45.0
202008061800,33.0,38.0,24.0,19.0,35.0
202008062100,74.0,73.0,33.0,24.0,45.0
202008070000,-29.0,46.0,39.0,37.0,21.0
202008070300,18.0,46.0,200.0,36.0,48.0
202008070600,11.0,16.0,29.0,31.0,33.0
202008070900,117.0,9.0,16.0,13.0,50.0
202008071200,-80.0,8.0,59.0,16.0,15.0
202008071500,-81.0,12.0,70.0,44.0,24.0
202008071800,-8.0,35.0,58.0,21.0,12.0
202008072100,280.0,27.0,72.0,46.0,29.0
202008080000,103.0,13.0,19.0,67.0,16.0
202008080300,73.0,14.0,28.0,12.0,24.0
202008080600,52.0,22.0,36.0,13.0,18.0
202008080900,114.0,13.0,31.0,20.0,7.0
202008081200,17.0,6.0,84.0,92.0,19.0
202008081500,-72.0,18.0,94.0,27.0,26.0
202008081800,75.0,25.0,80.0,20.0,16.0
202008082100,175.0,16.0,73.0,40.0,43.0
202008090000,105.0,20.0,83.0,97.0,36.0
202008090300,65.0,19.0,83.0,133.0,28.0
202008090600,101.0,18.0,76.0,115.0,21.0
202008090900,164.0,23.0,60.0,154.0,28.0
202008091200,17.0,25.0,109.0,158.0,30.0
202008091500,-3.0,8.0,17.0,323.0,34.0
202008091800,-24.0,13.0,41.0,167.0,22.0
202008092100,107.0,15.0,70.0,213.0,34.0
202008100000,35.0,13.0,67.0,219.0,28.0
202008100300,106.0,11.0,48.0,267.0,23.0
202008100600,83.0,6.0,114.0,39.0,44.0
202008100900,87.0,10.0,60.0,60.0,4.0
202008101200,13.0,13.0,59.0,129.0,12.0
202008101500,37.0,13.0,41.0,218.0,53.0
202008101800,1.0,36.0,33.0,143.0,34.0
202008102100,222.0,18.0,30.0,110.0,30.0
202008110000,244.0,14.0,31.0,109.0,12.0
202008110300,166.0,13.0,36.0,154.0,14.0
202008110600,108.0,9.0,46.0,212.0,29.0
202008110900,121.0,8.0,31.0,52.0,19.0
202008111200,379.0,3.0,116.0,47.0,14.0
202008111500,75.0,8.0,25.0,31.0,70.0
202008111800,62.0,24.0,36.0,11.0,48.0
202008112100,1.0,71.0,75.0,14.0,73.0
202008120000,16.0,56.0,55.0,41.0,33.0
202008120300,21.0,55.0,96.0,20.0,54.0
202008120600,130.0,12.0,91.0,308.0,33.0
202008120900,14.0,22.0,79.0,22.0,19.0
202008121200,32.0,8.0,130.0,34.0,1.0
202008121500,26.0,15.0,49.0,15.0,30.0
202008121800,52.0,40.0,41.0,12.0,21.0
202008122100,24.0,17.0,39.0,22.0,23.0
202008130000,-62.0,42.0,63.0,15.0,24.0
202008130300,23.0,43.0,55.0,8.0,22.0
202008130600,52.0,46.0,104.0,15.0,26.0
202008130900,26.0,48.0,61.0,27.0,41.0
202008131200,49.0,14.0,10.0,30.0,36.0
202008131500,97.0,34.0,315.0,28.0,66.0
202008131800,173.0,65.0,45.0,13.0,6.0
202008132100,47.0,32.0,13.0,24.0,20.0
202008140000,24.0,30.0,26.0,21.0,12.0
202008140300,-19.0,18.0,22.0,34.0,21.0
202008140600,26.0,14.0,24.0,44.0,22.0
202008140900,106.0,9.0,27.0,119.0,23.0
202008141200,-48.0,27.0,62.0,34.0,15.0
202008141500,40.0,16.0,1.0,18.0,73.0
202008141800,10.0,12.0,14.0,18.0,48.0
202008142100,26.0,6.0,21.0,23.0,109.0
202008150000,1.0,7.0,17.0,17.0,21.0
202008150300,-8.0,18.0,26.0,35.0,59.0
202008150600,25.0,13.0,35.0,49.0,49.0
202008150900,40.0,11.0,13.0,9.0,32.0
202008151200,12.0,15.0,25.0,34.0,16.0
202008151500,-4.0,15.0,9.0,30.0,1.0
202008151800,-18.0,12.0,13.0,14.0,33.0
202008152100,17.0,12.0,17.0,36.0,8.0
202008160000,16.0,9.0,13.0,43.0,20.0
202008160300,73.0,15.0,9.0,54.0,35.0
202008160600,-191.0,10.0,23.0,61.0,21.0
202008160900,40.0,11.0,26.0,61.0,56.0
202008161200,5.0,10.0,23.0,38.0,38.0
202008161500,74.0,75.0,16.0,33.0,26.0
202008161800,-13.0,48.0,14.0,15.0,6.0
202008162100,34.0,29.0,15.0,10.0,38.0
202008170000,19.0,23.0,16.0,39.0,13.0
202008170300,-4.0,37.0,3.0,160.0,35.0
202008170600,16.0,16.0,11.0,16.0,20.0
202008170900,63.0,15.0,7.0,1.0,75.0
202008171200,-159.0,18.0,21.0,21.0,21.0
202008171500,-259.0,53.0,0.0,18.0,39.0
202008171800,44.0,83.0,14.0,102.0,32.0
202008180000,63.0,53.0,18.0,32.0,30.0
202008180300,134.0,49.0,15.0,19.0,44.0
202008180600,-22.0,48.0,21.0,54.0,29.0
202008180900,19.0,12.0,49.0,54.0,48.0
202008181200,2.0,7.0,63.0,60.0,8.0
202008181500,78.0,20.0,55.0,58.0,51.0
202008181800,122.0,31.0,34.0,47.0,38.0
202008182100,10.0,27.0,60.0,26.0,64.0
202008190000,29.0,37.0,45.0,80.0,2.0
202008190300,127.0,49.0,26.0,100.0,15.0
202008190600,84.0,77.0,8.0,103.0,27.0
202008190900,134.0,74.0,33.0,63.0,10.0
202008191200,17.0,55.0,29.0,60.0,17.0
202008191500,-123.0,71.0,23.0,66.0,24.0
202008191800,-17.0,39.0,40.0,58.0,38.0
202008192100,82.0,52.0,31.0,73.0,26.0
202008200000,13.0,58.0,44.0,116.0,11.0
202008200300,43.0,66.0,37.0,51.0,30.0
202008200600,47.0,23.0,33.0,37.0,16.0
202008200900,123.0,16.0,34.0,2.0,30.0
202008201200,92.0,16.0,23.0,30.0,13.0
202008201500,57.0,23.0,17.0,25.0,34.0
202008201800,93.0,23.0,17.0,49.0,76.0
202008202100,87.0,18.0,31.0,71.0,132.0
202008210000,41.0,19.0,40.0,235.0,37.0
202008210300,17.0,48.0,42.0,137.0,33.0
202008210600,-17.0,2.0,66.0,121.0,32.0
202008210900,4.0,24.0,63.0,114.0,22.0
202008211200,43.0,17.0,73.0,83.0,23.0
202008211500,23.0,33.0,15.0,127.0,23.0
202008211800,-75.0,56.0,23.0,40.0,34.0
202008212100,30.0,35.0,18.0,45.0,52.0
202008220000,53.0,30.0,18.0,259.0,35.0
202008220300,223.0,54.0,61.0,186.0,64.0
202008220600,-16.0,59.0,90.0,109.0,35.0
202008220900,2.0,43.0,43.0,75.0,48.0
202008221200,16.0,26.0,93.0,285.0,68.0
202008221500,62.0,43.0,71.0,131.0,37.0
202008221800,14.0,44.0,184.0,63.0,43.0
202008222100,224.0,52.0,104.0,76.0,45.0
202008230000,110.0,26.0,166.0,47.0,36.0
202008230300,56.0,45.0,76.0,61.0,58.0
202008230600,57.0,12.0,92.0,81.0,30.0
202008230900,61.0,10.0,32.0,105.0,37.0
202008231200,75.0,6.0,69.0,140.0,25.0
202008231500,472.0,5.0,11.0,591.0,46.0
202008231800,346.0,7.0,25.0,322.0,34.0
202008232100,392.0,10.0,24.0,77.0,43.0
202008240000,161.0,9.0,18.0,26.0,7.0
202008240300,59.0,12.0,15.0,18.0,38.0
202008240600,82.0,10.0,28.0,18.0,18.0
202008240900,131.0,7.0,28.0,31.0,22.0
202008241200,219.0,14.0,18.0,25.0,32.0
202008241500,324.0,21.0,12.0,15.0,53.0
202008241800,148.0,12.0,23.0,35.0,23.0
202008242100,107.0,9.0,23.0,61.0,17.0
202008250000,60.0,6.0,19.0,42.0,16.0
202008250300,76.0,6.0,19.0,72.0,14.0
202008250600,-32.0,10.0,22.0,59.0,13.0
202008250900,67.0,1.0,35.0,96.0,13.0
202008251200,6.0,8.0,17.0,84.0,8.0
202008251500,7.0,9.0,18.0,32.0,20.0
202008251800,57.0,108.0,27.0,27.0,19.0
202008252100,46.0,23.0,19.0,60.0,46.0
202008260000,94.0,28.0,24.0,55.0,39.0
202008260300,23.0,28.0,26.0,67.0,40.0
202008260600,27.0,1.0,15.0,78.0,29.0
202008260900,-71.0,9.0,19.0,79.0,16.0
202008261200,8.0,12.0,21.0,79.0,15.0
202008261500,58.0,22.0,22.0,101.0,4.0
202008261800,16.0,42.0,19.0,78.0,11.0
202008262100,36.0,20.0,28.0,110.0,6.0
202008270000,57.0,15.0,27.0,111.0,8.0
202008270300,24.0,79.0,58.0,111.0,13.0
202008270600,92.0,60.0,70.0,114.0,14.0
202008270900,85.0,41.0,42.0,119.0,26.0
202008271200,37.0,26.0,58.0,103.0,12.0
202008271500,-3.0,14.0,4.0,150.0,9.0
202008271800,65.0,39.0,24.0,127.0,23.0
202008272100,34.0,26.0,22.0,153.0,24.0
202008280000,38.0,17.0,33.0,143.0,12.0
202008280300,29.0,17.0,23.0,56.0,27.0
202008280600,81.0,14.0,33.0,62.0,14.0
202008280900,-9.0,10.0,15.0,289.0,1.0
202008281200,-24.0,9.0,25.0,83.0,32.0
202008281500,-220.0,17.0,16.0,21.0,27.0
202008281800,86.0,38.0,14.0,23.0,17.0
202008282100,30.0,29.0,32.0,30.0,30.0
202008290000,-21.0,10.0,12.0,24.0,29.0
202008290300,-96.0,13.0,16.0,15.0,42.0
202008290600,-63.0,11.0,19.0,15.0,31.0
202008290900,-208.0,6.0,23.0,44.0,31.0
202008291200,112.0,2.0,46.0,23.0,22.0
202008291500,104.0,9.0,12.0,26.0,45.0
202008291800,64.0,49.0,20.0,49.0,32.0
202008292100,71.0,14.0,22.0,148.0,52.0
202008300000,165.0,11.0,18.0,82.0,44.0
202008300300,-11.0,17.0,17.0,205.0,62.0
202008300600,-32.0,18.0,30.0,102.0,29.0
202008300900,8.0,17.0,12.0,80.0,21.0
202008301200,84.0,18.0,9.0,20.0,28.0
202008301500,-7.0,18.0,5.0,23.0,48.0
202008301800,24.0,14.0,12.0,85.0,57.0
202008302100,-33.0,8.0,13.0,57.0,49.0
202008310000,30.0,13.0,13.0,118.0,29.0
202008310300,-96.0,8.0,18.0,62.0,55.0
202008310600,153.0,18.0,46.0,91.0,24.0
202008310900,36.0,24.0,19.0,72.0,44.0
202008311200,8.0,25.0,26.0,71.0,20.0
202008311500,-94.0,24.0,32.0,63.0,27.0
202008311800,43.0,21.0,34.0,109.0,28.0
202008312100,72.0,44.0,37.0,94.0,16.0
202009010000,25.0,6.0,58.0,93.0,11.0
202009010300,-175.0,9.0,16.0,89.0,16.0
202009010600,-40.0,3.0,30.0,138.0,28.0
202009010900,31.0,35.0,33.0,91.0,25.0
202009011200,66.0,40.0,38.0,30.0,47.0
202009011500,78.0,23.0,32.0,35.0,75.0
202009011800,56.0,22.0,34.0,55.0,28.0
202009012100,88.0,52.0,32.0,61.0,62.0
202009020000,-229.0,23.0,31.0,45.0,40.0
202009020300,-14.0,32.0,23.0,63.0,73.0
202009020600,92.0,27.0,23.0,59.0,16.0
202009020900,27.0,38.0,19.0,146.0,100.0
202009021200,26.0,55.0,21.0,200.0,13.0
202009021500,155.0,55.0,26.0,156.0,95.0
202009021800,58.0,47.0,37.0,187.0,50.0
202009022100,51.0,58.0,24.0,163.0,29.0
202009030000,-68.0,88.0,26.0,181.0,16.0
202009030300,-134.0,49.0,22.0,145.0,21.0
202009030600,92.0,29.0,46.0,121.0,21.0
202009030900,120.0,38.0,42.0,21.0,10.0
202009031200,-10.0,25.0,138.0,23.0,17.0
202009031500,64.0,15.0,42.0,36.0,22.0
202009031800,34.0,11.0,19.0,49.0,15.0
202009032100,76.0,10.0,17.0,45.0,23.0
202009040000,-157.0,12.0,15.0,24.0,3.0
202009040900,125.0,14.0,23.0,25.0,3.0
202009041200,16.0,36.0,33.0,38.0,250.0
202009041500,41.0,13.0,37.0,57.0,47.0
202009041800,6.0,17.0,34.0,68.0,31.0
202009042100,67.0,6.0,32.0,65.0,42.0
202009050000,-134.0,9.0,31.0,79.0,24.0
202009050300,-127.0,11.0,36.0,88.0,25.0
202009050600,-1.0,9.0,53.0,74.0,24.0
202009050900,10.0,11.0,46.0,230.0,14.0
202009051200,104.0,15.0,62.0,77.0,6.0
202009051500,15.0,8.0,53.0,59.0,25.0
202009051800,-8.0,9.0,30.0,53.0,41.0
202009052100,-29.0,14.0,48.0,30.0,38.0
202009060000,49.0,12.0,22.0,150.0,29.0
202009060300,87.0,4.0,21.0,124.0,51.0
202009060600,113.0,10.0,19.0,130.0,44.0
202009060900,-254.0,17.0,24.0,97.0,19.0
202009061200,-36.0,12.0,37.0,75.0,38.0
202009061500,33.0,13.0,37.0,82.0,42.0
202009061800,42.0,13.0,28.0,84.0,29.0
202009062100,58.0,13.0,22.0,46.0,42.0
202009070000,52.0,18.0,14.0,60.0,32.0
202009070300,70.0,23.0,19.0,48.0,57.0
202009070600,17.0,25.0,29.0,38.0,38.0
202009070900,7.0,27.0,14.0,218.0,50.0
202009071200,22.0,16.0,38.0,2210.0,28.0
202009071500,106.0,27.0,54.0,140.0,38.0
202009071800,83.0,21.0,64.0,147.0,28.0
202009072100,64.0,15.0,24.0,275.0,23.0
202009080000,41.0,11.0,22.0,93.0,26.0
202009080300,165.0,10.0,19.0,82.0,33.0
202009080600,-224.0,9.0,34.0,36.0,25.0
202009080900,43.0,17.0,42.0,33.0,14.0
202009081200,29.0,10.0,49.0,24.0,52.0
202009081500,15.0,15.0,45.0,17.0,44.0
202009081800,88.0,30.0,81.0,12.0,14.0
202009082100,40.0,18.0,35.0,16.0,29.0
202009090000,49.0,13.0,15.0,64.0,38.0
202009090300,118.0,12.0,34.0,94.0,19.0
202009090600,95.0,19.0,26.0,84.0,46.0
202009090900,66.0,9.0,38.0,60.0,19.0
202009091200,42.0,7.0,55.0,45.0,19.0
202009091500,69.0,18.0,10.0,28.0,71.0
202009091800,35.0,29.0,26.0,33.0,39.0
202009092100,23.0,25.0,26.0,35.0,19.0
202009100000,144.0,28.0,19.0,73.0,24.0
202009100300,-34.0,33.0,32.0,126.0,15.0
202009100600,-7.0,38.0,43.0,97.0,22.0
202009100900,43.0,42.0,53.0,125.0,7.0
202009101200,126.0,10.0,55.0,61.0,13.0
202009101500,19.0,23.0,20.0,83.0,15.0
202009101800,103.0,48.0,21.0,47.0,21.0
202009102100,146.0,88.0,20.0,66.0,15.0
202009110000,110.0,28.0,19.0,84.0,13.0
202009110300,57.0,27.0,14.0,80.0,17.0
202009110600,25.0,33.0,18.0,76.0,27.0
202009110900,127.0,35.0,99.0,66.0,44.0
202009111200,84.0,18.0,26.0,116.0,18.0
202009111500,81.0,34.0,41.0,115.0,18.0
202009111800,48.0,25.0,31.0,144.0,25.0
202009112100,-68.0,33.0,46.0,143.0,22.0
202009120000,-14.0,29.0,104.0,184.0,19.0
202009120300,184.0,4.0,109.0,95.0,19.0
202009120600,-126.0,2.0,124.0,68.0,13.0
202009120900,-37.0,10.0,35.0,42.0,30.0
202009121200,180.0,22.0,17.0,54.0,10.0
202009121500,97.0,21.0,19.0,49.0,7.0
202009121800,141.0,11.0,28.0,53.0,13.0
202009122100,37.0,9.0,24.0,36.0,8.0
202009130000,236.0,2.0,38.0,26.0,11.0
202009130300,50.0,3.0,30.0,23.0,20.0
202009130600,61.0,1.0,22.0,33.0,44.0
202009130900,55.0,12.0,20.0,16.0,57.0
202009131200,4.0,13.0,5.0,11.0,14.0
202009131500,535.0,24.0,9.0,60.0,24.0
202009131800,10.0,15.0,12.0,17.0,27.0
202009132100,139.0,3.0,13.0,41.0,23.0
202009140000,126.0,9.0,12.0,41.0,24.0
202009140300,-256.0,16.0,15.0,55.0,35.0
202009140600,24.0,21.0,72.0,20.0,27.0
202009140900,-4.0,16.0,44.0,21.0,28.0
202009141200,-73.0,19.0,55.0,85.0,24.0
202009141500,30.0,18.0,42.0,23.0,18.0
202009141800,-27.0,21.0,34.0,79.0,31.0
202009142100,-3.0,9.0,30.0,242.0,34.0
202009150000,10.0,13.0,44.0,76.0,40.0
202009150300,23.0,15.0,34.0,116.0,44.0
202009150600,-77.0,30.0,26.0,116.0,45.0
202009150900,-47.0,17.0,29.0,105.0,21.0
202009151200,264.0,44.0,9.0,88.0,16.0
202009151500,23.0,81.0,12.0,235.0,29.0
202009151800,46.0,40.0,11.0,389.0,18.0
202009152100,101.0,18.0,10.0,554.0,21.0
202009160000,-19.0,22.0,32.0,612.0,24.0
202009160300,13.0,22.0,30.0,101.0,27.0
202009160600,10.0,14.0,34.0,30.0,13.0
202009160900,19.0,147.0,46.0,24.0,8.0
202009161200,-8.0,35.0,81.0,60.0,4.0
202009161500,21.0,79.0,81.0,32.0,5.0
202009161800,18.0,35.0,45.0,18.0,22.0
202009162100,11.0,26.0,69.0,36.0,10.0
202009170000,13.0,26.0,120.0,35.0,8.0
202009170300,45.0,13.0,101.0,16.0,13.0
202009170600,19.0,7.0,120.0,38.0,21.0
202009170900,-176.0,11.0,52.0,77.0,7.0
202009171500,83.0,28.0,68.0,86.0,12.0
202009171800,79.0,30.0,46.0,67.0,18.0
202009172100,8.0,30.0,35.0,122.0,36.0
202009180000,28.0,41.0,25.0,122.0,19.0
202009180300,-153.0,44.0,31.0,52.0,20.0
202009180600,-253.0,15.0,24.0,61.0,9.0
202009180900,17.0,18.0,61.0,78.0,13.0
202009181200,0.0,13.0,47.0,144.0,3.0
202009181500,-9.0,15.0,56.0,253.0,8.0
202009181800,3.0,248.0,63.0,88.0,18.0
202009182100,12.0,120.0,63.0,94.0,30.0
202009190000,30.0,35.0,67.0,77.0,37.0
202009190300,50.0,5.0,56.0,86.0,24.0
202009190600,3.0,25.0,77.0,80.0,16.0
202009190900,-7.0,13.0,71.0,91.0,18.0
202009191200,67.0,8.0,96.0,113.0,2.0
202009191500,-2.0,17.0,114.0,79.0,5.0
202009191800,77.0,41.0,58.0,59.0,22.0
202009192100,32.0,26.0,71.0,75.0,44.0
202009200000,137.0,32.0,60.0,161.0,21.0
202009200300,84.0,45.0,61.0,119.0,23.0
202009200600,9.0,41.0,51.0,241.0,28.0
202009200900,240.0,42.0,56.0,2910.0,19.0
202009201200,0.0,34.0,68.0,3105.0,16.0
202009201500,-8.0,36.0,31.0,533.0,10.0
202009201800,31.0,129.0,19.0,209.0,23.0
202009202100,72.0,54.0,39.0,203.0,22.0
202009210000,22.0,64.0,36.0,106.0,28.0
202009210300,37.0,80.0,28.0,39.0,24.0
202009210600,35.0,118.0,25.0,25.0,26.0
202009210900,34.0,60.0,38.0,32.0,36.0
202009211200,-1.0,24.0,49.0,16.0,9.0
202009211500,11.0,38.0,49.0,23.0,0.0
202009211800,-6.0,80.0,66.0,11.0,0.0
202009212100,5.0,57.0,146.0,20.0,0.0
202009220000,1.0,40.0,68.0,58.0,0.0
202009220300,25.0,44.0,43.0,52.0,0.0
202009220600,-15.0,32.0,42.0,60.0,0.0
202009220900,30.0,28.0,40.0,62.0,0.0
202009221200,118.0,25.0,52.0,60.0,0.0
202009221500,-101.0,34.0,53.0,74.0,0.0
202009221800,-19.0,52.0,54.0,36.0,0.0
202009222100,-9.0,31.0,46.0,32.0,0.0
202009230000,-10.0,37.0,43.0,97.0,0.0
202009230300,175.0,52.0,38.0,131.0,0.0
202009230600,-44.0,38.0,27.0,167.0,0.0
202009230900,39.0,39.0,30.0,167.0,0.0
202009231200,-137.0,32.0,41.0,67.0,0.0
202009231500,60.0,86.0,44.0,61.0,0.0
202009231800,191.0,81.0,20.0,37.0,0.0
202009232100,31.0,98.0,20.0,63.0,0.0
202009240000,45.0,88.0,21.0,59.0,0.0
202009240300,-42.0,97.0,20.0,112.0,0.0
202009240600,177.0,71.0,22.0,163.0,0.0
202009240900,-190.0,30.0,37.0,197.0,0.0
202009241200,-139.0,15.0,41.0,144.0,0.0
202009241500,51.0,30.0,25.0,185.0,0.0
202009241800,-54.0,16.0,19.0,213.0,0.0
202009242100,16.0,13.0,36.0,197.0,0.0
202009250000,25.0,13.0,25.0,338.0,0.0
202009250300,59.0,14.0,25.0,64.0,0.0
202009250600,120.0,32.0,36.0,58.0,0.0
202009250900,-54.0,22.0,45.0,62.0,0.0
202009251200,-94.0,26.0,38.0,99.0,0.0
202009251500,-66.0,23.0,45.0,45.0,0.0
202009251800,95.0,52.0,58.0,28.0,0.0
202009252100,16.0,90.0,66.0,32.0,0.0
202009260000,8.0,29.0,45.0,109.0,0.0
202009260300,60.0,32.0,56.0,29.0,0.0
202009260600,97.0,24.0,60.0,19.0,0.0
202009260900,59.0,29.0,107.0,15.0,0.0
202009261200,53.0,28.0,69.0,35.0,0.0
202009261500,-200.0,34.0,78.0,64.0,0.0
202009261800,65.0,141.0,75.0,47.0,0.0
202009262100,17.0,48.0,95.0,104.0,0.0
202009270000,44.0,33.0,96.0,38.0,0.0
202009270300,54.0,27.0,78.0,19.0,0.0
202009270600,-7.0,49.0,61.0,17.0,0.0
202009270900,173.0,39.0,87.0,18.0,0.0
202009271200,33.0,48.0,109.0,33.0,0.0
202009271500,15.0,53.0,161.0,38.0,0.0
202009271800,-134.0,69.0,169.0,34.0,0.0
202009272100,-39.0,57.0,212.0,34.0,0.0
202009280000,36.0,28.0,68.0,48.0,0.0
202009280300,67.0,26.0,73.0,52.0,0.0
202009280600,-102.0,4.0,33.0,53.0,0.0
202009280900,-48.0,20.0,32.0,37.0,0.0
202009281200,76.0,33.0,23.0,104.0,0.0
202009281500,-211.0,21.0,18.0,39.0,53.0
202009281800,213.0,25.0,29.0,33.0,18.0
202009282100,-119.0,13.0,25.0,31.0,48.0
202009290000,29.0,44.0,23.0,81.0,11.0
202009290300,120.0,14.0,35.0,33.0,21.0
202009290600,9.0,5.0,55.0,37.0,33.0
202009290900,19.0,2.0,62.0,52.0,19.0
202009291200,246.0,9.0,57.0,194.0,22.0
202009291500,-191.0,34.0,61.0,76.0,11.0
202009291800,-15.0,43.0,47.0,24.0,15.0
202009292100,-6.0,22.0,20.0,48.0,30.0
202009300000,-28.0,9.0,25.0,50.0,46.0
202009300300,76.0,7.0,62.0,42.0,33.0
202009300600,-49.0,11.0,42.0,32.0,35.0
202009300900,55.0,19.0,54.0,20.0,29.0
202009301200,33.0,15.0,46.0,58.0,29.0
202009301500,149.0,39.0,43.0,33.0,24.0
202009301800,44.0,12.0,51.0,45.0,38.0
202009302100,-8.0,13.0,37.0,40.0,21.0
202010010000,47.0,9.0,21.0,127.0,33.0
202010010300,49.0,5.0,26.0,152.0,31.0
202010010600,78.0,3.0,27.0,85.0,45.0
202010010900,37.0,12.0,23.0,25.0,33.0
202010011200,-43.0,4.0,44.0,71.0,30.0
202010011500,16.0,12.0,41.0,29.0,33.0
202010011800,-12.0,101.0,24.0,31.0,23.0
202010012100,-19.0,29.0,31.0,44.0,30.0
202010020000,2.0,27.0,32.0,90.0,34.0
202010020300,136.0,15.0,61.0,87.0,28.0
202010020600,46.0,30.0,44.0,163.0,59.0
202010020900,79.0,6.0,75.0,101.0,55.0
202010021200,-105.0,4.0,91.0,264.0,12.0
202010021500,56.0,16.0,136.0,157.0,21.0
202010021800,41.0,47.0,180.0,149.0,22.0
202010022100,-9.0,25.0,133.0,104.0,26.0
202010030000,6.0,24.0,111.0,161.0,27.0
202010030300,92.0,26.0,53.0,86.0,21.0
202010030600,105.0,21.0,39.0,98.0,24.0
202010030900,96.0,22.0,45.0,94.0,12.0
202010031200,-56.0,12.0,67.0,142.0,23.0
202010031500,32.0,73.0,41.0,128.0,7.0
202010031800,24.0,81.0,36.0,133.0,5.0
202010032100,49.0,66.0,105.0,78.0,28.0
202010040000,-14.0,44.0,23.0,115.0,9.0
202010040300,-28.0,84.0,23.0,98.0,15.0
202010040600,45.0,62.0,21.0,139.0,27.0
202010040900,-331.0,79.0,22.0,99.0,11.0
202010041200,-16.0,109.0,25.0,119.0,7.0
202010041500,-62.0,67.0,56.0,93.0,9.0
202010041800,-6.0,68.0,36.0,107.0,13.0
202010042100,26.0,86.0,23.0,59.0,14.0
202010050000,20.0,83.0,21.0,66.0,9.0
202010050300,62.0,67.0,31.0,42.0,5.0
202010050600,-26.0,36.0,29.0,97.0,5.0
202010050900,5.0,36.0,32.0,109.0,3.0
202010051200,-29.0,108.0,28.0,94.0,6.0
202010051500,6.0,129.0,28.0,89.0,7.0
202010051800,181.0,141.0,42.0,65.0,20.0
202010052100,23.0,13.0,44.0,81.0,12.0
202010060000,-17.0,34.0,52.0,47.0,23.0
202010060300,84.0,2.0,40.0,25.0,10.0
202010060600,160.0,8.0,59.0,18.0,10.0
202010060900,223.0,13.0,46.0,16.0,11.0
202010061200,-129.0,36.0,39.0,15.0,6.0
202010061500,-41.0,23.0,31.0,27.0,15.0
202010061800,47.0,9.0,23.0,55.0,1.0
202010062100,-7.0,19.0,11.0,78.0,27.0
202010070000,17.0,32.0,13.0,51.0,34.0
202010070300,-22.0,18.0,33.0,27.0,27.0
202010070600,-40.0,9.0,30.0,25.0,30.0
202010070900,49.0,16.0,34.0,121.0,28.0
202010071200,-140.0,70.0,49.0,49.0,27.0
202010071500,126.0,69.0,42.0,40.0,47.0
202010090000,55.0,54.0,97.0,70.0,30.0
202010090300,56.0,42.0,91.0,77.0,37.0
202010090600,150.0,12.0,128.0,48.0,29.0
202010090900,168.0,28.0,149.0,65.0,68.0
202010091200,384.0,32.0,184.0,70.0,21.0
202010091500,104.0,30.0,160.0,83.0,36.0
202010091800,118.0,39.0,148.0,110.0,22.0
202010092100,-7.0,17.0,159.0,105.0,33.0
202010100000,-5.0,25.0,89.0,3380.0,28.0
202010100300,53.0,15.0,77.0,696.0,14.0
202010100600,21.0,26.0,74.0,126.0,9.0
202010100900,92.0,8.0,77.0,89.0,14.0
202010101200,39.0,9.0,92.0,25.0,6.0
202010101500,7.0,18.0,73.0,23.0,8.0
202010101800,3.0,76.0,58.0,115.0,17.0
202010102100,-32.0,17.0,31.0,163.0,30.0
202010110000,6.0,25.0,38.0,119.0,32.0
202010110300,-37.0,26.0,26.0,38.0,39.0
202010110600,-21.0,24.0,24.0,15.0,23.0
202010110900,157.0,11.0,20.0,14.0,30.0
202010111200,178.0,5.0,29.0,12.0,23.0
202010111500,-59.0,21.0,45.0,28.0,52.0
