TM,STN_ID,PM10
201801010000,156.0,39.0
201801010100,156.0,41.0
201801010200,156.0,37.0
201801010300,156.0,50.0
201801010400,156.0,41.0
201801010500,156.0,41.0
201801010600,156.0,31.0
201801010700,156.0,37.0
201801010800,156.0,38.0
201801010900,156.0,36.0
201801011000,156.0,49.0
201801011100,156.0,48.0
201801011200,156.0,42.0
201801011300,156.0,37.0
201801011400,156.0,38.0
201801011500,156.0,32.0
201801011600,156.0,25.0
201801011700,156.0,37.0
201801011800,156.0,26.0
201801011900,156.0,26.0
201801012000,156.0,35.0
201801012100,156.0,29.0
201801012200,156.0,51.0
201801012300,156.0,36.0
201801020000,156.0,42.0
201801020100,156.0,33.0
201801020200,156.0,55.0
201801020300,156.0,56.0
201801020400,156.0,40.0
201801020500,156.0,37.0
201801020600,156.0,39.0
201801020700,156.0,52.0
201801020800,156.0,42.0
201801020900,156.0,58.0
201801021000,156.0,74.0
201801021100,156.0,80.0
201801021200,156.0,78.0
201801021300,156.0,82.0
201801021400,156.0,72.0
201801021500,156.0,52.0
201801021600,156.0,53.0
201801021700,156.0,51.0
201801021800,156.0,44.0
201801021900,156.0,64.0
201801022000,156.0,64.0
201801022100,156.0,64.0
201801022200,156.0,67.0
201801022300,156.0,47.0
201801030000,156.0,34.0
201801030100,156.0,32.0
201801030200,156.0,18.0
201801030300,156.0,14.0
201801030400,156.0,19.0
201801030500,156.0,10.0
201801030600,156.0,10.0
201801030700,156.0,20.0
201801030800,156.0,13.0
201801030900,156.0,14.0
201801031000,156.0,32.0
201801031100,156.0,30.0
201801031200,156.0,37.0
201801031300,156.0,33.0
201801031400,156.0,30.0
201801031500,156.0,35.0
201801031600,156.0,24.0
201801031700,156.0,13.0
201801031800,156.0,6.0
201801031900,156.0,3.0
201801032000,156.0,16.0
201801032100,156.0,11.0
201801032200,156.0,16.0
201801032300,156.0,8.0
201801040000,156.0,17.0
201801040100,156.0,22.0
201801040200,156.0,18.0
201801040300,156.0,13.0
201801040400,156.0,19.0
201801040500,156.0,18.0
201801040600,156.0,28.0
201801040700,156.0,20.0
201801040800,156.0,26.0
201801040900,156.0,24.0
201801041000,156.0,21.0
201801041100,156.0,30.0
201801041200,156.0,23.0
201801041300,156.0,31.0
201801041400,156.0,32.0
201801041500,156.0,31.0
201801041600,156.0,29.0
201801041700,156.0,20.0
201801041800,156.0,20.0
201801041900,156.0,24.0
201801042000,156.0,22.0
201801042100,156.0,27.0
201801042200,156.0,21.0
201801042300,156.0,28.0
201801050000,156.0,37.0
201801050100,156.0,25.0
201801050200,156.0,31.0
201801050300,156.0,32.0
201801050400,156.0,31.0
201801050500,156.0,32.0
201801050600,156.0,30.0
201801050700,156.0,28.0
201801050800,156.0,32.0
201801050900,156.0,24.0
201801051000,156.0,19.0
201801051100,156.0,23.0
201801051200,156.0,24.0
201801051300,156.0,15.0
201801051400,156.0,28.0
201801051500,156.0,27.0
201801051600,156.0,40.0
201801051700,156.0,17.0
201801051800,156.0,9.0
201801051900,156.0,17.0
201801052000,156.0,16.0
201801052100,156.0,20.0
201801052200,156.0,23.0
201801052300,156.0,31.0
201801060000,156.0,32.0
201801060100,156.0,36.0
201801060200,156.0,23.0
201801060300,156.0,24.0
201801060400,156.0,21.0
201801060500,156.0,15.0
201801060600,156.0,27.0
201801060700,156.0,12.0
201801060800,156.0,21.0
201801060900,156.0,9.0
201801061000,156.0,28.0
201801061100,156.0,39.0
201801061200,156.0,33.0
201801061300,156.0,20.0
201801061400,156.0,35.0
201801061500,156.0,26.0
201801061600,156.0,15.0
201801061700,156.0,10.0
201801061800,156.0,11.0
201801061900,156.0,19.0
201801062000,156.0,18.0
201801062100,156.0,8.0
201801062200,156.0,27.0
201801062300,156.0,19.0
201801070000,156.0,22.0
201801070100,156.0,37.0
201801070200,156.0,29.0
201801070300,156.0,26.0
201801070400,156.0,22.0
201801070500,156.0,24.0
201801070600,156.0,30.0
201801070700,156.0,29.0
201801070800,156.0,23.0
201801070900,156.0,31.0
201801071000,156.0,32.0
201801071100,156.0,38.0
201801071200,156.0,21.0
201801071300,156.0,29.0
201801071400,156.0,30.0
201801071500,156.0,34.0
201801071600,156.0,43.0
201801071700,156.0,26.0
201801071800,156.0,27.0
201801071900,156.0,44.0
201801072000,156.0,22.0
201801072100,156.0,43.0
201801072200,156.0,30.0
201801072300,156.0,15.0
201801080000,156.0,15.0
201801080100,156.0,16.0
201801080200,156.0,25.0
201801080300,156.0,13.0
201801080400,156.0,18.0
201801080500,156.0,10.0
201801080600,156.0,20.0
201801080700,156.0,19.0
201801080800,156.0,22.0
201801080900,156.0,27.0
201801081000,156.0,18.0
201801081100,156.0,12.0
201801081200,156.0,32.0
201801081300,156.0,23.0
201801081400,156.0,6.0
201801081500,156.0,23.0
201801081600,156.0,11.0
201801081700,156.0,22.0
201801081800,156.0,20.0
201801081900,156.0,18.0
201801082000,156.0,14.0
201801082100,156.0,21.0
201801082200,156.0,38.0
201801082300,156.0,54.0
201801090000,156.0,65.0
201801090100,156.0,72.0
201801090200,156.0,51.0
201801090300,156.0,41.0
201801090400,156.0,39.0
201801090500,156.0,61.0
201801090600,156.0,29.0
201801090700,156.0,34.0
201801090800,156.0,24.0
201801090900,156.0,28.0
201801091000,156.0,24.0
201801091100,156.0,19.0
201801091200,156.0,17.0
201801091300,156.0,21.0
201801091400,156.0,25.0
201801091500,156.0,28.0
201801091600,156.0,34.0
201801091700,156.0,17.0
201801091800,156.0,25.0
201801091900,156.0,18.0
201801092000,156.0,23.0
201801092100,156.0,19.0
201801092200,156.0,33.0
201801092300,156.0,4.0
201801100000,156.0,16.0
201801100100,156.0,10.0
201801100200,156.0,16.0
201801100300,156.0,28.0
201801100400,156.0,28.0
