TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10,LON,LAT
201801170600,53845.0,1.0,3.0,2.0,80.0,40.0,1.0,0.3,-16.1,28.0,1025.1,7.0,1.9,0.0,cma,76.0,109.5,36.6
201801170900,53845.0,1.0,3.0,2.0,80.0,320.0,1.0,0.1,-16.3,27.9,1024.9,7.0,0.4,0.0,cma,81.0,109.5,36.6
201801171200,53845.0,1.0,3.0,2.0,60.0,40.0,2.0,-3.1,-11.8,51.0,1027.9,2.0,1.6,0.0,cma,71.0,109.5,36.6
201801171500,53845.0,1.0,3.0,2.0,62.0,40.0,1.0,-5.1,-11.0,63.2,1029.0,2.0,0.8,0.0,cma,39.0,109.5,36.6
201801171800,53845.0,1.0,3.0,2.0,68.0,250.0,1.0,-5.9,-11.8,63.0,1028.9,2.0,0.3,0.0,cma,54.0,109.5,36.6
201801172100,53845.0,1.0,3.0,2.0,66.0,340.0,2.0,-7.3,-11.5,71.9,1029.0,7.0,0.3,0.0,cma,176.0,109.5,36.6
201801180000,53845.0,1.0,3.0,2.0,66.0,270.0,1.0,-7.5,-11.3,74.2,1031.3,2.0,1.2,0.0,cma,113.0,109.5,36.6
201801180300,53845.0,1.0,3.0,2.0,73.0,0.0,0.0,-5.6,-11.5,63.1,1032.2,2.0,0.7,0.0,cma,63.0,109.5,36.6
201801180600,53845.0,1.0,3.0,2.0,61.0,20.0,1.0,-0.5,-9.4,51.0,1028.5,7.0,2.1,0.0,cma,62.0,109.5,36.6
201801180900,53845.0,1.0,3.0,2.0,74.0,90.0,1.0,1.0,-12.4,36.0,1029.3,2.0,0.7,0.0,cma,78.0,109.5,36.6
201801181200,53845.0,1.0,3.0,2.0,60.0,70.0,1.0,-1.6,-10.4,51.0,1031.5,2.0,1.2,0.0,cma,52.0,109.5,36.6
201801181500,53845.0,1.0,3.0,2.0,63.0,200.0,1.0,-4.4,-10.2,63.9,1032.6,2.0,0.7,0.0,cma,107.0,109.5,36.6
201801181800,53845.0,1.0,3.0,2.0,72.0,40.0,1.0,-6.6,-10.5,73.8,1030.6,7.0,1.0,0.0,cma,60.0,109.5,36.6
201801182100,53845.0,1.0,3.0,2.0,66.0,40.0,1.0,-9.2,-11.7,82.0,1030.2,7.0,0.6,0.0,cma,110.0,109.5,36.6
201801190000,53845.0,1.0,3.0,2.0,63.0,360.0,1.0,-11.1,-13.0,85.8,1032.8,2.0,1.1,0.0,cma,89.0,109.5,36.6
201801190300,53845.0,1.0,3.0,2.0,59.0,110.0,1.0,-3.7,-10.5,59.2,1031.7,2.0,0.2,0.0,cma,23.0,109.5,36.6
201801190600,53845.0,1.0,3.0,2.0,80.0,320.0,3.0,3.5,-15.2,24.0,1026.4,7.0,3.4,0.0,cma,37.0,109.5,36.6
201801190900,53845.0,1.0,3.0,2.0,80.0,70.0,1.0,5.4,-16.4,19.0,1025.5,7.0,0.9,0.0,cma,35.0,109.5,36.6
201801191200,53845.0,1.0,3.0,2.0,65.0,40.0,3.0,-1.2,-11.1,46.9,1030.2,2.0,2.0,0.0,cma,147.0,109.5,36.6
201801191500,53845.0,1.0,3.0,2.0,64.0,0.0,0.0,-3.4,-11.4,53.9,1029.0,2.0,0.2,0.0,cma,0.0,109.5,36.6
201801191800,53845.0,1.0,3.0,2.0,63.0,220.0,1.0,-7.2,-11.2,73.1,1026.7,7.0,1.1,0.0,cma,14.0,109.5,36.6
201801192100,53845.0,1.0,3.0,2.0,65.0,20.0,1.0,,-12.1,78.2,1025.9,7.0,0.7,0.0,cma,120.0,109.5,36.6
201801200000,53845.0,1.0,3.0,2.0,62.0,160.0,1.0,-10.1,-12.4,83.2,1028.3,2.0,0.2,0.0,cma,82.0,109.5,36.6
201801200300,53845.0,1.0,3.0,2.0,61.0,180.0,1.0,-2.5,-10.1,55.9,1027.9,2.0,1.0,0.0,cma,76.0,109.5,36.6
201801200600,53845.0,1.0,3.0,2.0,80.0,200.0,3.0,7.0,-14.4,20.1,1022.8,7.0,3.1,0.0,cma,39.0,109.5,36.6
201801200900,53845.0,1.0,3.0,2.0,80.0,180.0,3.0,6.8,-10.9,27.0,1023.6,2.0,0.2,0.0,cma,46.0,109.5,36.6
201801201200,53845.0,1.0,3.0,2.0,80.0,220.0,1.0,3.3,-11.1,33.9,1026.7,2.0,1.6,0.0,cma,78.0,109.5,36.6
201801201500,53845.0,1.0,3.0,2.0,80.0,200.0,3.0,-1.5,-10.6,49.9,1025.9,4.0,0.0,0.0,cma,0.0,109.5,36.6
201801201800,53845.0,1.0,3.0,2.0,80.0,250.0,2.0,-2.6,-11.1,52.0,1024.1,2.0,0.4,0.0,cma,44.0,109.5,36.6
201801202100,53845.0,1.0,3.0,2.0,80.0,340.0,1.0,-4.7,-10.7,62.8,1023.7,7.0,0.9,0.0,cma,39.0,109.5,36.6
201801210000,53845.0,1.0,3.0,2.0,76.0,180.0,1.0,-4.9,-10.1,66.9,1024.8,2.0,0.1,0.0,cma,53.0,109.5,36.6
201801210300,53845.0,1.0,3.0,2.0,63.0,0.0,0.0,-2.7,-9.4,59.9,1026.3,2.0,0.7,0.0,cma,20.0,109.5,36.6
201801210600,53845.0,1.0,3.0,2.0,78.0,250.0,2.0,4.6,-12.3,28.1,1020.1,7.0,3.9,0.0,cma,29.0,109.5,36.6
201801210900,53845.0,1.0,3.0,2.0,80.0,200.0,4.0,7.4,-12.4,23.0,1018.3,7.0,1.4,0.0,cma,50.0,109.5,36.6
201801211200,53845.0,1.0,3.0,2.0,73.0,340.0,3.0,3.9,-10.9,33.0,1020.6,2.0,1.1,0.0,cma,61.0,109.5,36.6
201801211500,53845.0,1.0,3.0,2.0,76.0,250.0,2.0,0.8,-10.1,43.9,1022.1,2.0,1.1,0.0,cma,0.0,109.5,36.6
201801211800,53845.0,1.0,3.0,2.0,74.0,160.0,1.0,-1.5,-9.1,56.1,1019.9,7.0,0.7,0.0,cma,63.0,109.5,36.6
201801212100,53845.0,1.0,3.0,2.0,65.0,20.0,2.0,-2.3,-7.8,65.9,1019.3,7.0,0.1,0.0,cma,76.0,109.5,36.6
201801220000,53845.0,1.0,3.0,2.0,64.0,360.0,1.0,-2.8,-7.9,67.9,1022.0,2.0,1.4,0.0,cma,80.0,109.5,36.6
201801220300,53845.0,1.0,3.0,2.0,62.0,40.0,1.0,1.0,-8.8,47.9,1022.4,2.0,0.5,0.0,cma,77.0,109.5,36.6
201801220600,53845.0,1.0,3.0,2.0,67.0,40.0,2.0,4.5,-8.3,38.9,1018.4,7.0,3.1,0.0,cma,108.0,109.5,36.6
201801220900,53845.0,1.0,3.0,2.0,72.0,360.0,2.0,4.8,,36.0,1017.9,7.0,0.6,0.0,cma,120.0,109.5,36.6
201801221200,53845.0,1.0,3.0,2.0,68.0,40.0,4.0,0.1,-8.6,51.9,1022.3,2.0,2.6,0.0,cma,81.0,109.5,36.6
201801221500,53845.0,1.0,3.0,2.0,72.0,20.0,5.0,-2.8,-10.8,54.0,1025.0,2.0,2.5,0.0,cma,103.0,109.5,36.6
201801221800,53845.0,1.0,3.0,2.0,80.0,360.0,4.0,-6.8,-15.5,49.9,1026.8,2.0,1.5,0.0,cma,87.0,109.5,36.6
201801222100,53845.0,1.0,3.0,2.0,80.0,20.0,4.0,-9.9,-16.4,59.0,1028.2,2.0,0.5,0.0,cma,117.0,109.5,36.6
