TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10,LON,LAT
201803100300,54135.0,1.0,3.0,2.0,64.0,270.0,3.0,-5.4,-14.2,49.9,1027.0,4.0,0.0,0.0,cma,59.0,122.37,43.6
201803100600,54135.0,1.0,3.0,2.0,77.0,290.0,3.0,-1.1,-14.3,35.9,1025.6,7.0,1.4,0.0,cma,33.0,122.37,43.6
201803100900,54135.0,1.0,3.0,2.0,77.0,320.0,4.0,0.7,-15.7,28.1,1024.9,7.0,0.7,0.0,cma,96.0,122.37,43.6
201803101200,54135.0,1.0,3.0,2.0,80.0,360.0,3.0,-2.3,-15.0,37.1,1027.2,2.0,2.1,0.0,cma,33.0,122.37,43.6
201803101500,54135.0,1.0,3.0,2.0,69.0,70.0,2.0,-6.8,-15.7,49.1,1027.8,2.0,0.7,0.0,cma,0.0,122.37,43.6
201803101800,54135.0,1.0,3.0,2.0,59.0,200.0,1.0,-9.8,-15.5,63.1,1028.2,2.0,0.4,0.0,cma,47.0,122.37,43.6
201803102100,54135.0,1.0,3.0,1.0,56.0,0.0,0.0,-10.2,-15.5,65.1,1027.6,7.0,0.5,0.0,cma,37.0,122.37,43.6
201803110000,54135.0,1.0,3.0,1.0,55.0,160.0,1.0,-6.3,-14.1,53.9,1027.8,2.0,0.2,0.0,cma,67.0,122.37,43.6
201803110300,54135.0,1.0,3.0,2.0,72.0,160.0,3.0,-0.3,-14.3,33.9,1025.9,7.0,1.8,0.0,cma,79.0,122.37,43.6
201803110600,54135.0,1.0,3.0,2.0,80.0,180.0,5.0,3.0,-12.1,32.0,1022.4,7.0,3.4,0.0,cma,136.0,122.37,43.6
201803110900,54135.0,1.0,3.0,2.0,78.0,160.0,4.0,2.3,-10.2,39.1,1020.3,7.0,2.1,0.0,cma,86.0,122.37,43.6
201803111200,54135.0,1.0,3.0,2.0,74.0,110.0,2.0,-0.9,-9.3,52.9,1018.6,7.0,1.6,0.0,cma,14.0,122.37,43.6
201803111500,54135.0,1.0,3.0,2.0,67.0,140.0,1.0,-2.0,-8.9,59.2,1015.5,7.0,2.8,0.0,cma,0.0,122.37,43.6
201803111800,54135.0,1.0,3.0,2.0,75.0,180.0,4.0,-0.3,-9.2,51.0,1012.0,7.0,3.3,0.0,cma,21.0,122.37,43.6
201803112100,54135.0,1.0,3.0,2.0,65.0,180.0,4.0,-0.6,-6.0,66.8,1009.2,7.0,2.7,0.0,cma,34.0,122.37,43.6
201803120000,54135.0,1.0,3.0,1.0,56.0,200.0,5.0,1.0,-1.9,80.9,1007.7,7.0,1.6,0.0,cma,36.0,122.37,43.6
201803120300,54135.0,1.0,3.0,1.0,56.0,220.0,5.0,7.3,0.3,61.1,1006.0,7.0,1.4,0.0,cma,30.0,122.37,43.6
201803120600,54135.0,1.0,3.0,1.0,57.0,220.0,4.0,12.8,0.9,44.1,1003.4,7.0,2.3,0.0,cma,58.0,122.37,43.6
201803120900,54135.0,1.0,3.0,1.0,56.0,200.0,3.0,12.7,1.7,47.0,1003.1,7.0,0.3,0.0,cma,83.0,122.37,43.6
201803121200,54135.0,1.0,3.0,1.0,39.0,200.0,1.0,7.5,2.2,69.1,1004.7,2.0,1.4,0.0,cma,135.0,122.37,43.6
201803121500,54135.0,1.0,3.0,1.0,25.0,180.0,2.0,4.8,1.8,80.9,1004.1,7.0,0.4,0.0,cma,188.0,122.37,43.6
201803121800,54135.0,1.0,3.0,1.0,26.0,180.0,3.0,4.8,2.0,82.0,1002.6,7.0,1.3,0.0,cma,132.0,122.37,43.6
201803122100,54135.0,1.0,3.0,1.0,55.0,160.0,2.0,3.0,0.9,86.1,1002.1,7.0,0.5,0.0,cma,183.0,122.37,43.6
201803130000,54135.0,1.0,3.0,1.0,55.0,250.0,2.0,3.8,1.3,83.7,1004.5,2.0,2.1,0.0,cma,167.0,122.37,43.6
201803130300,54135.0,1.0,3.0,1.0,49.0,320.0,3.0,1.2,-2.7,75.2,1010.1,2.0,5.3,0.0,cma,150.0,122.37,43.6
201803130600,54135.0,1.0,3.0,2.0,60.0,360.0,3.0,7.2,-4.2,44.1,1011.4,2.0,1.5,0.0,cma,41.0,122.37,43.6
201803130900,54135.0,1.0,3.0,2.0,58.0,70.0,3.0,7.7,-4.1,42.9,1013.9,2.0,2.4,0.0,cma,66.0,122.37,43.6
201803131200,54135.0,1.0,3.0,1.0,55.0,90.0,3.0,3.6,-1.7,68.2,1016.3,2.0,2.2,0.0,cma,104.0,122.37,43.6
201803131500,54135.0,1.0,3.0,1.0,50.0,40.0,1.0,1.2,-1.9,79.8,1016.9,2.0,0.4,0.0,cma,89.0,122.37,43.6
201803131800,54135.0,1.0,3.0,1.0,33.0,70.0,2.0,-0.2,-1.3,92.3,1014.6,7.0,2.0,0.0,cma,140.0,122.37,43.6
201803132100,54135.0,1.0,3.0,1.0,12.0,110.0,1.0,-0.3,-0.7,97.1,1012.3,7.0,2.3,0.0,cma,122.0,122.37,43.6
201803140000,54135.0,1.0,3.0,1.0,2.0,90.0,2.0,0.0,-0.1,99.3,1010.6,7.0,1.8,0.0,cma,122.0,122.37,43.6
201803140300,54135.0,1.0,3.0,1.0,21.0,320.0,1.0,1.8,1.8,,1010.9,2.0,0.3,0.0,cma,83.0,122.37,43.6
201803140600,54135.0,1.0,3.0,1.0,41.0,340.0,3.0,1.5,0.0,89.7,1012.3,2.0,1.3,0.0,cma,77.0,122.37,43.6
201803140900,54135.0,1.0,3.0,2.0,61.0,360.0,2.0,1.2,-1.4,82.8,1015.1,2.0,2.7,0.0,cma,125.0,122.37,43.6
201803141200,54135.0,1.0,3.0,2.0,63.0,360.0,1.0,2.0,-2.1,74.2,1018.7,2.0,3.6,0.0,cma,187.0,122.37,43.6
201803141500,54135.0,1.0,4.0,1.0,22.0,360.0,4.0,-1.9,-2.9,92.9,1022.6,2.0,3.7,0.0,cma,54.0,122.37,43.6
201803141800,54135.0,1.0,1.0,1.0,56.0,360.0,5.0,-4.8,-6.2,89.9,1025.3,2.0,2.5,1.0,cma,0.0,122.37,43.6
201803142100,54135.0,1.0,4.0,2.0,80.0,360.0,4.0,-5.4,-11.1,64.2,1028.2,2.0,2.8,0.0,cma,31.0,122.37,43.6
201803150000,54135.0,1.0,1.0,2.0,79.0,360.0,4.0,-6.1,-13.7,54.9,1031.9,2.0,3.6,1.0,cma,20.0,122.37,43.6
201803150300,54135.0,1.0,3.0,2.0,80.0,320.0,2.0,-3.6,-13.5,46.2,1033.7,2.0,1.7,0.0,cma,0.0,122.37,43.6
201803150600,54135.0,1.0,3.0,2.0,80.0,360.0,4.0,-1.0,-13.2,39.0,1032.6,7.0,1.1,0.0,cma,0.0,122.37,43.6
201803150900,54135.0,1.0,3.0,2.0,80.0,340.0,3.0,-1.2,-14.4,35.9,1032.6,4.0,0.0,0.0,cma,0.0,122.37,43.6
201803151200,54135.0,1.0,3.0,2.0,80.0,340.0,1.0,-3.1,-16.1,35.9,1033.3,2.0,0.6,0.0,cma,0.0,122.37,43.6
201803151500,54135.0,1.0,3.0,2.0,62.0,270.0,1.0,-6.0,-13.8,54.0,1034.4,2.0,1.0,0.0,cma,6.0,122.37,43.6
201803151800,54135.0,1.0,3.0,2.0,80.0,290.0,1.0,-7.0,-17.2,44.0,1033.8,7.0,0.5,0.0,cma,2.0,122.37,43.6
201803152100,54135.0,1.0,3.0,2.0,80.0,250.0,1.0,-9.3,-16.9,54.0,1033.6,7.0,0.3,0.0,cma,25.0,122.37,43.6
201803160000,54135.0,1.0,3.0,2.0,74.0,250.0,2.0,-6.9,-15.6,49.9,1033.8,2.0,0.2,0.0,cma,29.0,122.37,43.6
201803160300,54135.0,1.0,3.0,2.0,80.0,220.0,3.0,1.1,-15.0,28.9,1032.1,7.0,1.4,0.0,cma,7.0,122.37,43.6
201803160600,54135.0,1.0,3.0,2.0,80.0,220.0,3.0,4.1,-14.7,23.9,1028.5,7.0,3.5,0.0,cma,22.0,122.37,43.6
201803160900,54135.0,1.0,3.0,2.0,80.0,220.0,4.0,2.6,-15.0,26.0,1027.3,7.0,1.3,0.0,cma,33.0,122.37,43.6
201803161200,54135.0,1.0,3.0,2.0,71.0,160.0,2.0,-1.2,-12.5,41.9,1026.6,7.0,0.7,0.0,cma,44.0,122.37,43.6
201803161500,54135.0,1.0,3.0,2.0,80.0,180.0,2.0,-1.7,-11.5,47.1,1025.1,7.0,1.2,0.0,cma,6.0,122.37,43.6
201803161800,54135.0,1.0,3.0,2.0,78.0,200.0,2.0,-2.8,-11.0,53.2,1024.0,7.0,1.0,0.0,cma,36.0,122.37,43.6
201803162100,54135.0,1.0,3.0,2.0,66.0,160.0,1.0,-4.8,-10.8,62.8,1022.6,7.0,1.5,0.0,cma,27.0,122.37,43.6
201803170000,54135.0,1.0,3.0,2.0,63.0,200.0,1.0,-1.1,-9.7,52.0,1022.9,2.0,0.3,0.0,cma,27.0,122.37,43.6
201803170300,54135.0,1.0,3.0,2.0,78.0,250.0,2.0,5.9,-8.8,33.9,1022.1,7.0,0.5,0.0,cma,26.0,122.37,43.6
201803170600,54135.0,1.0,3.0,2.0,80.0,180.0,2.0,10.7,-9.6,23.0,1019.6,7.0,2.3,0.0,cma,63.0,122.37,43.6
201803170900,54135.0,1.0,3.0,2.0,72.0,200.0,3.0,7.6,-6.2,36.9,1019.5,7.0,0.3,0.0,cma,104.0,122.37,43.6
201803171200,54135.0,1.0,3.0,2.0,64.0,180.0,2.0,2.3,-5.3,57.2,1020.9,2.0,1.3,0.0,cma,34.0,122.37,43.6
201803171500,54135.0,1.0,3.0,1.0,50.0,220.0,2.0,-1.8,-2.9,92.2,1021.4,2.0,0.6,0.0,cma,62.0,122.37,43.6
201803171800,54135.0,1.0,3.0,1.0,22.0,220.0,3.0,-2.1,-2.5,97.1,1021.2,4.0,0.0,0.0,cma,63.0,122.37,43.6
201803172100,54135.0,1.0,3.0,1.0,17.0,200.0,3.0,-2.4,-2.5,99.3,1021.2,7.0,0.2,0.0,cma,106.0,122.37,43.6
201803180000,54135.0,1.0,3.0,1.0,27.0,200.0,3.0,-2.1,-2.2,99.3,1021.8,2.0,0.4,0.0,cma,52.0,122.37,43.6
201803180300,54135.0,1.0,3.0,2.0,66.0,250.0,2.0,8.8,-5.1,37.0,1021.1,7.0,0.4,0.0,cma,63.0,122.37,43.6
201803180600,54135.0,1.0,3.0,2.0,80.0,270.0,3.0,14.8,-10.8,16.0,1018.6,7.0,2.2,0.0,cma,51.0,122.37,43.6
201803180900,54135.0,1.0,3.0,2.0,80.0,320.0,3.0,14.2,-9.8,18.0,1018.3,7.0,0.3,0.0,cma,69.0,122.37,43.6
201803181200,54135.0,1.0,3.0,2.0,80.0,360.0,5.0,9.6,-10.0,24.0,1021.3,2.0,2.7,0.0,cma,0.0,122.37,43.6
201803181500,54135.0,1.0,3.0,2.0,77.0,20.0,6.0,5.3,-7.2,40.0,1024.0,2.0,2.9,0.0,cma,2.0,122.37,43.6
201803181800,54135.0,1.0,3.0,2.0,80.0,20.0,5.0,1.0,-11.4,39.0,1027.4,2.0,3.4,0.0,cma,23.0,122.37,43.6
201803182100,54135.0,1.0,3.0,2.0,80.0,40.0,6.0,-2.7,-13.5,43.2,1030.8,2.0,3.2,0.0,cma,44.0,122.37,43.6
201803190000,54135.0,1.0,3.0,2.0,75.0,40.0,5.0,-2.3,-14.4,38.9,1034.5,2.0,3.4,0.0,cma,134.0,122.37,43.6
201803190300,54135.0,1.0,3.0,2.0,77.0,40.0,5.0,1.2,-19.9,19.0,1035.0,2.0,0.5,0.0,cma,19.0,122.37,43.6
201803190600,54135.0,1.0,3.0,2.0,80.0,40.0,6.0,2.6,-20.7,16.0,1033.3,7.0,1.8,0.0,cma,7.0,122.37,43.6
201803190900,54135.0,1.0,3.0,2.0,75.0,40.0,5.0,1.9,-22.0,15.0,1033.2,7.0,0.3,0.0,cma,0.0,122.37,43.6
201803200000,54135.0,1.0,3.0,2.0,62.0,90.0,3.0,-2.2,-17.8,29.1,1037.5,2.0,0.8,0.0,cma,0.0,122.37,43.6
201803200300,54135.0,1.0,3.0,2.0,80.0,70.0,4.0,2.2,-21.8,15.0,1036.5,7.0,0.9,0.0,cma,0.0,122.37,43.6
201803201200,54135.0,1.0,3.0,2.0,68.0,70.0,2.0,1.0,-20.1,18.9,1030.7,2.0,0.1,0.0,cma,0.0,122.37,43.6
201803201500,54135.0,1.0,3.0,2.0,65.0,90.0,2.0,-1.0,-18.6,24.9,1029.7,7.0,0.9,0.0,cma,0.0,122.37,43.6
201803201800,54135.0,1.0,3.0,2.0,76.0,90.0,2.0,-3.3,-17.3,33.0,1027.8,7.0,1.9,0.0,cma,229.0,122.37,43.6
201803202100,54135.0,1.0,3.0,2.0,75.0,180.0,1.0,-6.6,-16.0,47.2,1026.2,7.0,1.7,0.0,cma,0.0,122.37,43.6
201803210000,54135.0,1.0,3.0,2.0,66.0,220.0,1.0,-2.2,-15.6,35.0,1025.3,7.0,0.8,0.0,cma,285.0,122.37,43.6
201803210300,54135.0,1.0,3.0,2.0,77.0,320.0,1.0,5.1,-17.3,18.0,1023.1,7.0,1.9,0.0,cma,401.0,122.37,43.6
201803210600,54135.0,1.0,3.0,2.0,80.0,70.0,1.0,8.5,-15.2,17.0,1019.6,7.0,3.4,0.0,cma,432.0,122.37,43.6
201803210900,54135.0,1.0,3.0,2.0,73.0,200.0,2.0,8.7,-13.0,20.0,1018.0,7.0,1.7,0.0,cma,0.0,122.37,43.6
201803211200,54135.0,1.0,3.0,2.0,57.0,160.0,1.0,2.9,-13.4,29.0,1017.7,7.0,0.4,0.0,cma,0.0,122.37,43.6
201803211500,54135.0,1.0,3.0,2.0,69.0,250.0,2.0,2.4,-13.8,29.1,1016.6,7.0,0.8,0.0,cma,42.0,122.37,43.6
201803211800,54135.0,1.0,3.0,2.0,80.0,250.0,2.0,0.8,-14.8,30.0,1015.5,7.0,1.0,0.0,cma,165.0,122.37,43.6
201803212100,54135.0,1.0,3.0,2.0,80.0,250.0,2.0,-1.5,-14.3,37.0,1014.5,7.0,1.0,0.0,cma,203.0,122.37,43.6
201803220000,54135.0,1.0,3.0,2.0,61.0,250.0,2.0,1.4,-13.1,33.0,1015.0,2.0,0.3,0.0,cma,540.0,122.37,43.6
201803220300,54135.0,1.0,3.0,2.0,80.0,220.0,2.0,10.2,-13.8,17.0,1013.6,7.0,1.0,0.0,cma,34.0,122.37,43.6
201803220600,54135.0,1.0,3.0,2.0,80.0,200.0,3.0,12.6,-13.4,14.9,1011.4,7.0,2.1,0.0,cma,0.0,122.37,43.6
201803220900,54135.0,1.0,3.0,2.0,80.0,160.0,2.0,12.6,-13.4,14.9,1011.1,7.0,0.4,0.0,cma,0.0,122.37,43.6
201803221200,54135.0,1.0,3.0,2.0,62.0,160.0,1.0,6.0,-12.5,25.1,1012.1,2.0,0.8,0.0,cma,0.0,122.37,43.6
201803221500,54135.0,1.0,3.0,2.0,66.0,160.0,2.0,3.3,-10.0,37.0,1011.5,7.0,0.3,0.0,cma,0.0,122.37,43.6
201803221800,54135.0,1.0,3.0,2.0,65.0,180.0,2.0,2.5,-9.4,41.1,1011.3,7.0,0.2,0.0,cma,23.0,122.37,43.6
201803222100,54135.0,1.0,3.0,2.0,64.0,270.0,1.0,1.3,,46.2,1012.3,2.0,1.0,0.0,cma,135.0,122.37,43.6
201803230000,54135.0,1.0,3.0,2.0,62.0,340.0,2.0,6.5,-12.1,25.0,1013.7,2.0,1.3,0.0,cma,172.0,122.37,43.6
201803230300,54135.0,1.0,3.0,2.0,80.0,320.0,3.0,10.4,-9.8,23.1,1014.5,2.0,0.8,0.0,cma,57.0,122.37,43.6
201803230600,54135.0,1.0,3.0,2.0,80.0,340.0,4.0,14.1,-12.1,15.1,1012.9,7.0,1.4,0.0,cma,0.0,122.37,43.6
201803230900,54135.0,1.0,3.0,2.0,80.0,290.0,3.0,14.6,-12.6,14.0,1013.1,2.0,0.1,0.0,cma,0.0,122.37,43.6
201803231200,54135.0,1.0,3.0,2.0,80.0,340.0,4.0,10.8,-14.0,16.0,1016.1,2.0,3.0,0.0,cma,0.0,122.37,43.6
201803231500,54135.0,1.0,3.0,2.0,80.0,290.0,2.0,6.3,-11.8,26.0,1017.3,2.0,1.2,0.0,cma,0.0,122.37,43.6
201803231800,54135.0,1.0,3.0,2.0,80.0,270.0,2.0,4.4,-10.9,31.9,1017.0,7.0,0.2,0.0,cma,0.0,122.37,43.6
201803232100,54135.0,1.0,3.0,2.0,80.0,270.0,3.0,1.6,-11.5,37.1,1017.1,4.0,0.0,0.0,cma,0.0,122.37,43.6
201803240000,54135.0,1.0,3.0,2.0,71.0,270.0,3.0,5.1,-10.2,32.1,1017.6,2.0,0.4,0.0,cma,0.0,122.37,43.6
201803240300,54135.0,1.0,3.0,2.0,80.0,270.0,5.0,16.5,-8.6,17.0,1016.2,7.0,1.1,0.0,cma,0.0,122.37,43.6
201803240600,54135.0,1.0,3.0,2.0,80.0,250.0,5.0,20.5,-8.8,13.1,1012.9,7.0,3.1,0.0,cma,0.0,122.37,43.6
201803240900,54135.0,1.0,3.0,2.0,80.0,250.0,3.0,21.3,-10.3,11.0,1011.9,7.0,1.1,0.0,cma,0.0,122.37,43.6
201803241200,54135.0,1.0,3.0,2.0,59.0,250.0,1.0,12.6,-9.8,19.9,1012.3,2.0,0.2,0.0,cma,0.0,122.37,43.6
201803241500,54135.0,1.0,3.0,2.0,80.0,200.0,2.0,10.7,-8.0,26.0,1011.7,7.0,0.2,0.0,cma,0.0,122.37,43.6
201803241800,54135.0,1.0,3.0,2.0,80.0,250.0,3.0,10.2,-10.6,21.9,1010.6,7.0,1.0,0.0,cma,0.0,122.37,43.6
201803242100,54135.0,1.0,3.0,2.0,80.0,270.0,2.0,8.9,-11.7,21.9,1010.2,7.0,0.4,0.0,cma,70.0,122.37,43.6
201803250000,54135.0,1.0,3.0,2.0,74.0,250.0,3.0,13.5,-11.8,16.0,1011.1,2.0,0.8,0.0,cma,8.0,122.37,43.6
201803250300,54135.0,1.0,3.0,2.0,76.0,270.0,5.0,23.1,-14.6,7.0,1010.4,7.0,0.4,0.0,cma,5.0,122.37,43.6
201803250600,54135.0,1.0,3.0,2.0,80.0,270.0,3.0,25.8,-14.5,6.0,1009.4,7.0,0.9,0.0,cma,55.0,122.37,43.6
201803250900,54135.0,1.0,3.0,2.0,80.0,360.0,3.0,24.3,-12.1,8.0,1009.7,2.0,0.2,0.0,cma,20.0,122.37,43.6
201803251200,54135.0,1.0,3.0,2.0,57.0,20.0,2.0,18.3,-10.6,13.0,1011.1,2.0,1.3,0.0,cma,83.0,122.37,43.6
201803251500,54135.0,1.0,3.0,2.0,61.0,140.0,1.0,10.8,-11.3,19.9,1010.9,7.0,0.1,0.0,cma,0.0,122.37,43.6
201803251800,54135.0,1.0,3.0,1.0,56.0,160.0,2.0,7.1,-1.3,55.1,1010.3,7.0,0.7,0.0,cma,21.0,122.37,43.6
201803252100,54135.0,1.0,3.0,2.0,58.0,180.0,1.0,6.1,-5.2,44.1,1009.2,7.0,1.1,0.0,cma,126.0,122.37,43.6
201803260000,54135.0,1.0,3.0,2.0,62.0,200.0,3.0,11.3,-7.5,26.0,1009.2,7.0,0.1,0.0,cma,213.0,122.37,43.6
201803260300,54135.0,1.0,3.0,2.0,66.0,180.0,5.0,22.6,-7.2,13.0,1006.5,7.0,2.5,0.0,cma,173.0,122.37,43.6
201803260600,54135.0,1.0,3.0,2.0,58.0,200.0,5.0,25.3,-4.1,14.0,1003.1,7.0,3.3,0.0,cma,0.0,122.37,43.6
201803260900,54135.0,1.0,3.0,2.0,58.0,180.0,5.0,21.5,0.7,25.1,1002.1,7.0,1.2,0.0,cma,64.0,122.37,43.6
201803261200,54135.0,1.0,3.0,2.0,59.0,250.0,4.0,15.8,2.2,39.9,1004.3,2.0,2.1,0.0,cma,41.0,122.37,43.6
201803261500,54135.0,1.0,3.0,2.0,58.0,160.0,1.0,12.0,2.5,52.2,1006.4,2.0,2.4,0.0,cma,253.0,122.37,43.6
201803261800,54135.0,1.0,3.0,2.0,58.0,140.0,2.0,8.8,3.0,66.9,1006.2,7.0,0.2,0.0,cma,412.0,122.37,43.6
201803262100,54135.0,1.0,3.0,1.0,56.0,160.0,1.0,5.6,2.1,78.2,1005.3,7.0,1.2,0.0,cma,256.0,122.37,43.6
201803270000,54135.0,1.0,3.0,1.0,56.0,180.0,3.0,9.9,3.6,64.8,1003.8,7.0,1.5,0.0,cma,141.0,122.37,43.6
201803270300,54135.0,1.0,3.0,2.0,57.0,180.0,6.0,17.4,4.0,40.9,1000.6,7.0,3.0,0.0,cma,118.0,122.37,43.6
201803270600,54135.0,1.0,3.0,1.0,57.0,200.0,6.0,22.6,4.6,30.9,995.8,7.0,4.6,0.0,cma,65.0,122.37,43.6
201803270900,54135.0,1.0,3.0,1.0,56.0,200.0,7.0,21.2,6.7,39.0,993.7,7.0,2.2,0.0,cma,92.0,122.37,43.6
201803271200,54135.0,1.0,3.0,2.0,59.0,200.0,5.0,16.8,7.2,53.1,995.8,2.0,2.0,0.0,cma,76.0,122.37,43.6
201803271500,54135.0,1.0,3.0,1.0,56.0,290.0,6.0,13.3,-1.8,35.1,1004.7,2.0,8.9,0.0,cma,386.0,122.37,43.6
201803271800,54135.0,1.0,3.0,2.0,71.0,290.0,2.0,10.5,-6.3,30.1,1008.1,2.0,3.4,0.0,cma,642.0,122.37,43.6
201803272100,54135.0,1.0,3.0,2.0,80.0,290.0,3.0,9.3,-4.6,37.1,1011.7,2.0,3.4,0.0,cma,237.0,122.37,43.6
201803280000,54135.0,1.0,3.0,2.0,80.0,270.0,4.0,9.6,-5.9,32.9,1014.9,2.0,3.0,0.0,cma,981.0,122.37,43.6
201803280300,54135.0,1.0,3.0,2.0,80.0,340.0,5.0,11.9,-9.1,22.1,1016.6,2.0,1.6,0.0,cma,184.0,122.37,43.6
201803280600,54135.0,1.0,3.0,2.0,80.0,290.0,2.0,14.4,-14.7,12.0,1015.9,7.0,0.7,0.0,cma,111.0,122.37,43.6
201803280900,54135.0,1.0,3.0,2.0,80.0,290.0,3.0,13.4,-13.6,14.0,1016.7,2.0,0.7,0.0,cma,24.0,122.37,43.6
201803281200,54135.0,1.0,3.0,2.0,80.0,360.0,1.0,11.1,-11.7,18.9,1019.0,2.0,2.2,0.0,cma,16.0,122.37,43.6
201803281500,54135.0,1.0,3.0,2.0,80.0,320.0,3.0,8.3,-12.2,22.0,1021.7,2.0,2.6,0.0,cma,14.0,122.37,43.6
201803281800,54135.0,1.0,3.0,2.0,80.0,320.0,5.0,5.8,-14.8,21.1,1023.9,2.0,2.2,0.0,cma,2.0,122.37,43.6
201803282100,54135.0,1.0,3.0,2.0,80.0,290.0,2.0,2.4,-12.6,32.0,1026.8,2.0,2.6,0.0,cma,39.0,122.37,43.6
201803290000,54135.0,1.0,3.0,2.0,80.0,360.0,4.0,5.1,-11.0,30.1,1029.4,2.0,2.6,0.0,cma,0.0,122.37,43.6
201803290300,54135.0,1.0,3.0,2.0,80.0,340.0,3.0,8.5,-13.8,19.0,1030.2,2.0,0.8,0.0,cma,9.0,122.37,43.6
201803290600,54135.0,1.0,3.0,2.0,80.0,360.0,4.0,10.3,-17.9,12.0,1028.4,7.0,1.8,0.0,cma,31.0,122.37,43.6
201803290900,54135.0,1.0,3.0,2.0,80.0,360.0,2.0,10.2,-18.0,12.0,1027.7,7.0,0.8,0.0,cma,28.0,122.37,43.6
201803291200,54135.0,1.0,3.0,2.0,35.0,70.0,1.0,6.3,-16.3,18.0,1028.0,2.0,0.2,0.0,cma,0.0,122.37,43.6
201803291500,54135.0,1.0,3.0,2.0,67.0,160.0,1.0,3.5,-17.4,19.9,1028.0,2.0,0.1,0.0,cma,0.0,122.37,43.6
201803291800,54135.0,1.0,3.0,2.0,60.0,160.0,1.0,0.6,-15.8,28.0,1027.0,7.0,1.1,0.0,cma,27.0,122.37,43.6
201803292100,54135.0,1.0,3.0,2.0,68.0,160.0,1.0,-1.8,-14.9,36.0,1026.3,7.0,0.7,0.0,cma,259.0,122.37,43.6
201803300000,54135.0,1.0,3.0,2.0,61.0,180.0,2.0,4.9,-12.1,28.0,1026.5,2.0,0.3,0.0,cma,52.0,122.37,43.6
201803300300,54135.0,1.0,3.0,2.0,80.0,200.0,2.0,11.7,-14.9,14.0,1024.2,7.0,2.1,0.0,cma,185.0,122.37,43.6
201803300600,54135.0,1.0,3.0,2.0,80.0,160.0,2.0,12.3,-14.4,14.0,1021.4,7.0,2.9,0.0,cma,97.0,122.37,43.6
201803300900,54135.0,1.0,3.0,2.0,68.0,110.0,3.0,12.0,-13.8,15.1,1017.5,7.0,3.9,0.0,cma,138.0,122.37,43.6
201803301200,54135.0,1.0,3.0,2.0,61.0,290.0,1.0,10.5,-6.8,29.0,1018.3,2.0,1.0,0.0,cma,22.0,122.37,43.6
201803301500,54135.0,1.0,3.0,2.0,67.0,70.0,3.0,7.1,1.4,67.0,1015.3,7.0,2.8,0.0,cma,35.0,122.37,43.6
201803301800,54135.0,1.0,3.0,2.0,72.0,90.0,3.0,7.0,0.9,65.1,1013.2,7.0,2.0,0.0,cma,102.0,122.37,43.6
201803302100,54135.0,1.0,3.0,2.0,69.0,70.0,1.0,4.8,-3.5,54.9,1013.2,7.0,0.1,0.0,cma,202.0,122.37,43.6
201803310000,54135.0,1.0,1.0,2.0,65.0,360.0,3.0,6.9,-0.1,61.0,1014.1,2.0,0.9,2.0,cma,65.0,122.37,43.6
201803310300,54135.0,1.0,3.0,2.0,69.0,290.0,3.0,11.6,0.7,47.1,1014.4,2.0,0.3,0.0,cma,0.0,122.37,43.6
201803310600,54135.0,1.0,3.0,2.0,73.0,270.0,3.0,14.1,-1.1,35.1,1013.1,7.0,1.2,0.0,cma,38.0,122.37,43.6
201803310900,54135.0,1.0,3.0,2.0,59.0,270.0,2.0,14.4,-0.9,34.9,1011.9,7.0,1.2,0.0,cma,66.0,122.37,43.6
201803311200,54135.0,1.0,3.0,2.0,58.0,250.0,1.0,9.1,-1.3,48.1,1013.7,2.0,1.6,0.0,cma,63.0,122.37,43.6
201803311500,54135.0,1.0,3.0,2.0,64.0,220.0,1.0,7.6,-1.6,52.1,1012.8,7.0,0.7,0.0,cma,40.0,122.37,43.6
201803311800,54135.0,1.0,3.0,2.0,57.0,160.0,1.0,6.5,-0.9,59.1,1012.0,7.0,0.8,0.0,cma,72.0,122.37,43.6
201803312100,54135.0,1.0,3.0,2.0,69.0,140.0,2.0,5.2,-1.3,62.8,1010.2,7.0,1.8,0.0,cma,224.0,122.37,43.6
201804010000,54135.0,1.0,3.0,2.0,57.0,160.0,2.0,8.9,1.6,60.2,1009.1,7.0,1.1,0.0,cma,87.0,122.37,43.6
201804010300,54135.0,1.0,3.0,2.0,59.0,180.0,5.0,16.8,2.8,39.1,1006.4,7.0,2.4,0.0,cma,94.0,122.37,43.6
201804010600,54135.0,1.0,3.0,2.0,57.0,180.0,4.0,20.5,3.7,33.0,1002.3,7.0,3.9,0.0,cma,59.0,122.37,43.6
201804010900,54135.0,1.0,3.0,2.0,60.0,180.0,3.0,20.2,4.3,35.1,1000.7,7.0,1.6,0.0,cma,182.0,122.37,43.6
201804011200,54135.0,1.0,3.0,2.0,61.0,200.0,4.0,14.7,5.8,55.1,1000.4,7.0,0.4,0.0,cma,116.0,122.37,43.6
201804011500,54135.0,1.0,3.0,2.0,59.0,220.0,4.0,12.9,6.3,64.2,999.7,7.0,0.5,0.0,cma,232.0,122.37,43.6
201804011800,54135.0,1.0,3.0,2.0,58.0,200.0,3.0,12.0,6.1,67.1,998.8,7.0,0.7,0.0,cma,196.0,122.37,43.6
