TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10
202001010000,54218.0,1.0,9.0,4.0,57.0,360.0,0.0,-17.3,-26.7,43.8,1036.4,2.0,1.2,2.0,cma,62.0
202001010100,54218.0,1.0,9.0,4.0,57.0,360.0,0.0,-17.3,-26.7,43.8,1036.4,2.0,1.2,2.0,cma,62.0
202001010200,54218.0,1.0,9.0,4.0,57.0,360.0,0.0,-17.3,-26.7,43.8,1036.4,2.0,1.2,2.0,cma,62.0
202001010300,54218.0,1.0,9.0,4.0,57.0,360.0,0.0,-17.3,-26.7,43.8,1036.4,2.0,1.2,2.0,cma,62.0
202001010400,54218.0,1.0,9.0,4.0,57.0,360.0,0.0,-17.3,-26.7,43.8,1036.4,2.0,1.2,2.0,cma,62.0
202001010500,54218.0,1.0,9.0,4.0,57.0,360.0,0.0,-17.3,-26.7,43.8,1036.4,2.0,1.2,2.0,cma,62.0
202001010600,54218.0,1.0,9.0,4.0,75.0,140.0,1.0,-5.4,-25.4,19.0,1032.7,7.0,1.8,2.0,cma,63.0
202001010700,54218.0,1.0,9.0,4.0,75.0,140.0,1.0,-5.4,-25.4,19.0,1032.7,7.0,1.8,2.0,cma,63.0
202001010800,54218.0,1.0,9.0,4.0,75.0,140.0,1.0,-5.4,-25.4,19.0,1032.7,7.0,1.8,2.0,cma,63.0
202001010900,54218.0,1.0,9.0,4.0,75.0,140.0,1.0,-5.4,-25.4,19.0,1032.7,7.0,1.8,2.0,cma,63.0
202001011000,54218.0,1.0,9.0,4.0,75.0,140.0,1.0,-5.4,-25.4,19.0,1032.7,7.0,1.8,2.0,cma,63.0
202001011100,54218.0,1.0,9.0,4.0,75.0,140.0,1.0,-5.4,-25.4,19.0,1032.7,7.0,1.8,2.0,cma,63.0
202001011200,54218.0,1.0,9.0,4.0,32.0,210.0,1.0,-10.7,-23.2,35.0,1035.1,2.0,0.9,2.0,cma,214.0
202001011300,54218.0,1.0,9.0,4.0,32.0,210.0,1.0,-10.7,-23.2,35.0,1035.1,2.0,0.9,2.0,cma,214.0
202001011400,54218.0,1.0,9.0,4.0,32.0,210.0,1.0,-10.7,-23.2,35.0,1035.1,2.0,0.9,2.0,cma,214.0
202001011500,54218.0,1.0,9.0,4.0,32.0,210.0,1.0,-10.7,-23.2,35.0,1035.1,2.0,0.9,2.0,cma,214.0
202001011600,54218.0,1.0,9.0,4.0,32.0,210.0,1.0,-10.7,-23.2,35.0,1035.1,2.0,0.9,2.0,cma,214.0
202001011700,54218.0,1.0,9.0,4.0,32.0,210.0,1.0,-10.7,-23.2,35.0,1035.1,2.0,0.9,2.0,cma,214.0
202001011800,54218.0,1.0,9.0,4.0,60.0,250.0,1.0,-15.1,-24.9,42.9,1033.3,7.0,0.5,2.0,cma,194.0
202001011900,54218.0,1.0,9.0,4.0,60.0,250.0,1.0,-15.1,-24.9,42.9,1033.3,7.0,0.5,2.0,cma,194.0
202001012000,54218.0,1.0,9.0,4.0,60.0,250.0,1.0,-15.1,-24.9,42.9,1033.3,7.0,0.5,2.0,cma,194.0
202001012100,54218.0,1.0,9.0,4.0,60.0,250.0,1.0,-15.1,-24.9,42.9,1033.3,7.0,0.5,2.0,cma,194.0
202001012200,54218.0,1.0,9.0,4.0,60.0,250.0,1.0,-15.1,-24.9,42.9,1033.3,7.0,0.5,2.0,cma,194.0
202001012300,54218.0,1.0,9.0,4.0,60.0,250.0,1.0,-15.1,-24.9,42.9,1033.3,7.0,0.5,2.0,cma,194.0
202001020000,54218.0,1.0,9.0,4.0,56.0,250.0,2.0,-11.9,-19.1,55.1,1034.8,2.0,1.1,2.0,cma,261.0
202001020100,54218.0,1.0,9.0,4.0,56.0,250.0,2.0,-11.9,-19.1,55.1,1034.8,2.0,1.1,2.0,cma,261.0
202001020200,54218.0,1.0,9.0,4.0,56.0,250.0,2.0,-11.9,-19.1,55.1,1034.8,2.0,1.1,2.0,cma,261.0
202001020300,54218.0,1.0,9.0,4.0,56.0,250.0,2.0,-11.9,-19.1,55.1,1034.8,2.0,1.1,2.0,cma,261.0
202001020400,54218.0,1.0,9.0,4.0,56.0,250.0,2.0,-11.9,-19.1,55.1,1034.8,2.0,1.1,2.0,cma,261.0
202001020500,54218.0,1.0,9.0,4.0,56.0,250.0,2.0,-11.9,-19.1,55.1,1034.8,2.0,1.1,2.0,cma,261.0
202001020600,54218.0,1.0,9.0,4.0,80.0,260.0,2.0,2.7,-18.0,20.1,1031.8,7.0,1.7,2.0,cma,160.0
202001020700,54218.0,1.0,9.0,4.0,80.0,260.0,2.0,2.7,-18.0,20.1,1031.8,7.0,1.7,2.0,cma,160.0
202001020800,54218.0,1.0,9.0,4.0,80.0,260.0,2.0,2.7,-18.0,20.1,1031.8,7.0,1.7,2.0,cma,160.0
202001020900,54218.0,1.0,9.0,4.0,80.0,260.0,2.0,2.7,-18.0,20.1,1031.8,7.0,1.7,2.0,cma,160.0
202001021000,54218.0,1.0,9.0,4.0,80.0,260.0,2.0,2.7,-18.0,20.1,1031.8,7.0,1.7,2.0,cma,160.0
202001021100,54218.0,1.0,9.0,4.0,80.0,260.0,2.0,2.7,-18.0,20.1,1031.8,7.0,1.7,2.0,cma,160.0
202001021200,54218.0,1.0,9.0,4.0,74.0,280.0,4.0,-3.0,-19.0,27.9,1033.2,2.0,0.5,2.0,cma,185.0
202001021300,54218.0,1.0,9.0,4.0,74.0,280.0,4.0,-3.0,-19.0,27.9,1033.2,2.0,0.5,2.0,cma,185.0
202001021400,54218.0,1.0,9.0,4.0,74.0,280.0,4.0,-3.0,-19.0,27.9,1033.2,2.0,0.5,2.0,cma,185.0
