TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10
202001010000,54135.0,1.0,9.0,4.0,50.0,260.0,1.0,-18.6,-22.9,68.9,1033.8,2.0,0.6,2.0,cma,56.0
202001010100,54135.0,1.0,9.0,4.0,50.0,260.0,1.0,-18.6,-22.9,68.9,1033.8,2.0,0.6,2.0,cma,56.0
202001010200,54135.0,1.0,9.0,4.0,50.0,260.0,1.0,-18.6,-22.9,68.9,1033.8,2.0,0.6,2.0,cma,56.0
202001010300,54135.0,1.0,9.0,4.0,50.0,260.0,1.0,-18.6,-22.9,68.9,1033.8,2.0,0.6,2.0,cma,56.0
202001010400,54135.0,1.0,9.0,4.0,50.0,260.0,1.0,-18.6,-22.9,68.9,1033.8,2.0,0.6,2.0,cma,56.0
202001010500,54135.0,1.0,9.0,4.0,50.0,260.0,1.0,-18.6,-22.9,68.9,1033.8,2.0,0.6,2.0,cma,56.0
202001010600,54135.0,1.0,9.0,4.0,67.0,250.0,1.0,-10.4,-21.4,40.0,1033.2,7.0,1.6,2.0,cma,66.0
202001010700,54135.0,1.0,9.0,4.0,67.0,250.0,1.0,-10.4,-21.4,40.0,1033.2,7.0,1.6,2.0,cma,66.0
202001010800,54135.0,1.0,9.0,4.0,67.0,250.0,1.0,-10.4,-21.4,40.0,1033.2,7.0,1.6,2.0,cma,66.0
202001010900,54135.0,1.0,9.0,4.0,67.0,250.0,1.0,-10.4,-21.4,40.0,1033.2,7.0,1.6,2.0,cma,66.0
202001011000,54135.0,1.0,9.0,4.0,67.0,250.0,1.0,-10.4,-21.4,40.0,1033.2,7.0,1.6,2.0,cma,66.0
202001011100,54135.0,1.0,9.0,4.0,67.0,250.0,1.0,-10.4,-21.4,40.0,1033.2,7.0,1.6,2.0,cma,66.0
202001011200,54135.0,1.0,9.0,4.0,27.0,140.0,1.0,-15.2,-20.1,66.1,1033.1,7.0,0.3,2.0,cma,197.0
202001011300,54135.0,1.0,9.0,4.0,27.0,140.0,1.0,-15.2,-20.1,66.1,1033.1,7.0,0.3,2.0,cma,197.0
202001011400,54135.0,1.0,9.0,4.0,27.0,140.0,1.0,-15.2,-20.1,66.1,1033.1,7.0,0.3,2.0,cma,197.0
202001011500,54135.0,1.0,9.0,4.0,27.0,140.0,1.0,-15.2,-20.1,66.1,1033.1,7.0,0.3,2.0,cma,197.0
202001011600,54135.0,1.0,9.0,4.0,27.0,140.0,1.0,-15.2,-20.1,66.1,1033.1,7.0,0.3,2.0,cma,197.0
202001011700,54135.0,1.0,9.0,4.0,27.0,140.0,1.0,-15.2,-20.1,66.1,1033.1,7.0,0.3,2.0,cma,197.0
202001011800,54135.0,1.0,9.0,4.0,60.0,250.0,2.0,-16.9,-21.1,69.8,1031.5,7.0,1.2,2.0,cma,117.0
202001011900,54135.0,1.0,9.0,4.0,60.0,250.0,2.0,-16.9,-21.1,69.8,1031.5,7.0,1.2,2.0,cma,117.0
202001012000,54135.0,1.0,9.0,4.0,60.0,250.0,2.0,-16.9,-21.1,69.8,1031.5,7.0,1.2,2.0,cma,117.0
202001012100,54135.0,1.0,9.0,4.0,60.0,250.0,2.0,-16.9,-21.1,69.8,1031.5,7.0,1.2,2.0,cma,117.0
202001012200,54135.0,1.0,9.0,4.0,60.0,250.0,2.0,-16.9,-21.1,69.8,1031.5,7.0,1.2,2.0,cma,117.0
202001012300,54135.0,1.0,9.0,4.0,60.0,250.0,2.0,-16.9,-21.1,69.8,1031.5,7.0,1.2,2.0,cma,117.0
202001020000,54135.0,1.0,9.0,4.0,56.0,260.0,2.0,-19.1,-22.6,73.8,1031.2,2.0,0.3,2.0,cma,175.0
202001020100,54135.0,1.0,9.0,4.0,56.0,260.0,2.0,-19.1,-22.6,73.8,1031.2,2.0,0.3,2.0,cma,175.0
202001020200,54135.0,1.0,9.0,4.0,56.0,260.0,2.0,-19.1,-22.6,73.8,1031.2,2.0,0.3,2.0,cma,175.0
202001020300,54135.0,1.0,9.0,4.0,56.0,260.0,2.0,-19.1,-22.6,73.8,1031.2,2.0,0.3,2.0,cma,175.0
202001020400,54135.0,1.0,9.0,4.0,56.0,260.0,2.0,-19.1,-22.6,73.8,1031.2,2.0,0.3,2.0,cma,175.0
202001020500,54135.0,1.0,9.0,4.0,56.0,260.0,2.0,-19.1,-22.6,73.8,1031.2,2.0,0.3,2.0,cma,175.0
202001020600,54135.0,1.0,9.0,4.0,65.0,270.0,3.0,-7.4,-17.3,45.0,1029.7,7.0,1.1,2.0,cma,88.0
202001020700,54135.0,1.0,9.0,4.0,65.0,270.0,3.0,-7.4,-17.3,45.0,1029.7,7.0,1.1,2.0,cma,88.0
202001020800,54135.0,1.0,9.0,4.0,65.0,270.0,3.0,-7.4,-17.3,45.0,1029.7,7.0,1.1,2.0,cma,88.0
202001020900,54135.0,1.0,9.0,4.0,65.0,270.0,3.0,-7.4,-17.3,45.0,1029.7,7.0,1.1,2.0,cma,88.0
202001021000,54135.0,1.0,9.0,4.0,65.0,270.0,3.0,-7.4,-17.3,45.0,1029.7,7.0,1.1,2.0,cma,88.0
202001021100,54135.0,1.0,9.0,4.0,65.0,270.0,3.0,-7.4,-17.3,45.0,1029.7,7.0,1.1,2.0,cma,88.0
202001021200,54135.0,1.0,9.0,4.0,59.0,250.0,2.0,-10.2,-16.7,58.9,1029.3,7.0,0.4,2.0,cma,186.0
202001021300,54135.0,1.0,9.0,4.0,59.0,250.0,2.0,-10.2,-16.7,58.9,1029.3,7.0,0.4,2.0,cma,186.0
202001021400,54135.0,1.0,9.0,4.0,59.0,250.0,2.0,-10.2,-16.7,58.9,1029.3,7.0,0.4,2.0,cma,186.0
202001021500,54135.0,1.0,9.0,4.0,59.0,250.0,2.0,-10.2,-16.7,58.9,1029.3,7.0,0.4,2.0,cma,186.0
202001021600,54135.0,1.0,9.0,4.0,59.0,250.0,2.0,-10.2,-16.7,58.9,1029.3,7.0,0.4,2.0,cma,186.0
202001021700,54135.0,1.0,9.0,4.0,59.0,250.0,2.0,-10.2,-16.7,58.9,1029.3,7.0,0.4,2.0,cma,186.0
202001021800,54135.0,1.0,9.0,4.0,70.0,250.0,2.0,-11.6,-16.7,65.9,1027.5,7.0,0.8,2.0,cma,120.0
202001021900,54135.0,1.0,9.0,4.0,70.0,250.0,2.0,-11.6,-16.7,65.9,1027.5,7.0,0.8,2.0,cma,120.0
202001022000,54135.0,1.0,9.0,4.0,70.0,250.0,2.0,-11.6,-16.7,65.9,1027.5,7.0,0.8,2.0,cma,120.0
202001022100,54135.0,1.0,9.0,4.0,70.0,250.0,2.0,-11.6,-16.7,65.9,1027.5,7.0,0.8,2.0,cma,120.0
202001022200,54135.0,1.0,9.0,4.0,70.0,250.0,2.0,-11.6,-16.7,65.9,1027.5,7.0,0.8,2.0,cma,120.0
202001022300,54135.0,1.0,9.0,4.0,70.0,250.0,2.0,-11.6,-16.7,65.9,1027.5,7.0,0.8,2.0,cma,120.0
202001030000,54135.0,1.0,9.0,4.0,60.0,240.0,2.0,-13.1,-17.4,70.1,1028.1,2.0,1.1,2.0,cma,92.0
202001030100,54135.0,1.0,9.0,4.0,60.0,240.0,2.0,-13.1,-17.4,70.1,1028.1,2.0,1.1,2.0,cma,92.0
202001030200,54135.0,1.0,9.0,4.0,60.0,240.0,2.0,-13.1,-17.4,70.1,1028.1,2.0,1.1,2.0,cma,92.0
202001030300,54135.0,1.0,9.0,4.0,60.0,240.0,2.0,-13.1,-17.4,70.1,1028.1,2.0,1.1,2.0,cma,92.0
202001030400,54135.0,1.0,9.0,4.0,60.0,240.0,2.0,-13.1,-17.4,70.1,1028.1,2.0,1.1,2.0,cma,92.0
202001030500,54135.0,1.0,9.0,4.0,60.0,240.0,2.0,-13.1,-17.4,70.1,1028.1,2.0,1.1,2.0,cma,92.0
202001030600,54135.0,1.0,9.0,4.0,72.0,270.0,3.0,-3.4,-12.6,48.9,1026.2,7.0,1.5,2.0,cma,39.0
202001030700,54135.0,1.0,9.0,4.0,72.0,270.0,3.0,-3.4,-12.6,48.9,1026.2,7.0,1.5,2.0,cma,39.0
202001030800,54135.0,1.0,9.0,4.0,72.0,270.0,3.0,-3.4,-12.6,48.9,1026.2,7.0,1.5,2.0,cma,39.0
202001030900,54135.0,1.0,9.0,4.0,72.0,270.0,3.0,-3.4,-12.6,48.9,1026.2,7.0,1.5,2.0,cma,39.0
202001031000,54135.0,1.0,9.0,4.0,72.0,270.0,3.0,-3.4,-12.6,48.9,1026.2,7.0,1.5,2.0,cma,39.0
202001031100,54135.0,1.0,9.0,4.0,72.0,270.0,3.0,-3.4,-12.6,48.9,1026.2,7.0,1.5,2.0,cma,39.0
202001031200,54135.0,1.0,9.0,4.0,43.0,260.0,2.0,-7.0,-12.1,66.9,1025.9,7.0,0.8,2.0,cma,88.0
202001031300,54135.0,1.0,9.0,4.0,43.0,260.0,2.0,-7.0,-12.1,66.9,1025.9,7.0,0.8,2.0,cma,88.0
202001031400,54135.0,1.0,9.0,4.0,43.0,260.0,2.0,-7.0,-12.1,66.9,1025.9,7.0,0.8,2.0,cma,88.0
202001031500,54135.0,1.0,9.0,4.0,43.0,260.0,2.0,-7.0,-12.1,66.9,1025.9,7.0,0.8,2.0,cma,88.0
202001031600,54135.0,1.0,9.0,4.0,43.0,260.0,2.0,-7.0,-12.1,66.9,1025.9,7.0,0.8,2.0,cma,88.0
202001031700,54135.0,1.0,9.0,4.0,43.0,260.0,2.0,-7.0,-12.1,66.9,1025.9,7.0,0.8,2.0,cma,88.0
202001031800,54135.0,1.0,9.0,4.0,59.0,260.0,1.0,-10.7,-14.1,76.0,1025.6,2.0,0.6,2.0,cma,62.0
202001031900,54135.0,1.0,9.0,4.0,59.0,260.0,1.0,-10.7,-14.1,76.0,1025.6,2.0,0.6,2.0,cma,62.0
202001032000,54135.0,1.0,9.0,4.0,59.0,260.0,1.0,-10.7,-14.1,76.0,1025.6,2.0,0.6,2.0,cma,62.0
202001032100,54135.0,1.0,9.0,4.0,59.0,260.0,1.0,-10.7,-14.1,76.0,1025.6,2.0,0.6,2.0,cma,62.0
202001032200,54135.0,1.0,9.0,4.0,59.0,260.0,1.0,-10.7,-14.1,76.0,1025.6,2.0,0.6,2.0,cma,62.0
202001032300,54135.0,1.0,9.0,4.0,59.0,260.0,1.0,-10.7,-14.1,76.0,1025.6,2.0,0.6,2.0,cma,62.0
202001040000,54135.0,1.0,9.0,4.0,59.0,270.0,1.0,-9.1,-14.3,65.9,1028.3,2.0,2.0,2.0,cma,119.0
202001040100,54135.0,1.0,9.0,4.0,59.0,270.0,1.0,-9.1,-14.3,65.9,1028.3,2.0,2.0,2.0,cma,119.0
202001040200,54135.0,1.0,9.0,4.0,59.0,270.0,1.0,-9.1,-14.3,65.9,1028.3,2.0,2.0,2.0,cma,119.0
202001040300,54135.0,1.0,9.0,4.0,59.0,270.0,1.0,-9.1,-14.3,65.9,1028.3,2.0,2.0,2.0,cma,119.0
