TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10
202001010000,53845.0,1.0,9.0,4.0,58.0,30.0,1.0,-9.8,-12.6,80.0,1033.0,2.0,1.6,2.0,cma,66.0
202001010100,53845.0,1.0,9.0,4.0,58.0,30.0,1.0,-9.8,-12.6,80.0,1033.0,2.0,1.6,2.0,cma,66.0
202001010200,53845.0,1.0,9.0,4.0,58.0,30.0,1.0,-9.8,-12.6,80.0,1033.0,2.0,1.6,2.0,cma,66.0
202001010300,53845.0,1.0,9.0,4.0,58.0,30.0,1.0,-9.8,-12.6,80.0,1033.0,2.0,1.6,2.0,cma,66.0
202001010400,53845.0,1.0,9.0,4.0,58.0,30.0,1.0,-9.8,-12.6,80.0,1033.0,2.0,1.6,2.0,cma,66.0
202001010500,53845.0,1.0,9.0,4.0,58.0,30.0,1.0,-9.8,-12.6,80.0,1033.0,2.0,1.6,2.0,cma,66.0
202001010600,53845.0,1.0,9.0,4.0,63.0,40.0,1.0,3.0,-8.7,41.9,1027.6,7.0,2.2,2.0,cma,54.0
202001010700,53845.0,1.0,9.0,4.0,63.0,40.0,1.0,3.0,-8.7,41.9,1027.6,7.0,2.2,2.0,cma,54.0
202001010800,53845.0,1.0,9.0,4.0,63.0,40.0,1.0,3.0,-8.7,41.9,1027.6,7.0,2.2,2.0,cma,54.0
202001010900,53845.0,1.0,9.0,4.0,63.0,40.0,1.0,3.0,-8.7,41.9,1027.6,7.0,2.2,2.0,cma,54.0
202001011000,53845.0,1.0,9.0,4.0,63.0,40.0,1.0,3.0,-8.7,41.9,1027.6,7.0,2.2,2.0,cma,54.0
202001011100,53845.0,1.0,9.0,4.0,63.0,40.0,1.0,3.0,-8.7,41.9,1027.6,7.0,2.2,2.0,cma,54.0
202001011200,53845.0,1.0,9.0,4.0,63.0,30.0,2.0,-0.1,-8.8,51.9,1031.3,2.0,1.4,2.0,cma,134.0
202001011300,53845.0,1.0,9.0,4.0,63.0,30.0,2.0,-0.1,-8.8,51.9,1031.3,2.0,1.4,2.0,cma,134.0
202001011400,53845.0,1.0,9.0,4.0,63.0,30.0,2.0,-0.1,-8.8,51.9,1031.3,2.0,1.4,2.0,cma,134.0
202001011500,53845.0,1.0,9.0,4.0,63.0,30.0,2.0,-0.1,-8.8,51.9,1031.3,2.0,1.4,2.0,cma,134.0
202001011600,53845.0,1.0,9.0,4.0,63.0,30.0,2.0,-0.1,-8.8,51.9,1031.3,2.0,1.4,2.0,cma,134.0
202001011700,53845.0,1.0,9.0,4.0,63.0,30.0,2.0,-0.1,-8.8,51.9,1031.3,2.0,1.4,2.0,cma,134.0
202001011800,53845.0,1.0,9.0,4.0,59.0,360.0,1.0,-6.4,-9.6,78.0,1031.5,2.0,0.3,2.0,cma,72.0
202001011900,53845.0,1.0,9.0,4.0,59.0,360.0,1.0,-6.4,-9.6,78.0,1031.5,2.0,0.3,2.0,cma,72.0
202001012000,53845.0,1.0,9.0,4.0,59.0,360.0,1.0,-6.4,-9.6,78.0,1031.5,2.0,0.3,2.0,cma,72.0
202001012100,53845.0,1.0,9.0,4.0,59.0,360.0,1.0,-6.4,-9.6,78.0,1031.5,2.0,0.3,2.0,cma,72.0
202001012200,53845.0,1.0,9.0,4.0,59.0,360.0,1.0,-6.4,-9.6,78.0,1031.5,2.0,0.3,2.0,cma,72.0
202001012300,53845.0,1.0,9.0,4.0,59.0,360.0,1.0,-6.4,-9.6,78.0,1031.5,2.0,0.3,2.0,cma,72.0
202001020000,53845.0,1.0,9.0,4.0,58.0,50.0,1.0,-6.6,-9.8,78.0,1033.7,2.0,0.8,2.0,cma,86.0
202001020100,53845.0,1.0,9.0,4.0,58.0,50.0,1.0,-6.6,-9.8,78.0,1033.7,2.0,0.8,2.0,cma,86.0
202001020200,53845.0,1.0,9.0,4.0,58.0,50.0,1.0,-6.6,-9.8,78.0,1033.7,2.0,0.8,2.0,cma,86.0
202001020300,53845.0,1.0,9.0,4.0,58.0,50.0,1.0,-6.6,-9.8,78.0,1033.7,2.0,0.8,2.0,cma,86.0
202001020400,53845.0,1.0,9.0,4.0,58.0,50.0,1.0,-6.6,-9.8,78.0,1033.7,2.0,0.8,2.0,cma,86.0
202001020500,53845.0,1.0,9.0,4.0,58.0,50.0,1.0,-6.6,-9.8,78.0,1033.7,2.0,0.8,2.0,cma,86.0
202001020600,53845.0,1.0,9.0,4.0,60.0,40.0,1.0,0.1,-7.6,56.1,1033.0,7.0,1.9,2.0,cma,51.0
202001020700,53845.0,1.0,9.0,4.0,60.0,40.0,1.0,0.1,-7.6,56.1,1033.0,7.0,1.9,2.0,cma,51.0
202001020800,53845.0,1.0,9.0,4.0,60.0,40.0,1.0,0.1,-7.6,56.1,1033.0,7.0,1.9,2.0,cma,51.0
202001020900,53845.0,1.0,9.0,4.0,60.0,40.0,1.0,0.1,-7.6,56.1,1033.0,7.0,1.9,2.0,cma,51.0
202001021000,53845.0,1.0,9.0,4.0,60.0,40.0,1.0,0.1,-7.6,56.1,1033.0,7.0,1.9,2.0,cma,51.0
202001021100,53845.0,1.0,9.0,4.0,60.0,40.0,1.0,0.1,-7.6,56.1,1033.0,7.0,1.9,2.0,cma,51.0
