TM,STN,IW,IR,IX,VV,WD,WS,TA,TD,HM,PS,PT,PR,RH,ORG,PM10
201801010000,54662.0,1.0,3.0,2.0,64.0,340.0,2.0,-0.6,-9.2,52.1,1028.3,2.0,1.6,0.0,cma,49.0
201801010100,54662.0,1.0,3.0,2.0,64.0,340.0,2.0,-0.6,-9.2,52.1,1028.3,2.0,1.6,0.0,cma,49.0
201801010200,54662.0,1.0,3.0,2.0,64.0,340.0,2.0,-0.6,-9.2,52.1,1028.3,2.0,1.6,0.0,cma,49.0
201801010300,54662.0,1.0,3.0,2.0,64.0,360.0,2.0,1.1,-10.1,42.9,1028.9,2.0,0.6,0.0,cma,94.0
201801010400,54662.0,1.0,3.0,2.0,64.0,360.0,2.0,1.1,-10.1,42.9,1028.9,2.0,0.6,0.0,cma,94.0
201801010500,54662.0,1.0,3.0,2.0,64.0,360.0,2.0,1.1,-10.1,42.9,1028.9,2.0,0.6,0.0,cma,94.0
201801010600,54662.0,1.0,3.0,2.0,67.0,360.0,2.0,2.0,-14.2,28.9,1027.4,7.0,1.5,0.0,cma,71.0
201801010700,54662.0,1.0,3.0,2.0,67.0,360.0,2.0,2.0,-14.2,28.9,1027.4,7.0,1.5,0.0,cma,71.0
201801010800,54662.0,1.0,3.0,2.0,67.0,360.0,2.0,2.0,-14.2,28.9,1027.4,7.0,1.5,0.0,cma,71.0
201801010900,54662.0,1.0,3.0,2.0,67.0,360.0,3.0,0.1,-17.6,25.0,1027.6,2.0,0.2,0.0,cma,120.0
201801011000,54662.0,1.0,3.0,2.0,67.0,360.0,3.0,0.1,-17.6,25.0,1027.6,2.0,0.2,0.0,cma,120.0
201801011100,54662.0,1.0,3.0,2.0,67.0,360.0,3.0,0.1,-17.6,25.0,1027.6,2.0,0.2,0.0,cma,120.0
201801011200,54662.0,1.0,3.0,2.0,66.0,20.0,2.0,-1.4,-16.3,31.1,1029.1,2.0,1.4,0.0,cma,30.0
201801011300,54662.0,1.0,3.0,2.0,66.0,20.0,2.0,-1.4,-16.3,31.1,1029.1,2.0,1.4,0.0,cma,30.0
201801011400,54662.0,1.0,3.0,2.0,66.0,20.0,2.0,-1.4,-16.3,31.1,1029.1,2.0,1.4,0.0,cma,30.0
201801011500,54662.0,1.0,3.0,2.0,80.0,360.0,1.0,-2.5,-16.9,32.1,1030.4,2.0,1.3,0.0,cma,43.0
201801011600,54662.0,1.0,3.0,2.0,80.0,360.0,1.0,-2.5,-16.9,32.1,1030.4,2.0,1.3,0.0,cma,43.0
201801011700,54662.0,1.0,3.0,2.0,80.0,360.0,1.0,-2.5,-16.9,32.1,1030.4,2.0,1.3,0.0,cma,43.0
201801011800,54662.0,1.0,3.0,2.0,80.0,40.0,3.0,-2.8,-16.5,34.0,1031.3,2.0,0.9,0.0,cma,47.0
201801011900,54662.0,1.0,3.0,2.0,80.0,40.0,3.0,-2.8,-16.5,34.0,1031.3,2.0,0.9,0.0,cma,47.0
