TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,IX,PM10
202201020000,146.0,0.0,0.3,1020.8,1028.6,-1.6,-9.7,54.0,2.9,-,7.0,7.0,Ac,1998.0,-3.0,3.0,2.0,49.0
202201020100,146.0,0.0,0.1,1020.5,1028.3,-2.3,-8.6,62.0,3.2,-,8.0,8.0,-,1891.0,-3.7,3.0,,49.0
202201020200,146.0,11.0,1.3,1020.2,1028.0,-2.9,-9.3,61.0,3.0,-,0.0,0.0,-,1985.0,-4.7,3.0,,47.0
202201020300,146.0,14.0,0.9,1020.2,1028.0,-3.8,-9.2,66.0,3.0,-,0.0,0.0,-,1912.0,-5.3,3.0,2.0,33.0
202201020400,146.0,14.0,1.1,1019.3,1027.1,-3.8,-9.4,65.0,3.0,-,0.0,0.0,-,1917.0,-5.5,3.0,2.0,41.0
202201020500,146.0,14.0,1.6,1017.9,1025.7,-4.1,-10.7,60.0,2.7,-,0.0,0.0,-,2000.0,-5.4,3.0,2.0,29.0
202201020600,146.0,9.0,1.6,1018.2,1026.0,-2.4,-11.4,50.0,2.6,-,4.0,4.0,Sc,2000.0,-4.8,3.0,2.0,17.0
202201020700,146.0,14.0,0.9,1018.6,1026.3,-1.5,-10.3,51.0,2.8,-,8.0,8.0,Sc,2000.0,-1.6,3.0,2.0,19.0
202201020800,146.0,2.0,0.5,1019.2,1026.9,-1.0,-10.9,47.0,2.7,-,9.0,9.0,Sc,2000.0,-1.3,3.0,2.0,15.0
202201020900,146.0,11.0,1.0,1019.3,1027.0,-0.1,-10.0,47.0,2.9,-,2.0,2.0,Sc,2000.0,-0.9,3.0,2.0,19.0
202201021000,146.0,14.0,1.5,1019.6,1027.2,2.5,-9.4,41.0,3.0,-,4.0,4.0,Sc,2000.0,3.2,3.0,2.0,20.0
202201021100,146.0,34.0,1.7,1020.5,1028.2,1.2,-4.8,64.0,4.3,06,9.0,9.0,Sc,1857.0,3.1,4.0,1.0,37.0
202201021200,146.0,0.0,0.4,1020.2,1027.8,2.8,-5.1,56.0,4.2,-,9.0,9.0,Sc,1974.0,3.6,3.0,2.0,43.0
202201021300,146.0,27.0,1.7,1019.6,1027.2,4.7,-1.9,62.0,5.3,-,4.0,4.0,Sc,1247.0,8.5,3.0,2.0,47.0
202201021400,146.0,32.0,1.9,1018.8,1026.3,5.7,-2.4,56.0,5.1,40,4.0,4.0,Sc,910.0,10.4,3.0,1.0,57.0
202201021500,146.0,25.0,2.6,1018.5,1026.0,5.5,-2.8,55.0,5.0,40,2.0,2.0,Sc,767.0,6.0,3.0,1.0,77.0
202201021600,146.0,25.0,2.6,1018.5,1026.0,5.4,-1.7,60.0,5.4,40,3.0,3.0,Sc,608.0,5.0,3.0,1.0,87.0
202201021700,146.0,27.0,2.7,1018.8,1026.4,3.7,-2.9,62.0,4.9,40,0.0,0.0,-,1168.0,1.2,3.0,2.0,78.0
202201021800,146.0,25.0,2.2,1019.2,1026.8,2.5,-4.2,61.0,4.5,-,0.0,0.0,-,1490.0,-0.3,3.0,2.0,47.0
202201021900,146.0,25.0,1.9,1019.8,1027.5,1.3,-5.1,62.0,4.2,-,0.0,0.0,-,2000.0,-1.6,3.0,,40.0
202201022000,146.0,23.0,1.6,1020.2,1027.9,0.8,-5.4,63.0,4.1,-,0.0,0.0,-,2000.0,-2.5,3.0,,26.0
202201022100,146.0,23.0,1.6,1020.4,1028.1,0.1,-5.9,64.0,3.9,-,0.0,0.0,-,2000.0,-3.2,3.0,2.0,26.0
202201022200,146.0,11.0,0.9,1020.2,1027.9,-0.5,-5.4,69.0,4.1,-,0.0,0.0,-,1947.0,-4.2,3.0,,28.0
202201022300,146.0,14.0,0.9,1020.2,1028.0,-1.9,-5.4,77.0,4.1,-,0.0,0.0,-,1174.0,-4.9,3.0,,30.0
202201030000,146.0,0.0,0.3,1020.4,1028.2,-2.4,-5.5,79.0,4.1,-,0.0,0.0,-,1201.0,-5.6,3.0,2.0,39.0
202201030100,146.0,11.0,0.7,1020.2,1028.0,-2.8,-5.7,80.0,4.0,-,0.0,0.0,-,1150.0,-5.9,3.0,,36.0
202201030200,146.0,14.0,0.7,1020.2,1028.0,-3.6,-6.0,83.0,3.9,-,0.0,0.0,-,1190.0,-6.4,3.0,,32.0
202201030300,146.0,11.0,1.1,1020.2,1028.0,-3.8,-6.4,82.0,3.8,-,0.0,0.0,-,1183.0,-6.7,3.0,2.0,46.0
202201030400,146.0,11.0,1.7,1019.7,1027.6,-4.9,-7.0,85.0,3.6,-,0.0,0.0,-,1157.0,-6.6,3.0,2.0,26.0
202201030500,146.0,11.0,0.7,1020.0,1027.9,-4.8,-6.9,85.0,3.6,-,2.0,0.0,Ci,1328.0,-6.3,3.0,2.0,26.0
202201030600,146.0,11.0,1.2,1020.5,1028.4,-5.0,-7.2,84.0,3.6,-,1.0,0.0,Ci,1269.0,-6.3,3.0,2.0,29.0
202201030700,146.0,14.0,1.4,1020.1,1028.0,-5.5,-7.6,85.0,3.5,-,1.0,0.0,Ci,1350.0,-7.3,3.0,2.0,24.0
202201030800,146.0,11.0,1.2,1020.0,1027.9,-5.2,-7.7,82.0,3.4,-,0.0,0.0,-,1417.0,-7.1,3.0,2.0,24.0
202201030900,146.0,11.0,0.7,1020.1,1027.9,-3.3,-7.8,71.0,3.4,-,0.0,0.0,-,1579.0,-4.3,3.0,2.0,33.0
202201031000,146.0,27.0,0.5,1020.8,1028.5,-0.6,-7.8,58.0,3.4,-,3.0,0.0,Ci,1983.0,3.7,3.0,2.0,28.0
202201031100,146.0,36.0,0.6,1020.5,1028.2,0.9,-5.7,61.0,4.0,-,1.0,0.0,Ci,1452.0,4.7,3.0,2.0,43.0
202201031200,146.0,36.0,1.1,1020.1,1027.7,2.1,-7.7,48.0,3.4,-,0.0,0.0,-,2000.0,8.5,3.0,2.0,38.0
202201031300,146.0,36.0,1.9,1018.8,1026.4,2.5,-7.4,48.0,3.5,-,1.0,0.0,Ci,2000.0,10.8,3.0,2.0,1.0
202201031400,146.0,29.0,2.1,1018.2,1025.8,3.2,-7.6,45.0,3.5,-,0.0,0.0,-,2000.0,9.4,3.0,2.0,10.0
202201031500,146.0,34.0,1.8,1017.8,1025.4,3.3,-7.2,46.0,3.6,-,0.0,0.0,-,2000.0,8.0,3.0,2.0,24.0
202201031600,146.0,34.0,1.6,1017.9,1025.5,3.7,-6.5,47.0,3.8,-,0.0,0.0,-,2000.0,4.5,3.0,2.0,24.0
202201031700,146.0,25.0,1.2,1018.0,1025.6,2.9,-6.0,52.0,3.9,-,0.0,0.0,-,2000.0,0.2,3.0,2.0,24.0
202201031800,146.0,27.0,1.1,1018.3,1025.9,2.1,-4.4,62.0,4.4,-,0.0,0.0,-,2000.0,-0.5,3.0,2.0,24.0
202201031900,146.0,23.0,1.0,1018.5,1026.1,1.6,-4.2,65.0,4.5,-,0.0,0.0,-,2000.0,-1.5,3.0,,18.0
202201032000,146.0,11.0,1.5,1018.5,1026.2,0.1,-4.9,69.0,4.2,-,0.0,0.0,-,2000.0,-2.4,3.0,,31.0
202201032100,146.0,14.0,1.8,1018.5,1026.2,-0.4,-5.2,70.0,4.2,-,0.0,0.0,-,1997.0,-2.8,3.0,2.0,46.0
202201032200,146.0,11.0,1.5,1018.4,1026.1,-0.8,-5.4,71.0,4.1,-,1.0,1.0,-,1997.0,-2.7,3.0,,32.0
202201032300,146.0,14.0,2.0,1018.4,1026.1,-1.0,-5.4,72.0,4.1,-,1.0,1.0,-,2000.0,-2.1,3.0,,22.0
202201040000,146.0,14.0,1.2,1018.0,1025.7,-0.3,-4.7,72.0,4.3,-,8.0,8.0,Sc,1975.0,-0.8,3.0,2.0,19.0
202201040100,146.0,14.0,1.4,1017.7,1025.4,-0.1,-4.9,70.0,4.2,-,0.0,0.0,-,2000.0,-1.9,3.0,,28.0
202201040200,146.0,11.0,1.2,1018.3,1026.0,0.4,-4.4,70.0,4.4,10,8.0,8.0,Sc,2000.0,-0.7,4.0,1.0,18.0
202201040300,146.0,14.0,1.6,1018.7,1026.4,0.1,-3.9,74.0,4.6,10,7.0,7.0,Sc,2000.0,-2.0,4.0,1.0,29.0
202201040400,146.0,14.0,1.6,1018.3,1026.0,-0.2,-3.9,76.0,4.6,-,6.0,6.0,Sc,1988.0,-3.2,3.0,2.0,24.0
202201040500,146.0,14.0,1.1,1018.6,1026.3,0.1,-3.6,76.0,4.7,-,8.0,8.0,Sc,1987.0,-0.8,3.0,2.0,23.0
202201040600,146.0,34.0,1.8,1019.5,1027.2,-0.1,-3.3,79.0,4.8,-,8.0,8.0,Sc,1752.0,-0.8,3.0,2.0,23.0
202201040700,146.0,27.0,0.7,1020.2,1027.9,-0.1,-2.9,81.0,4.9,-,4.0,4.0,Sc,1194.0,-3.4,3.0,2.0,40.0
202201040800,146.0,32.0,1.0,1020.4,1028.1,-0.3,-3.1,81.0,4.9,-,1.0,1.0,Sc,1197.0,-3.7,3.0,2.0,42.0
202201040900,146.0,34.0,2.0,1021.0,1028.7,0.6,-4.2,70.0,4.5,-,0.0,0.0,-,1216.0,-1.6,3.0,2.0,46.0
202201041000,146.0,32.0,2.1,1021.8,1029.5,1.6,-6.4,55.0,3.8,-,0.0,0.0,-,1956.0,4.0,3.0,2.0,35.0
202201041100,146.0,34.0,1.7,1021.3,1028.9,2.7,-8.9,42.0,3.1,-,0.0,0.0,-,2000.0,5.6,3.0,2.0,25.0
202201041200,146.0,27.0,1.7,1020.7,1028.3,3.4,-9.6,38.0,3.0,-,0.0,0.0,-,2000.0,9.0,3.0,2.0,28.0
202201041300,146.0,32.0,1.4,1019.9,1027.5,4.1,-10.7,33.0,2.7,-,0.0,0.0,-,2000.0,13.1,3.0,2.0,24.0
202201041400,146.0,34.0,2.3,1019.5,1027.1,4.5,-9.3,36.0,3.0,-,0.0,0.0,-,2000.0,13.4,3.0,2.0,23.0
202201041500,146.0,32.0,2.7,1019.3,1026.9,4.4,-10.5,33.0,2.8,-,0.0,0.0,-,2000.0,10.2,3.0,2.0,33.0
202201041600,146.0,27.0,3.1,1019.6,1027.2,4.3,-7.2,43.0,3.6,-,0.0,0.0,-,2000.0,5.4,3.0,2.0,34.0
202201041700,146.0,27.0,2.4,1020.1,1027.7,2.3,-7.8,47.0,3.4,-,0.0,0.0,-,2000.0,0.8,3.0,2.0,43.0
202201041800,146.0,25.0,1.2,1020.2,1027.9,1.0,-8.2,50.0,3.3,-,0.0,0.0,-,2000.0,-0.4,3.0,2.0,34.0
202201041900,146.0,23.0,0.8,1020.3,1028.0,0.3,-8.4,52.0,3.2,-,0.0,0.0,-,2000.0,-1.7,3.0,,31.0
202201042000,146.0,29.0,1.4,1020.6,1028.3,0.1,-9.1,50.0,3.1,-,0.0,0.0,-,1993.0,-2.5,3.0,,40.0
202201042100,146.0,32.0,1.5,1020.9,1028.6,-1.2,-10.5,49.0,2.8,-,0.0,0.0,-,2000.0,-3.3,3.0,2.0,42.0
202201042200,146.0,32.0,1.5,1021.2,1029.0,-1.9,-11.4,48.0,2.6,-,0.0,0.0,-,2000.0,-3.9,3.0,2.0,36.0
202201042300,146.0,32.0,1.3,1021.5,1029.3,-2.1,-12.1,46.0,2.4,-,0.0,0.0,-,2000.0,-4.6,3.0,,41.0
202201050000,146.0,32.0,0.8,1021.4,1029.2,-2.2,-11.4,49.0,2.6,-,8.0,8.0,Ac,2000.0,-3.3,3.0,2.0,26.0
202201050100,146.0,0.0,0.0,1021.2,1029.0,-2.0,-11.5,48.0,2.5,-,8.0,8.0,-,2000.0,-3.4,3.0,,25.0
202201050200,146.0,34.0,0.9,1021.0,1028.8,-2.4,-10.9,52.0,2.7,-,10.0,10.0,-,2000.0,-2.7,3.0,,23.0
202201050300,146.0,0.0,0.0,1020.8,1028.6,-2.6,-10.4,55.0,2.8,-,9.0,0.0,Ci,2000.0,-3.3,3.0,2.0,46.0
202201050400,146.0,0.0,0.0,1020.3,1028.1,-2.9,-10.2,57.0,2.8,-,9.0,0.0,Ci,2000.0,-3.1,3.0,2.0,26.0
202201050500,146.0,5.0,0.6,1019.7,1027.5,-3.6,-9.4,64.0,3.0,-,9.0,0.0,Ci,1978.0,-3.1,3.0,2.0,29.0
202201050600,146.0,32.0,0.5,1020.0,1027.8,-3.1,-9.5,61.0,3.0,-,9.0,0.0,Ci,1995.0,-3.4,3.0,2.0,32.0
202201050700,146.0,32.0,1.3,1020.2,1028.0,-3.3,-9.7,61.0,2.9,-,9.0,0.0,Ci,2000.0,-2.7,3.0,2.0,33.0
202201050800,146.0,2.0,0.5,1020.1,1027.9,-3.2,-9.8,60.0,2.9,-,9.0,0.0,Ci,2000.0,-2.4,3.0,2.0,36.0
202201050900,146.0,0.0,0.1,1020.0,1027.8,-2.4,-9.7,57.0,2.9,-,9.0,0.0,Ci,2000.0,-0.8,3.0,2.0,31.0
202201051000,146.0,0.0,0.4,1020.6,1028.3,-1.3,-8.5,58.0,3.2,-,10.0,5.0,AcCi,1879.0,1.2,3.0,2.0,40.0
202201051100,146.0,36.0,0.5,1020.2,1027.9,0.3,-9.7,47.0,2.9,-,10.0,6.0,AcCi,1989.0,4.0,3.0,2.0,42.0
202201051200,146.0,32.0,1.1,1019.4,1027.1,1.1,-8.7,48.0,3.2,-,10.0,6.0,AcCi,1840.0,4.7,3.0,2.0,46.0
202201051300,146.0,34.0,1.6,1018.3,1025.9,1.6,-9.6,43.0,3.0,-,10.0,5.0,AcCi,1985.0,5.8,3.0,2.0,65.0
202201051400,146.0,34.0,0.6,1017.3,1024.9,2.4,-10.8,37.0,2.7,-,10.0,5.0,AcCi,2000.0,7.5,3.0,2.0,53.0
202201051500,146.0,34.0,1.1,1017.1,1024.7,2.9,-9.7,39.0,2.9,-,10.0,3.0,AcCi,2000.0,5.7,3.0,2.0,60.0
202201051600,146.0,0.0,0.3,1017.7,1025.3,3.1,-10.2,37.0,2.8,-,10.0,4.0,ScCi,2000.0,4.0,3.0,2.0,54.0
202201051700,146.0,27.0,0.8,1018.2,1025.8,2.6,,42.0,3.1,-,10.0,5.0,ScCi,1993.0,1.8,3.0,2.0,48.0
202201051800,146.0,27.0,0.6,1018.3,1025.9,2.4,-8.9,43.0,3.1,-,10.0,5.0,ScCi,1994.0,1.1,3.0,2.0,62.0
202201051900,146.0,29.0,0.9,1019.0,1026.6,2.2,-9.1,43.0,3.1,-,10.0,9.0,-,1986.0,0.8,3.0,,64.0
202201052000,146.0,0.0,0.0,1018.8,1026.4,2.2,-9.4,42.0,3.0,-,9.0,4.0,-,1897.0,0.5,3.0,,68.0
202201052100,146.0,32.0,1.8,1018.9,1026.6,1.6,-8.7,46.0,3.2,-,8.0,8.0,Ac,1609.0,0.0,3.0,2.0,75.0
202201052200,146.0,34.0,0.6,1019.0,1026.7,1.3,,46.0,3.1,-,9.0,9.0,-,1791.0,-0.3,3.0,,66.0
202201052300,146.0,32.0,0.7,1019.1,1026.8,1.2,-8.6,48.0,3.2,-,9.0,9.0,-,1522.0,-0.7,3.0,,71.0
202201060000,146.0,0.0,0.0,1018.8,1026.5,0.9,-8.6,49.0,3.2,-,7.0,7.0,Ac,1489.0,-0.4,3.0,2.0,75.0
202201060100,146.0,0.0,0.0,1018.5,1026.2,0.5,-8.2,52.0,3.3,-,6.0,1.0,-,1591.0,-0.9,3.0,,75.0
202201060200,146.0,32.0,1.5,1018.7,1026.4,-0.9,-7.4,61.0,3.5,-,7.0,7.0,-,1227.0,-1.9,3.0,,95.0
202201060300,146.0,0.0,0.2,1019.0,1026.7,-0.9,-7.9,59.0,3.4,-,3.0,3.0,Ac,1271.0,-3.0,3.0,2.0,96.0
202201060400,146.0,34.0,1.6,1019.3,1027.1,-2.0,-7.5,66.0,3.5,-,0.0,0.0,-,1165.0,-3.7,3.0,2.0,71.0
202201060500,146.0,16.0,0.6,1019.5,1027.3,-1.8,-7.1,67.0,3.6,-,0.0,0.0,-,1163.0,-4.4,3.0,2.0,71.0
202201060600,146.0,32.0,0.7,1020.1,1027.9,-2.7,-7.6,69.0,3.5,-,0.0,0.0,-,1112.0,-5.0,3.0,2.0,76.0
202201060700,146.0,0.0,0.3,1020.9,1028.7,-3.1,-6.9,75.0,3.6,19,0.0,0.0,-,942.0,-5.4,3.0,1.0,76.0
202201060800,146.0,0.0,0.1,1021.6,1029.4,-3.5,-7.1,76.0,3.6,19,0.0,0.0,-,931.0,-5.6,3.0,1.0,82.0
202201060900,146.0,0.0,0.0,1022.0,1029.8,-1.5,-7.2,65.0,3.6,19,0.0,0.0,-,1046.0,-3.3,3.0,2.0,82.0
202201061000,146.0,0.0,0.4,1022.6,1030.3,0.4,-7.1,57.0,3.6,-,0.0,0.0,-,1148.0,2.0,3.0,2.0,76.0
202201061100,146.0,34.0,1.7,1022.7,1030.4,1.0,,47.0,3.1,-,0.0,0.0,-,1571.0,5.7,3.0,2.0,65.0
202201061200,146.0,32.0,1.8,1021.7,1029.3,2.3,-10.5,38.0,2.8,-,0.0,0.0,-,1958.0,9.4,3.0,2.0,61.0
202201061300,146.0,32.0,2.4,1020.8,1028.4,3.5,-10.9,34.0,2.7,-,0.0,0.0,-,2000.0,11.9,3.0,2.0,47.0
202201061400,146.0,34.0,2.5,1020.4,1028.0,4.3,-10.9,32.0,2.7,-,0.0,0.0,-,2000.0,13.0,3.0,2.0,40.0
202201061500,146.0,27.0,2.2,1020.3,1027.9,5.2,-10.1,32.0,2.8,-,0.0,0.0,-,2000.0,9.9,3.0,2.0,48.0
202201061600,146.0,27.0,1.9,1020.5,1028.1,4.7,-10.6,32.0,2.7,-,0.0,0.0,-,2000.0,5.3,3.0,2.0,41.0
202201061700,146.0,27.0,1.3,1020.5,1028.1,4.1,-9.6,36.0,3.0,-,0.0,0.0,-,2000.0,0.7,3.0,2.0,46.0
202201061800,146.0,27.0,2.3,1021.0,1028.6,2.5,-6.3,52.0,3.8,-,0.0,0.0,-,1877.0,-0.4,3.0,2.0,56.0
202201061900,146.0,25.0,2.0,1021.8,1029.5,2.1,-5.7,56.0,4.0,-,0.0,0.0,-,1705.0,-1.3,3.0,,45.0
202201062000,146.0,23.0,0.8,1022.4,1030.1,1.4,-5.5,60.0,4.1,-,0.0,0.0,-,1515.0,-2.3,3.0,,55.0
202201062100,146.0,23.0,1.1,1022.6,1030.3,0.6,-5.4,64.0,4.1,-,0.0,0.0,-,1393.0,-2.8,3.0,2.0,67.0
202201062200,146.0,7.0,1.4,1022.8,1030.6,-1.7,-7.0,67.0,3.6,-,0.0,0.0,-,1292.0,-3.8,3.0,,66.0
202201062300,146.0,0.0,0.4,1022.7,1030.5,-1.2,-6.7,66.0,3.7,-,0.0,0.0,-,1345.0,-4.5,3.0,,57.0
202201070000,146.0,14.0,0.6,1022.7,1030.5,-2.0,-6.7,70.0,3.7,-,0.0,0.0,-,1159.0,-5.0,3.0,2.0,61.0
202201070100,146.0,16.0,0.5,1022.6,1030.4,-2.9,-6.8,74.0,3.7,-,0.0,0.0,-,1066.0,-5.5,3.0,,59.0
202201070200,146.0,14.0,0.9,1023.0,1030.8,-3.7,-7.1,77.0,3.6,-,0.0,0.0,-,1017.0,-5.8,3.0,,64.0
202201070300,146.0,14.0,0.8,1023.3,1031.2,-4.1,-7.2,79.0,3.6,19,0.0,0.0,-,983.0,-6.3,3.0,1.0,68.0
202201070400,146.0,9.0,1.0,1023.3,1031.2,-4.1,-7.5,77.0,3.5,19,0.0,0.0,-,992.0,-6.3,3.0,1.0,50.0
202201070500,146.0,11.0,1.1,1023.3,1031.2,-5.1,-7.8,81.0,3.4,19,0.0,0.0,-,941.0,-6.8,3.0,1.0,45.0
202201070600,146.0,11.0,1.5,1023.5,1031.4,-5.5,-8.2,81.0,3.3,19,0.0,0.0,-,916.0,-6.9,3.0,1.0,56.0
202201070700,146.0,11.0,1.2,1023.8,1031.7,-5.4,-8.4,79.0,3.2,19,0.0,0.0,-,917.0,-7.1,3.0,1.0,50.0
202201070800,146.0,11.0,1.3,1023.9,1031.8,-6.0,-8.7,81.0,3.2,19,0.0,0.0,-,901.0,-7.0,3.0,1.0,63.0
202201070900,146.0,11.0,1.0,1023.9,1031.8,-3.8,-8.2,71.0,3.3,19,0.0,0.0,-,1100.0,-4.6,3.0,2.0,51.0
202201071000,146.0,7.0,0.8,1024.0,1031.8,-1.6,-8.1,61.0,3.3,-,0.0,0.0,-,1242.0,1.9,3.0,2.0,50.0
202201071100,146.0,0.0,0.3,1023.7,1031.4,1.3,-7.7,51.0,3.4,-,0.0,0.0,-,1406.0,4.5,3.0,2.0,60.0
202201071200,146.0,34.0,1.6,1022.7,1030.4,2.1,-8.9,44.0,3.1,-,0.0,0.0,-,1604.0,9.5,3.0,2.0,63.0
202201071300,146.0,34.0,1.3,1021.9,1029.5,3.5,-9.5,38.0,3.0,-,0.0,0.0,-,1631.0,12.3,3.0,2.0,57.0
202201071400,146.0,34.0,1.5,1021.4,1029.0,4.1,-8.9,38.0,3.1,-,0.0,0.0,-,1543.0,11.6,3.0,2.0,64.0
202201071500,146.0,25.0,1.8,1021.0,1028.6,4.6,-9.9,34.0,2.9,-,0.0,0.0,-,1680.0,8.6,3.0,2.0,62.0
202201071600,146.0,25.0,2.8,1021.0,1028.6,4.4,-10.1,34.0,2.8,-,0.0,0.0,-,1774.0,4.3,3.0,2.0,60.0
202201071700,146.0,25.0,1.7,1020.8,1028.4,3.9,-10.9,33.0,2.7,-,0.0,0.0,-,1959.0,0.1,3.0,2.0,73.0
202201071800,146.0,25.0,1.4,1020.9,1028.5,2.1,-8.6,45.0,3.2,-,0.0,0.0,-,1567.0,-1.4,3.0,2.0,67.0
202201071900,146.0,25.0,0.9,1021.4,1029.1,1.1,-6.9,55.0,3.6,-,0.0,0.0,-,1713.0,-2.4,3.0,,74.0
202201072000,146.0,18.0,0.7,1021.6,1029.3,0.6,-6.5,59.0,3.8,-,0.0,0.0,-,1835.0,-3.2,3.0,,68.0
202201072100,146.0,20.0,0.6,1021.6,1029.3,-0.6,-6.7,63.0,3.7,-,0.0,0.0,-,1480.0,-3.8,3.0,2.0,54.0
202201072200,146.0,14.0,1.2,1021.4,1029.2,-1.7,-7.2,66.0,3.6,-,0.0,0.0,-,1302.0,-4.4,3.0,,61.0
202201072300,146.0,14.0,1.3,1021.1,1028.9,-2.2,-7.7,66.0,3.4,-,0.0,0.0,-,1248.0,-4.8,3.0,,62.0
202201080000,146.0,14.0,1.2,1020.7,1028.5,-3.2,-7.9,70.0,3.4,-,0.0,0.0,-,1204.0,-5.4,3.0,2.0,62.0
202201080100,146.0,11.0,1.3,1020.4,1028.2,-3.0,-7.8,69.0,3.4,-,0.0,0.0,-,1235.0,-5.5,3.0,,59.0
202201080200,146.0,11.0,1.4,1020.5,1028.3,-3.4,-7.7,72.0,3.4,-,7.0,2.0,-,1160.0,-5.5,3.0,,55.0
202201080300,146.0,14.0,1.3,1020.5,1028.3,-4.2,-7.9,75.0,3.4,-,0.0,0.0,-,1116.0,-5.8,3.0,2.0,57.0
202201080400,146.0,11.0,1.3,1019.9,1027.7,-4.4,-7.6,78.0,3.5,-,0.0,0.0,-,1072.0,-6.0,3.0,2.0,48.0
202201080500,146.0,11.0,1.3,1019.3,1027.1,-4.6,-7.8,78.0,3.4,-,0.0,0.0,-,1112.0,-6.3,3.0,2.0,51.0
202201080600,146.0,11.0,1.7,1019.3,1027.1,-4.8,-8.2,77.0,3.3,-,0.0,0.0,-,1112.0,-6.3,3.0,2.0,44.0
202201080700,146.0,11.0,1.7,1019.5,1027.4,-5.1,-8.5,77.0,3.2,-,0.0,0.0,-,1104.0,-6.7,3.0,2.0,46.0
202201080800,146.0,14.0,1.4,1019.5,1027.4,-5.5,-8.4,80.0,3.2,-,0.0,0.0,-,994.0,-6.5,3.0,2.0,53.0
202201080900,146.0,11.0,0.7,1019.6,1027.4,-2.8,-7.5,70.0,3.5,-,0.0,0.0,-,1117.0,-3.8,3.0,2.0,55.0
202201081000,146.0,9.0,1.2,1019.5,1027.2,-0.6,-6.9,62.0,3.6,-,0.0,0.0,-,1228.0,2.8,3.0,2.0,52.0
202201081100,146.0,25.0,0.8,1019.2,1026.8,2.3,-7.6,48.0,3.5,-,0.0,0.0,-,1549.0,4.6,3.0,2.0,58.0
202201081200,146.0,32.0,0.8,1018.0,1025.6,4.1,-7.0,44.0,3.6,-,0.0,0.0,-,2000.0,10.8,3.0,2.0,48.0
202201081300,146.0,32.0,1.6,1017.0,1024.5,5.6,-6.3,42.0,3.8,-,0.0,0.0,-,2000.0,13.1,3.0,2.0,30.0
202201081400,146.0,27.0,2.8,1016.4,1023.9,5.7,-4.4,48.0,4.4,-,0.0,0.0,-,2000.0,10.9,3.0,2.0,30.0
202201081500,146.0,32.0,2.0,1016.2,1023.7,6.4,-3.8,48.0,4.6,-,1.0,1.0,Sc,2000.0,9.6,3.0,2.0,45.0
202201081600,146.0,27.0,3.3,1016.1,1023.6,5.8,-3.8,50.0,4.6,-,3.0,3.0,Sc,2000.0,6.2,3.0,2.0,33.0
202201081700,146.0,27.0,2.5,1016.4,1023.9,5.1,-3.2,55.0,4.8,-,7.0,7.0,Sc,2000.0,3.2,3.0,2.0,35.0
202201081800,146.0,27.0,1.3,1016.7,1024.2,4.8,-3.2,56.0,4.8,-,8.0,8.0,Sc,1977.0,1.9,3.0,2.0,26.0
202201081900,146.0,23.0,1.1,1016.7,1024.2,4.6,-3.2,57.0,4.8,-,,10.0,-,1803.0,1.0,3.0,,30.0
202201082000,146.0,23.0,1.4,1016.7,1024.2,4.2,-3.3,58.0,4.8,-,,10.0,-,1775.0,0.5,3.0,,45.0
202201082100,146.0,0.0,0.4,1016.6,1024.2,4.1,-2.9,60.0,4.9,-,8.0,8.0,Sc,1568.0,1.3,3.0,2.0,53.0
202201082200,146.0,20.0,0.8,1016.5,1024.1,3.6,-3.2,61.0,4.8,-,9.0,9.0,-,1527.0,1.1,3.0,,44.0
202201082300,146.0,18.0,0.5,1016.3,1023.9,3.5,-3.1,62.0,4.9,-,0.0,0.0,-,1471.0,1.3,3.0,,40.0
202201090000,146.0,14.0,0.8,1015.9,1023.5,3.4,-2.9,63.0,4.9,-,8.0,8.0,Sc,1610.0,1.4,3.0,2.0,40.0
202201090100,146.0,11.0,0.6,1015.3,1022.9,3.1,-3.0,64.0,4.9,-,10.0,8.0,-,1553.0,1.2,3.0,,35.0
202201090200,146.0,16.0,0.7,1015.1,1022.7,2.9,-2.6,67.0,5.0,-,9.0,9.0,-,1428.0,1.1,3.0,,33.0
202201090300,146.0,14.0,1.0,1015.1,1022.7,2.9,-3.0,65.0,4.9,-,9.0,9.0,Sc,1310.0,0.3,3.0,2.0,48.0
202201090400,146.0,16.0,0.9,1014.9,1022.5,2.6,-2.5,69.0,5.1,-,8.0,8.0,Sc,1184.0,-0.4,3.0,2.0,45.0
202201090500,146.0,11.0,1.3,1014.8,1022.4,2.2,-2.5,71.0,5.1,-,8.0,8.0,Sc,1163.0,0.2,3.0,2.0,38.0
202201090600,146.0,14.0,1.0,1014.8,1022.4,2.3,-2.8,69.0,5.0,-,9.0,9.0,Sc,1020.0,0.3,3.0,2.0,50.0
202201090700,146.0,11.0,0.6,1015.0,1022.6,2.6,-2.7,68.0,5.0,-,8.0,8.0,Sc,1055.0,0.3,3.0,2.0,37.0
202201090800,146.0,9.0,0.6,1015.2,1022.8,2.4,-2.7,69.0,5.0,-,9.0,9.0,Sc,1058.0,0.2,3.0,2.0,45.0
202201090900,146.0,16.0,0.7,1015.4,1023.0,3.2,-2.3,67.0,5.2,40,9.0,9.0,Sc,979.0,2.3,3.0,1.0,42.0
