TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,IX,PM10
202202111000,146.0,11.0,0.5,1020.7,1028.3,2.6,-4.3,60.0,4.4,40,0.0,0.0,-,676.0,5.9,3.0,1.0,78.0
202202111100,146.0,32.0,1.1,1020.5,1028.1,4.1,-6.2,47.0,3.8,40,0.0,0.0,-,990.0,13.4,3.0,1.0,89.0
202202111200,146.0,34.0,1.2,1020.0,1027.5,7.6,-5.8,38.0,4.0,40,0.0,0.0,-,1267.0,18.5,3.0,2.0,87.0
202202111300,146.0,29.0,1.7,1018.8,1026.2,8.4,-6.9,33.0,3.6,-,0.0,0.0,-,1406.0,23.0,3.0,2.0,73.0
202202111400,146.0,32.0,2.8,1017.9,1025.3,9.1,-6.7,32.0,3.7,-,1.0,0.0,Ci,1255.0,22.8,3.0,2.0,80.0
202202111500,146.0,29.0,2.5,1017.5,1024.9,10.2,-10.0,23.0,2.9,-,0.0,0.0,-,2000.0,19.9,3.0,2.0,85.0
202202111600,146.0,29.0,3.3,1017.1,1024.5,10.0,-9.6,24.0,3.0,-,0.0,0.0,-,1845.0,15.6,3.0,2.0,58.0
202202111700,146.0,32.0,2.7,1017.1,1024.5,9.5,-9.5,25.0,3.0,-,0.0,0.0,-,1746.0,9.0,3.0,2.0,65.0
202202111800,146.0,27.0,2.5,1017.7,1025.2,7.0,-4.1,45.0,4.5,40,0.0,0.0,-,906.0,3.5,3.0,1.0,81.0
202202111900,146.0,25.0,1.2,1018.2,1025.7,5.2,-2.6,57.0,5.0,40,0.0,0.0,-,665.0,0.0,3.0,2.0,125.0
202202112000,146.0,23.0,0.5,1017.5,1025.1,4.9,-2.2,60.0,5.2,40,3.0,0.0,-,598.0,-2.4,3.0,,118.0
202202112100,146.0,0.0,0.4,1017.6,1025.2,4.2,-2.4,62.0,5.1,40,7.0,0.0,Ci,577.0,-2.1,3.0,1.0,117.0
202202112200,146.0,20.0,1.1,1018.3,1025.9,3.2,-3.6,61.0,4.7,40,4.0,4.0,-,594.0,-2.3,3.0,,116.0
202202112300,146.0,11.0,0.8,1018.5,1026.1,2.6,-3.9,62.0,4.6,40,10.0,8.0,-,610.0,-2.5,3.0,,113.0
202202120000,146.0,14.0,1.1,1018.8,1026.5,1.3,-4.5,65.0,4.4,40,7.0,0.0,Ci,600.0,-2.7,3.0,1.0,114.0
202202120100,146.0,7.0,0.9,1018.8,1026.5,1.0,-4.8,65.0,4.3,40,9.0,9.0,-,600.0,-2.0,3.0,,117.0
202202120200,146.0,0.0,0.4,1018.9,1026.6,1.6,-4.2,65.0,4.5,40,10.0,9.0,-,561.0,-1.4,3.0,,119.0
202202120300,146.0,18.0,0.9,1018.8,1026.5,1.2,-4.0,68.0,4.5,40,9.0,0.0,Ci,499.0,-1.3,3.0,1.0,114.0
202202120400,146.0,14.0,0.6,1018.3,1026.0,1.0,-4.6,66.0,4.3,40,9.0,0.0,Ci,545.0,-1.2,3.0,1.0,106.0
202202120500,146.0,5.0,1.1,1018.3,1026.0,0.3,-4.9,68.0,4.2,40,9.0,0.0,Ci,583.0,-2.3,3.0,1.0,99.0
202202120600,146.0,14.0,0.9,1018.3,1026.0,0.2,-5.2,67.0,4.2,40,5.0,0.0,Ci,599.0,-3.7,3.0,1.0,102.0
202202120700,146.0,11.0,1.5,1018.6,1026.3,-0.5,-5.1,71.0,4.2,40,1.0,0.0,Ci,547.0,-4.1,3.0,1.0,104.0
202202120800,146.0,11.0,1.2,1018.7,1026.4,-0.4,-5.4,69.0,4.1,40,0.0,0.0,-,567.0,-3.4,3.0,1.0,109.0
202202120900,146.0,14.0,1.0,1019.1,1026.8,1.4,-5.0,62.0,4.2,40,0.0,0.0,-,588.0,0.5,3.0,1.0,103.0
202202121000,146.0,36.0,0.7,1018.7,1026.2,4.7,-4.3,52.0,4.4,40,0.0,0.0,-,636.0,7.5,3.0,1.0,94.0
202202121100,146.0,32.0,0.8,1018.5,1026.0,7.3,-4.7,42.0,4.3,40,0.0,0.0,-,691.0,15.4,3.0,1.0,108.0
202202121200,146.0,34.0,1.8,1017.5,1024.9,9.5,-4.4,37.0,4.4,40,0.0,0.0,-,729.0,23.0,3.0,1.0,113.0
202202121300,146.0,32.0,1.9,1016.2,1023.6,11.1,-4.2,34.0,4.5,40,0.0,0.0,-,703.0,25.8,3.0,1.0,115.0
202202121400,146.0,27.0,2.3,1015.2,1022.5,11.6,-6.3,28.0,3.8,40,0.0,0.0,-,1097.0,25.0,3.0,2.0,101.0
202202121500,146.0,32.0,3.4,1014.8,1022.1,12.0,-7.4,25.0,3.5,-,0.0,0.0,-,1352.0,22.2,3.0,2.0,92.0
202202121600,146.0,29.0,2.9,1014.5,1021.8,11.7,-9.3,22.0,3.0,-,0.0,0.0,-,1551.0,17.2,3.0,2.0,58.0
202202121700,146.0,32.0,2.4,1014.5,1021.8,11.2,-10.3,21.0,2.8,-,0.0,0.0,-,1954.0,10.5,3.0,2.0,55.0
202202121800,146.0,27.0,2.8,1014.9,1022.3,8.4,-2.8,45.0,5.0,40,0.0,0.0,-,703.0,5.0,3.0,1.0,98.0
202202121900,146.0,18.0,0.9,1015.0,1022.5,6.6,-2.0,54.0,5.3,40,0.0,0.0,-,531.0,0.6,3.0,,136.0
202202122000,146.0,23.0,1.3,1015.4,1022.9,5.8,-2.5,55.0,5.1,40,0.0,0.0,-,523.0,-0.4,3.0,,138.0
202202122100,146.0,16.0,0.5,1015.7,1023.2,4.9,-2.2,60.0,5.2,40,0.0,0.0,-,476.0,-2.1,3.0,1.0,142.0
202202122200,146.0,11.0,0.9,1015.7,1023.3,3.7,-3.1,61.0,4.9,40,0.0,0.0,-,480.0,-2.8,3.0,,130.0
202202122300,146.0,11.0,1.3,1015.6,1023.2,3.1,-3.9,60.0,4.6,40,6.0,4.0,-,546.0,-1.8,3.0,,118.0
202202130000,146.0,14.0,1.8,1015.2,1022.8,2.4,-4.3,61.0,4.4,40,8.0,0.0,Ci,568.0,-1.7,3.0,1.0,114.0
202202130100,146.0,11.0,0.9,1015.1,1022.7,2.0,-4.3,63.0,4.4,40,5.0,5.0,-,522.0,-2.6,3.0,,115.0
202202130200,146.0,14.0,1.4,1014.9,1022.5,1.6,-4.2,65.0,4.5,40,7.0,7.0,-,516.0,-2.4,3.0,,122.0
202202130300,146.0,0.0,0.3,1014.6,1022.2,1.5,-4.3,65.0,4.4,40,8.0,0.0,Ci,494.0,-2.1,3.0,1.0,117.0
202202130400,146.0,0.0,0.4,1014.1,1021.7,1.6,-3.8,67.0,4.6,40,9.0,4.0,AcCi,489.0,-1.1,3.0,1.0,101.0
202202130500,146.0,16.0,0.7,1014.2,1021.8,2.1,-4.4,62.0,4.4,40,9.0,4.0,AcCi,567.0,-1.0,3.0,1.0,107.0
202202130600,146.0,11.0,0.9,1014.3,1021.9,1.7,-4.1,65.0,4.5,40,9.0,5.0,AcCi,517.0,-1.1,3.0,1.0,102.0
202202130700,146.0,11.0,1.1,1014.1,1021.7,1.6,-4.4,64.0,4.4,40,8.0,3.0,AcCi,594.0,-1.5,3.0,1.0,101.0
202202130800,146.0,9.0,0.6,1014.6,1022.2,1.9,-4.4,63.0,4.4,40,6.0,4.0,AcCi,629.0,-0.6,3.0,1.0,96.0
202202130900,146.0,0.0,0.0,1014.4,1021.9,3.8,-4.6,54.0,4.3,40,0.0,0.0,-,752.0,2.3,3.0,1.0,96.0
202202131000,146.0,25.0,0.5,1013.9,1021.4,6.2,-4.2,47.0,4.5,40,0.0,0.0,-,857.0,9.7,3.0,1.0,72.0
202202131100,146.0,34.0,2.2,1014.2,1021.6,8.3,-2.9,45.0,4.9,40,5.0,0.0,Ci,873.0,18.5,3.0,1.0,80.0
202202131200,146.0,34.0,1.9,1013.7,1021.1,9.7,-3.9,38.0,4.6,40,9.0,0.0,Ci,878.0,19.6,3.0,1.0,88.0
202202131300,146.0,34.0,1.9,1012.5,1019.8,10.8,-4.4,34.0,4.4,40,9.0,0.0,Ci,952.0,24.7,3.0,1.0,91.0
202202131400,146.0,32.0,1.9,1012.1,1019.4,11.3,-5.2,31.0,4.2,40,10.0,0.0,Cs,1277.0,19.4,3.0,2.0,91.0
202202131500,146.0,29.0,2.8,1011.9,1019.2,11.5,-6.4,28.0,3.8,-,10.0,0.0,Cs,1150.0,17.9,3.0,2.0,86.0
202202131600,146.0,29.0,2.5,1011.8,1019.1,11.3,-7.5,26.0,3.5,-,10.0,0.0,Cs,1242.0,14.7,3.0,2.0,64.0
202202131700,146.0,34.0,3.4,1011.7,1019.0,10.7,-4.1,35.0,4.5,-,7.0,0.0,Ci,1109.0,10.9,3.0,2.0,72.0
202202131800,146.0,34.0,2.4,1011.5,1018.9,9.5,-4.4,37.0,4.4,-,3.0,0.0,Ci,1100.0,5.6,3.0,2.0,77.0
202202131900,146.0,34.0,1.8,1012.1,1019.5,8.4,-4.1,41.0,4.5,-,4.0,0.0,-,1109.0,1.6,3.0,,81.0
202202132000,146.0,32.0,1.6,1012.5,1019.9,7.5,-3.6,45.0,4.7,40,6.0,0.0,-,949.0,0.3,3.0,,84.0
202202132100,146.0,32.0,0.8,1013.1,1020.6,6.8,-3.1,49.0,4.9,40,3.0,0.0,Ci,933.0,-1.2,3.0,1.0,94.0
202202132200,146.0,14.0,1.1,1013.4,1020.9,5.5,-3.5,52.0,4.7,40,5.0,0.0,-,888.0,-1.7,3.0,,81.0
202202132300,146.0,14.0,0.9,1012.8,1020.3,4.2,-3.5,57.0,4.7,40,6.0,0.0,-,820.0,-2.7,3.0,,89.0
202202140000,146.0,14.0,0.6,1013.3,1020.8,4.0,-3.5,58.0,4.7,40,0.0,0.0,-,734.0,-2.5,3.0,1.0,93.0
202202140100,146.0,14.0,1.4,1013.7,1021.3,2.4,-3.9,63.0,4.6,40,0.0,0.0,-,790.0,-2.9,3.0,,100.0
202202140200,146.0,14.0,1.4,1013.4,1021.0,1.6,-3.8,67.0,4.6,40,0.0,0.0,-,713.0,-3.2,3.0,,79.0
202202140300,146.0,14.0,1.0,1013.7,1021.3,1.6,-3.8,67.0,4.6,40,0.0,0.0,-,801.0,-3.3,3.0,1.0,84.0
202202140400,146.0,11.0,1.1,1013.4,1021.0,1.2,-3.6,70.0,4.7,40,0.0,0.0,-,772.0,-3.4,3.0,1.0,58.0
202202140500,146.0,14.0,1.3,1013.4,1021.1,0.4,-3.8,73.0,4.6,40,0.0,0.0,-,689.0,-3.7,3.0,1.0,62.0
202202140600,146.0,14.0,1.4,1013.2,1020.9,-0.6,-4.1,77.0,4.5,40,0.0,0.0,-,642.0,-4.1,3.0,1.0,57.0
202202140700,146.0,16.0,0.5,1013.2,1020.9,0.3,-3.6,75.0,4.7,40,0.0,0.0,-,605.0,-4.3,3.0,1.0,65.0
202202140800,146.0,0.0,0.3,1013.6,1021.2,0.9,-3.5,72.0,4.7,40,0.0,0.0,-,696.0,-3.3,3.0,1.0,74.0
202202140900,146.0,34.0,0.9,1014.3,1021.9,1.2,-2.9,74.0,4.9,40,0.0,0.0,-,443.0,1.0,3.0,1.0,76.0
202202141000,146.0,11.0,1.1,1014.1,1021.6,4.5,-2.1,62.0,5.2,40,0.0,0.0,-,502.0,7.4,3.0,1.0,95.0
202202141100,146.0,25.0,1.0,1014.0,1021.4,7.3,-2.4,50.0,5.1,40,3.0,0.0,Ci,677.0,16.4,3.0,1.0,95.0
202202141200,146.0,32.0,1.5,1013.8,1021.2,9.7,-1.6,45.0,5.4,40,4.0,0.0,Ci,934.0,23.0,3.0,1.0,88.0
202202141300,146.0,29.0,2.1,1012.7,1020.0,10.7,-3.4,37.0,4.8,40,7.0,0.0,Ci,1276.0,23.7,3.0,2.0,64.0
202202141400,146.0,25.0,3.5,1011.9,1019.2,11.1,-6.7,28.0,3.7,-,9.0,0.0,Ci,1477.0,23.6,3.0,2.0,58.0
202202141500,146.0,27.0,4.0,1011.4,1018.7,10.4,-9.3,24.0,3.0,-,4.0,0.0,Ci,1569.0,19.3,3.0,2.0,58.0
202202141600,146.0,27.0,4.7,1011.9,1019.2,9.8,-6.9,30.0,3.6,40,6.0,1.0,AcCi,1073.0,13.8,3.0,1.0,62.0
202202141700,146.0,27.0,4.8,1012.1,1019.5,8.6,-5.2,37.0,4.2,40,5.0,0.0,Ci,679.0,9.3,3.0,1.0,83.0
202202141800,146.0,27.0,2.8,1012.4,1019.8,7.2,-4.2,44.0,4.5,40,10.0,6.0,ScAs,598.0,5.7,3.0,1.0,104.0
202202141900,146.0,27.0,4.1,1012.9,1020.4,6.1,0.2,66.0,6.2,4001,10.0,7.0,ScAs,518.0,5.7,4.0,1.0,102.0
202202142000,146.0,27.0,3.3,1013.6,1021.1,4.1,1.9,86.0,7.0,4019,10.0,5.0,ScAs,838.0,4.4,4.0,1.0,110.0
202202142100,146.0,27.0,3.3,1014.3,1021.9,2.9,0.7,86.0,6.4,1901,10.0,8.0,ScAs,433.0,3.2,1.0,1.0,102.0
202202142200,146.0,29.0,5.0,1014.7,1022.3,2.7,-1.1,76.0,5.6,1901,9.0,9.0,Sc,616.0,2.3,4.0,1.0,58.0
202202142300,146.0,29.0,4.3,1015.0,1022.6,2.0,-2.9,70.0,4.9,1901,9.0,9.0,Sc,903.0,1.5,4.0,1.0,55.0
202202150000,146.0,29.0,2.8,1015.2,1022.8,1.5,-4.3,65.0,4.4,01,9.0,9.0,Sc,1152.0,0.7,4.0,1.0,42.0
202202150100,146.0,27.0,2.6,1015.0,1022.6,1.0,-4.2,68.0,4.5,06,9.0,9.0,Sc,1297.0,0.1,4.0,1.0,41.0
202202150200,146.0,29.0,3.7,1015.1,1022.7,0.8,-4.8,66.0,4.3,06,9.0,9.0,Sc,1389.0,0.1,4.0,1.0,32.0
202202150300,146.0,29.0,2.8,1014.8,1022.5,0.5,-5.5,64.0,4.1,0605,9.0,9.0,Sc,1624.0,-0.5,4.0,1.0,40.0
202202150400,146.0,25.0,2.9,1014.4,1022.1,-0.2,-5.2,69.0,4.2,05,6.0,6.0,Sc,1486.0,-1.5,4.0,1.0,32.0
202202150500,146.0,25.0,3.7,1014.6,1022.3,-0.5,-4.5,74.0,4.4,05,6.0,6.0,Sc,1141.0,-1.1,4.0,1.0,32.0
202202150600,146.0,27.0,4.3,1014.7,1022.4,-0.6,-4.3,76.0,4.4,05,10.0,8.0,ScAs,518.0,-0.7,4.0,1.0,40.0
202202150700,146.0,29.0,3.9,1015.1,1022.8,-1.2,-4.7,77.0,4.3,05,10.0,8.0,ScAs,990.0,-0.6,4.0,1.0,56.0
202202150800,146.0,29.0,3.4,1015.5,1023.2,-1.6,-6.1,71.0,3.9,05,7.0,7.0,Sc,1556.0,-1.3,4.0,1.0,43.0
202202150900,146.0,29.0,4.9,1016.1,1023.8,-1.5,-6.6,68.0,3.7,05,7.0,7.0,Sc,1799.0,0.2,1.0,1.0,34.0
202202151000,146.0,27.0,3.5,1016.1,1023.8,-0.1,-5.9,65.0,3.9,05,8.0,8.0,Sc,1903.0,7.5,4.0,1.0,28.0
202202151100,146.0,29.0,4.0,1016.0,1023.7,-0.3,-7.3,59.0,3.5,05,8.0,8.0,Sc,1997.0,10.2,4.0,1.0,24.0
202202151200,146.0,27.0,3.2,1015.6,1023.3,0.6,-7.1,56.0,3.6,05,7.0,7.0,Sc,2000.0,14.2,4.0,1.0,30.0
202202151300,146.0,27.0,4.1,1014.8,1022.4,1.0,-7.7,52.0,3.4,05,7.0,7.0,Sc,2000.0,15.4,4.0,1.0,23.0
202202151400,146.0,27.0,6.3,1014.1,1021.7,1.1,-8.1,50.0,3.3,05,7.0,7.0,Sc,2000.0,17.0,4.0,1.0,41.0
202202151500,146.0,27.0,5.9,1014.0,1021.7,-0.4,-9.8,49.0,2.9,05,5.0,5.0,Sc,2000.0,11.6,4.0,1.0,40.0
202202151600,146.0,27.0,6.0,1014.6,1022.3,-0.3,-8.9,52.0,3.1,-,7.0,7.0,Sc,2000.0,8.4,3.0,2.0,19.0
202202151700,146.0,29.0,5.2,1015.2,1022.9,-2.1,-8.2,63.0,3.3,05,7.0,7.0,Sc,1739.0,3.4,4.0,1.0,34.0
202202151800,146.0,27.0,4.0,1015.5,1023.3,-2.9,-8.3,66.0,3.3,05,5.0,5.0,Sc,2000.0,-2.7,4.0,1.0,28.0
202202151900,146.0,29.0,4.0,1016.0,1023.8,-3.5,-8.9,66.0,3.1,-,3.0,2.0,-,1979.0,-3.7,3.0,,22.0
202202152000,146.0,29.0,3.4,1016.4,1024.2,-3.9,-10.3,61.0,2.8,-,1.0,1.0,-,2000.0,-4.5,3.0,,23.0
202202152100,146.0,32.0,2.1,1016.8,1024.6,-4.3,-10.5,62.0,2.8,-,4.0,4.0,Sc,2000.0,-4.5,3.0,2.0,36.0
202202152200,146.0,32.0,1.5,1016.8,1024.6,-4.6,-10.5,63.0,2.8,-,0.0,0.0,-,2000.0,-5.4,3.0,,22.0
202202152300,146.0,32.0,1.0,1016.6,1024.4,-4.7,-10.4,64.0,2.8,05,7.0,5.0,ScAc,2000.0,-5.5,4.0,1.0,19.0
202202160000,146.0,27.0,1.1,1016.3,1024.1,-4.5,-10.0,65.0,2.9,05,9.0,4.0,ScAc,1998.0,-4.7,4.0,1.0,19.0
202202160100,146.0,23.0,1.5,1016.4,1024.2,-4.8,-8.3,76.0,3.3,05,10.0,3.0,ScAs,1867.0,-4.5,4.0,1.0,18.0
202202160200,146.0,25.0,1.0,1016.3,1024.1,-4.9,-7.3,83.0,3.5,05,10.0,5.0,ScAs,653.0,-3.5,4.0,1.0,19.0
202202160300,146.0,32.0,1.0,1016.5,1024.3,-5.1,-7.2,85.0,3.6,05,10.0,8.0,ScAs,1288.0,-3.1,4.0,1.0,34.0
202202160400,146.0,32.0,1.4,1016.4,1024.2,-5.1,-7.2,85.0,3.6,05,9.0,6.0,ScAc,782.0,-2.9,4.0,1.0,26.0
202202160500,146.0,2.0,0.5,1016.2,1024.0,-5.3,-7.4,85.0,3.5,05,10.0,8.0,ScAs,636.0,-3.1,4.0,1.0,26.0
202202160600,146.0,14.0,0.5,1016.1,1023.9,-5.3,-7.8,82.0,3.4,05,4.0,4.0,Sc,1052.0,-3.9,4.0,1.0,21.0
202202160700,146.0,32.0,1.6,1016.2,1024.0,-5.0,-6.9,86.0,3.6,05,10.0,8.0,ScAs,245.0,-1.9,4.0,1.0,27.0
202202160800,146.0,32.0,1.7,1016.7,1024.5,-5.6,-6.9,90.0,3.6,05,10.0,8.0,ScAs,220.0,-1.1,4.0,1.0,25.0
202202160900,146.0,34.0,2.3,1017.2,1025.0,-5.0,-8.5,76.0,3.2,05,3.0,3.0,Sc,1830.0,0.1,1.0,1.0,36.0
202202161000,146.0,34.0,3.3,1017.3,1025.1,-4.2,-9.2,68.0,3.0,-,7.0,7.0,Sc,1852.0,0.9,3.0,2.0,21.0
202202161100,146.0,32.0,2.4,1017.6,1025.4,-3.9,-8.0,73.0,3.3,05,8.0,8.0,Sc,533.0,4.0,4.0,1.0,50.0
202202161200,146.0,27.0,3.2,1017.3,1025.1,-2.6,-7.3,70.0,3.5,05,7.0,7.0,Sc,1438.0,7.2,4.0,1.0,88.0
202202161300,146.0,29.0,3.3,1016.5,1024.3,-2.5,-10.3,55.0,2.8,05,7.0,7.0,Sc,2000.0,8.4,4.0,1.0,41.0
202202161400,146.0,27.0,5.3,1015.8,1023.5,-2.0,-11.0,50.0,2.6,-,7.0,7.0,Sc,2000.0,8.6,3.0,2.0,19.0
202202161500,146.0,27.0,4.8,1015.6,1023.3,-2.0,-12.3,45.0,2.4,-,7.0,7.0,Sc,2000.0,7.9,3.0,2.0,25.0
202202161600,146.0,29.0,4.2,1015.5,1023.2,-2.6,-12.1,48.0,2.4,-,7.0,7.0,Sc,2000.0,3.2,3.0,2.0,22.0
202202161700,146.0,29.0,4.5,1015.7,1023.5,-2.8,-12.5,47.0,2.3,-,5.0,5.0,Sc,2000.0,0.6,3.0,2.0,26.0
202202161800,146.0,29.0,3.7,1016.1,1023.9,-3.8,-12.7,50.0,2.3,-,5.0,5.0,Sc,2000.0,-2.7,3.0,2.0,18.0
202202161900,146.0,29.0,3.9,1016.4,1024.2,-4.4,-12.3,54.0,2.4,-,0.0,0.0,-,2000.0,-4.4,3.0,2.0,18.0
202202162000,146.0,34.0,2.4,1016.8,1024.6,-4.9,-12.1,57.0,2.4,-,2.0,2.0,-,2000.0,-4.2,3.0,2.0,25.0
202202162100,146.0,32.0,1.2,1017.0,1024.8,-5.3,-11.6,61.0,2.5,-,5.0,5.0,Sc,2000.0,-4.4,3.0,2.0,29.0
202202162200,146.0,34.0,1.5,1017.2,1025.1,-5.8,-10.4,70.0,2.8,05,8.0,8.0,Sc,2000.0,-5.8,4.0,1.0,27.0
202202162300,146.0,32.0,1.4,1017.9,1025.8,-6.0,-10.4,71.0,2.8,05,5.0,5.0,Sc,2000.0,-6.3,4.0,1.0,26.0
202202170000,146.0,32.0,2.7,1018.6,1026.5,-6.3,-13.0,59.0,2.3,-,3.0,3.0,Sc,2000.0,-7.3,3.0,2.0,16.0
202202170100,146.0,34.0,3.0,1018.9,1026.8,-6.7,-15.1,51.0,1.9,-,0.0,0.0,-,2000.0,-8.0,3.0,,16.0
202202170200,146.0,32.0,1.9,1019.1,1027.0,-7.5,-14.5,57.0,2.0,-,0.0,0.0,-,1980.0,-8.6,3.0,,23.0
202202170300,146.0,34.0,1.8,1019.5,1027.4,-7.7,-14.1,60.0,2.1,-,0.0,0.0,-,1991.0,-9.1,3.0,2.0,30.0
202202170400,146.0,36.0,1.8,1019.8,1027.7,-7.7,-14.3,59.0,2.0,-,0.0,0.0,-,2000.0,-9.4,3.0,2.0,26.0
202202170500,146.0,7.0,1.2,1019.8,1027.8,-8.3,-14.3,62.0,2.0,-,0.0,0.0,-,2000.0,-9.7,3.0,2.0,21.0
202202170600,146.0,36.0,0.6,1019.9,1027.9,-8.4,-14.1,63.0,2.1,-,0.0,0.0,-,2000.0,10.2,3.0,2.0,16.0
202202170700,146.0,2.0,0.7,1020.3,1028.3,-8.2,-13.8,64.0,2.1,-,0.0,0.0,-,1943.0,10.4,3.0,2.0,26.0
202202170800,146.0,2.0,0.5,1021.2,1029.1,-7.5,-13.9,60.0,2.1,-,0.0,0.0,-,1995.0,-8.9,3.0,2.0,26.0
202202170900,146.0,34.0,2.6,1021.5,1029.4,-6.2,-14.2,53.0,2.0,-,2.0,0.0,Ci,2000.0,-1.9,3.0,2.0,31.0
202202171000,146.0,34.0,3.0,1021.2,1029.1,-5.1,-13.9,50.0,2.1,-,3.0,0.0,Ci,2000.0,3.9,3.0,2.0,19.0
202202171100,146.0,34.0,3.5,1021.0,1028.8,-4.0,-15.0,42.0,1.9,-,5.0,0.0,Ci,2000.0,11.1,3.0,2.0,26.0
202202171200,146.0,34.0,2.5,1020.8,1028.6,-3.0,-14.4,41.0,2.0,-,5.0,0.0,Ci,2000.0,14.1,3.0,2.0,14.0
202202171300,146.0,32.0,1.6,1019.7,1027.4,-0.5,-13.4,37.0,2.2,-,5.0,0.0,Ci,2000.0,19.7,3.0,2.0,17.0
202202171400,146.0,34.0,2.2,1019.2,1026.9,-0.7,-14.6,34.0,2.0,-,6.0,0.0,Ci,2000.0,19.9,3.0,2.0,14.0
202202171500,146.0,34.0,2.2,1019.3,1027.0,0.4,-15.2,30.0,1.9,-,3.0,0.0,Ci,2000.0,16.6,3.0,2.0,16.0
202202171600,146.0,32.0,2.0,1019.6,1027.3,-0.1,-17.8,25.0,1.5,-,0.0,0.0,-,2000.0,12.1,3.0,2.0,23.0
202202171700,146.0,32.0,2.0,1020.0,1027.7,0.0,-17.2,26.0,1.6,-,0.0,0.0,-,2000.0,4.5,3.0,2.0,24.0
202202171800,146.0,27.0,3.5,1020.1,1027.9,-1.8,-11.6,47.0,2.5,-,0.0,0.0,-,2000.0,-2.3,3.0,2.0,31.0
202202171900,146.0,25.0,1.6,1021.3,1029.1,-2.7,-10.9,53.0,2.7,-,0.0,0.0,-,2000.0,-4.6,3.0,,30.0
202202172000,146.0,23.0,1.2,1021.7,1029.5,-3.5,-10.1,60.0,2.8,-,0.0,0.0,-,1976.0,-5.5,3.0,,33.0
202202172100,146.0,0.0,0.4,1022.1,1029.9,-3.8,-10.0,62.0,2.9,-,0.0,0.0,-,1947.0,-6.2,3.0,2.0,36.0
202202172200,146.0,34.0,1.1,1022.4,1030.3,-4.4,-10.1,64.0,2.8,-,0.0,0.0,-,1685.0,-7.6,3.0,,38.0
202202172300,146.0,36.0,1.0,1022.6,1030.5,-5.6,-10.5,68.0,2.8,-,0.0,0.0,-,1674.0,-8.1,3.0,,41.0
202202180000,146.0,11.0,1.2,1022.6,1030.5,-5.5,-10.2,69.0,2.8,-,0.0,0.0,-,1679.0,-8.0,3.0,2.0,33.0
202202180100,146.0,11.0,1.7,1022.4,1030.3,-6.2,-10.7,70.0,2.7,-,9.0,0.0,-,1601.0,-8.2,3.0,,34.0
202202180200,146.0,0.0,0.0,1022.6,1030.5,-6.2,-10.9,69.0,2.7,-,9.0,0.0,-,1637.0,,3.0,,27.0
202202180300,146.0,7.0,0.6,1023.1,1031.0,-6.0,-10.4,71.0,2.8,-,1.0,0.0,Ci,1502.0,-9.1,3.0,2.0,43.0
202202180400,146.0,11.0,1.0,1022.9,1030.8,-6.3,-10.5,72.0,2.8,-,1.0,0.0,Ci,1475.0,-8.8,3.0,2.0,36.0
202202180500,146.0,2.0,0.6,1023.3,1031.2,-7.3,-11.4,72.0,2.6,-,1.0,0.0,Ci,1579.0,-9.4,3.0,2.0,36.0
202202180600,146.0,2.0,1.0,1024.5,1032.5,-7.8,-13.6,63.0,2.1,-,1.0,0.0,Ci,1877.0,-9.8,3.0,2.0,32.0
202202180700,146.0,11.0,1.5,1024.5,1032.5,-7.9,-13.1,66.0,2.2,-,1.0,0.0,Ci,1767.0,-9.2,3.0,2.0,35.0
202202180800,146.0,14.0,1.4,1024.7,1032.6,-6.8,-13.4,59.0,2.2,-,3.0,0.0,Ci,1985.0,-7.5,3.0,2.0,35.0
202202180900,146.0,9.0,0.9,1024.8,1032.7,-4.0,-13.6,47.0,2.1,-,3.0,0.0,Ci,2000.0,-0.6,3.0,2.0,28.0
202202181000,146.0,9.0,0.7,1024.6,1032.3,-0.2,-13.1,37.0,2.2,-,0.0,0.0,-,2000.0,6.0,3.0,2.0,25.0
202202181100,146.0,0.0,0.1,1023.9,1031.6,2.0,-15.5,26.0,1.8,-,0.0,0.0,-,2000.0,15.9,3.0,2.0,26.0
202202181200,146.0,18.0,0.7,1022.8,1030.4,4.5,-14.8,23.0,1.9,-,0.0,0.0,-,2000.0,21.3,3.0,2.0,21.0
202202181300,146.0,32.0,1.8,1021.4,1029.0,5.5,-12.5,26.0,2.3,-,0.0,0.0,-,2000.0,24.6,3.0,2.0,20.0
202202181400,146.0,34.0,2.1,1020.8,1028.3,7.4,,30.0,3.1,-,0.0,0.0,-,2000.0,24.5,3.0,2.0,25.0
202202181500,146.0,32.0,1.4,1020.5,1028.0,6.9,-9.5,30.0,3.0,-,1.0,0.0,Ci,2000.0,21.3,3.0,2.0,38.0
202202181600,146.0,32.0,2.4,1020.2,1027.7,6.4,-9.5,31.0,3.0,-,1.0,0.0,Ci,2000.0,16.4,3.0,2.0,24.0
202202181700,146.0,32.0,2.3,1020.1,1027.6,5.6,-8.3,36.0,3.3,-,4.0,0.0,Ci,2000.0,7.3,3.0,2.0,34.0
202202181800,146.0,32.0,1.9,1019.5,1027.1,4.4,-8.7,38.0,3.2,-,6.0,1.0,AcCi,2000.0,1.4,3.0,2.0,33.0
202202181900,146.0,34.0,1.9,1019.8,1027.4,3.6,,39.0,3.1,-,7.0,3.0,-,1808.0,-1.8,3.0,,44.0
