TM,STN_ID,PM10,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
202201020000,108.0,51.0,108,5,2.3,-9,-9.0,-9,1016.3,1027.3,7,-1.2,-2.8,-10.6,55.0,2.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,7,35,Ac,0,3,0,2000,-9.0,-9.0,-9,-3.3,-0.4,-0.7,-0.3,0.8,-9,-9.0,-9,3,2
202201020300,108.0,39.0,108,5,2.5,-9,-9.0,-9,1015.1,1026.1,7,-1.2,-2.1,-9.7,56.0,2.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,10,Sc,0,0,5,2000,-9.0,-9.0,-9,-2.1,-0.4,-0.7,-0.3,0.8,-9,-9.0,-9,3,2
202201020600,108.0,48.0,108,5,2.5,-9,-9.0,-9,1014.1,1025.1,5,-1.0,-1.9,-7.4,66.0,3.5,0.0,0.0,0.0,-9.0,0.1,0.1,0.1,71,77,4005,9,9,7,Sc,0,0,5,647,-9.0,-9.0,-9,-1.8,-0.3,-0.7,-0.3,0.8,-9,-9.0,-9,4,1
202201020900,108.0,41.0,108,34,1.4,-9,-9.0,-9,1015.4,1026.4,2,1.3,-1.9,-4.5,82.0,4.4,0.3,0.3,0.3,-9.0,0.4,0.4,0.4,-9,72,-,8,8,9,Sc,0,0,5,1854,0.0,0.14,-9,-1.5,-0.2,-0.6,-0.3,0.8,-9,-9.0,-9,3,1
202201021200,108.0,63.0,108,27,2.4,-9,-9.0,-9,1016.3,1027.1,0,0.7,1.4,-2.7,74.0,5.0,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,10,22,19,6,6,8,Sc,0,0,5,990,0.3,1.04,-9,4.3,0.0,-0.5,-0.3,0.8,-9,-9.0,-9,3,1
202201021500,108.0,40.0,108,27,3.3,-9,-9.0,-9,1015.1,1025.9,5,-1.2,2.5,-7.9,46.0,3.4,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.52,-9,2.7,0.1,-0.4,-0.3,0.8,-9,-9.0,-9,3,-9
202201021800,108.0,38.0,108,27,2.9,-9,-9.0,-9,1016.1,1027.0,2,1.1,-0.5,-12.4,40.0,2.4,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.1,0.03,-9,-0.8,0.1,-0.4,-0.3,0.8,-9,-9.0,-9,3,-9
202201022100,108.0,32.0,108,29,2.7,-9,-9.0,-9,1016.9,1027.9,2,0.9,-2.9,-12.4,48.0,2.4,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.9,0.0,-0.4,-0.3,0.8,-9,-9.0,-9,3,-9
202201030000,108.0,28.0,108,23,1.6,-9,-9.0,-9,1016.8,1027.9,4,0.0,-5.2,-13.7,51.0,2.1,-9.0,0.3,0.3,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,2000,-9.0,-9.0,-9,-4.9,-0.3,-0.5,-0.3,0.8,-9,-9.0,-9,3,2
202201030300,108.0,26.0,108,27,1.6,-9,-9.0,-9,1016.9,1028.1,1,0.2,-7.0,-13.6,59.0,2.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,0,-9,Ci,1,0,0,2000,-9.0,-9.0,-9,-6.4,-0.7,-0.8,-0.3,0.8,-9,-9.0,-9,3,2
202201030600,108.0,25.0,108,2,2.1,-9,-9.0,-9,1016.4,1027.6,7,-0.5,-7.8,-15.2,55.0,1.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,2000,-9.0,-9.0,-9,-7.2,-1.1,-1.1,-0.3,0.8,-9,-9.0,-9,3,2
202201030900,108.0,13.0,108,25,1.7,-9,-9.0,-9,1017.2,1028.4,3,0.8,-6.9,-14.4,55.0,2.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,1,0,-9,Ci,1,0,0,2000,1.0,0.29,-9,-5.7,-1.4,-1.3,-0.4,0.8,-9,-9.0,-9,3,2
202201031200,108.0,44.0,108,18,2.1,-9,-9.0,-9,1015.9,1026.8,7,-1.6,0.9,-12.5,36.0,2.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,2,0,-9,Ci,1,0,0,2000,1.0,1.64,-9,2.6,-0.7,-1.0,-0.4,0.7,-9,-9.0,-9,3,2
202201031500,108.0,44.0,108,27,2.2,-9,-9.0,-9,1014.2,1025.0,7,-1.8,2.2,-7.6,48.0,3.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,2,13,ScCi,1,0,5,2000,0.8,1.06,-9,3.0,-0.2,-0.7,-0.4,0.7,-9,-9.0,-9,3,2
202201031800,108.0,27.0,108,20,1.9,-9,-9.0,-9,1013.8,1024.6,7,-0.4,1.3,-6.0,58.0,3.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,9,9,11,Sc,0,0,5,2000,0.0,0.02,-9,-0.1,0.0,-0.5,-0.4,0.7,-9,-9.0,-9,3,2
202201032100,108.0,29.0,108,20,2.8,-9,-9.0,-9,1013.8,1024.6,4,0.0,1.1,-3.0,74.0,4.9,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,22,72,05,9,9,10,Sc,0,0,5,2000,-9.0,-9.0,-9,-0.2,0.1,-0.4,-0.3,0.7,-9,-9.0,-9,1,1
202201040000,108.0,23.0,108,29,1.6,-9,-9.0,-9,1013.8,1024.6,4,0.0,0.7,-2.1,81.0,5.2,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,70,77,05,9,9,8,Sc,0,0,5,2000,-9.0,-9.0,-9,-0.4,0.1,-0.4,-0.3,0.7,-9,-9.0,-9,4,1
202201040300,108.0,37.0,108,27,2.0,-9,-9.0,-9,1015.6,1026.6,2,2.0,-1.6,-4.9,78.0,4.2,0.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,71,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.4,0.1,-0.4,-0.3,0.7,-9,-9.0,-9,3,1
202201040600,108.0,36.0,108,27,2.6,-9,-9.0,-9,1016.8,1027.9,2,1.3,-3.6,-7.7,73.0,3.4,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-4.2,-0.1,-0.4,-0.3,0.7,-9,-9.0,-9,3,2
202201040900,108.0,39.0,108,29,3.8,-9,-9.0,-9,1018.1,1029.2,2,1.3,-4.3,-8.4,73.0,3.2,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1914,0.9,0.28,-9,-4.2,-0.4,-0.6,-0.3,0.7,-9,-9.0,-9,3,2
202201041200,108.0,32.0,108,27,2.5,-9,-9.0,-9,1017.5,1028.4,8,-0.8,-0.6,-11.0,45.0,2.6,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.81,-9,4.3,-0.2,-0.6,-0.3,0.7,-9,-9.0,-9,3,-9
202201041500,108.0,46.0,108,25,3.5,-9,-9.0,-9,1016.5,1027.4,6,-1.0,0.9,-13.9,32.0,2.1,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.56,-9,2.9,0.0,-0.5,-0.3,0.7,-9,-9.0,-9,3,-9
202201041800,108.0,38.0,108,27,2.2,-9,-9.0,-9,1017.3,1028.3,2,0.9,-1.7,-16.6,31.0,1.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.1,0.04,-9,-1.5,0.0,-0.4,-0.3,0.7,-9,-9.0,-9,3,-9
202201042100,108.0,40.0,108,29,0.8,-9,-9.0,-9,1017.9,1029.0,2,0.7,-3.5,-16.1,37.0,1.7,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-3.7,-0.1,-0.5,-0.3,0.7,-9,-9.0,-9,3,-9
202201050000,108.0,47.0,108,36,1.3,-9,-9.0,-9,1018.5,1029.7,3,0.7,-5.6,-15.6,45.0,1.8,-9.0,0.0,0.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-5.7,-0.5,-0.7,-0.3,0.7,-9,-9.0,-9,3,-9
202201050300,108.0,41.0,108,5,1.0,-9,-9.0,-9,1018.5,1029.7,4,0.0,-7.0,-15.2,52.0,1.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-6.7,-0.8,-0.9,-0.3,0.7,-9,-9.0,-9,3,-9
202201050600,108.0,38.0,108,2,2.4,-9,-9.0,-9,1018.1,1029.3,5,-0.4,-7.6,-15.0,55.0,1.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,6,0,-9,Ci,1,0,0,2000,-9.0,-9.0,-9,-6.9,-1.2,-1.2,-0.4,0.7,-9,-9.0,-9,3,2
202201050900,108.0,34.0,108,5,0.9,-9,-9.0,-9,1018.0,1029.2,5,-0.1,-6.4,-13.7,56.0,2.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,0,-9,Ci,1,0,0,2000,0.6,0.29,-9,-4.5,-1.3,-1.3,-0.4,0.7,-9,-9.0,-9,3,2
202201051200,108.0,54.0,108,5,2.3,-9,-9.0,-9,1017.4,1028.3,8,-0.9,-0.6,-12.2,41.0,2.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,0,-9,Cs,7,0,0,2000,0.0,1.03,-9,1.0,-0.6,-1.0,-0.5,0.6,-9,-9.0,-9,3,2
202201051500,108.0,52.0,108,7,1.5,-9,-9.0,-9,1015.4,1026.2,7,-2.1,1.7,-11.8,36.0,2.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,0,-9,Cs,7,0,0,2000,0.0,0.76,-9,1.7,-0.1,-0.6,-0.4,0.6,-9,-9.0,-9,3,2
202201051800,108.0,90.0,108,27,2.0,-9,-9.0,-9,1015.7,1026.6,3,0.4,0.7,-10.7,42.0,2.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,10,0,-9,Cs,7,0,0,2000,0.0,0.02,-9,-0.3,0.0,-0.5,-0.4,0.6,-9,-9.0,-9,3,2
202201052100,108.0,70.0,108,27,2.0,-9,-9.0,-9,1016.3,1027.2,2,0.6,-1.0,-11.1,46.0,2.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,8,8,43,Ac,0,3,0,2000,-9.0,-9.0,-9,-1.8,0.1,-0.4,-0.4,0.6,-9,-9.0,-9,3,2
202201060000,108.0,66.0,108,27,1.7,-9,-9.0,-9,1016.1,1027.1,8,-0.1,-2.5,-10.7,53.0,2.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,7,0,-9,Ci,1,0,0,2000,-9.0,-9.0,-9,-3.6,-0.1,-0.5,-0.3,0.6,-9,-9.0,-9,3,2
202201060300,108.0,58.0,108,27,1.6,-9,-9.0,-9,1016.3,1027.4,3,0.3,-4.5,-11.3,59.0,2.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-5.3,-0.5,-0.7,-0.3,0.6,-9,-9.0,-9,3,-9
202201060600,108.0,60.0,108,27,2.2,-9,-9.0,-9,1016.8,1027.9,2,0.5,-5.4,-11.9,60.0,2.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-5.7,-0.8,-0.9,-0.4,0.6,-9,-9.0,-9,3,-9
202201060900,108.0,66.0,108,27,2.3,-9,-9.0,-9,1018.6,1029.7,2,1.8,-5.1,-11.2,62.0,2.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1802,0.9,0.29,-9,-5.0,-1.0,-1.1,-0.4,0.6,-9,-9.0,-9,3,-9
202201061200,108.0,60.0,108,27,3.4,-9,-9.0,-9,1018.3,1029.2,8,-0.5,0.3,-13.4,35.0,2.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.82,-9,5.6,-0.5,-1.0,-0.5,0.6,-9,-9.0,-9,3,-9
202201061500,108.0,57.0,108,29,2.6,-9,-9.0,-9,1016.9,1027.7,7,-1.5,2.8,-12.6,31.0,2.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,1.0,1.52,-9,4.1,-0.1,-0.7,-0.5,0.6,-9,-9.0,-9,3,-9
202201061800,108.0,49.0,108,25,2.2,-9,-9.0,-9,1018.1,1029.0,2,1.3,0.7,-13.0,35.0,2.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,0.2,0.04,-9,-1.2,0.0,-0.5,-0.4,0.6,-9,-9.0,-9,3,-9
202201062100,108.0,56.0,108,25,1.8,-9,-9.0,-9,1019.2,1030.2,2,1.2,-1.9,-12.8,43.0,2.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,2000,-9.0,-9.0,-9,-2.9,-0.1,-0.5,-0.4,0.6,-9,-9.0,-9,3,-9
202201070000,108.0,62.0,108,27,1.3,-9,-9.0,-9,1019.6,1030.7,1,0.5,-4.2,-12.6,52.0,2.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1964,-9.0,-9.0,-9,-4.8,-0.4,-0.7,-0.4,0.6,-9,-9.0,-9,3,-9
202201070300,108.0,62.0,108,34,1.2,-9,-9.0,-9,1020.0,1031.2,2,0.5,-5.0,-12.4,56.0,2.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1841,-9.0,-9.0,-9,-5.9,-0.8,-0.9,-0.4,0.6,-9,-9.0,-9,3,-9
202201070600,108.0,69.0,108,34,1.6,-9,-9.0,-9,1020.0,1031.2,4,0.0,-5.7,-12.4,59.0,2.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1656,-9.0,-9.0,-9,-6.5,-1.1,-1.2,-0.5,0.6,-9,-9.0,-9,3,-9
202201070900,108.0,74.0,108,5,1.5,-9,-9.0,-9,1020.7,1031.9,2,0.7,-5.3,-11.2,63.0,2.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1618,0.9,0.28,-9,-5.6,-1.3,-1.4,-0.6,0.5,-9,-9.0,-9,3,-9
202201071200,108.0,101.0,108,20,2.4,-9,-9.0,-9,1019.4,1030.3,7,-1.6,1.9,-11.2,37.0,2.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9,-9,-,0,0,-9,-,-9,-9,-9,1929,1.0,1.72,-9,5.2,-0.6,-1.1,-0.6,0.5,-9,-9.0,-9,3,-9
