TM,STN,WD,WS,PA,PS,TA,TD,HM,PV,WW,CA_TOT,CA_MID,CT,VS,TS,IR,PM10
201901020000,146.0,36.0,0.8,1026.7,1034.7,-2.5,-3.3,94.0,4.8,-,6.0,6.0,Sc,1120.0,-1.9,3.0,31.0
201901020100,146.0,5.0,1.4,1027.1,1035.1,-3.6,-4.5,93.0,4.4,-,0.0,0.0,-,1200.0,-2.1,3.0,33.0
201901020200,146.0,7.0,0.8,1027.1,1035.1,-3.3,-6.9,76.0,3.6,-,0.0,0.0,-,1869.0,-2.3,3.0,22.0
201901020300,146.0,9.0,0.6,1027.1,1035.1,-3.0,-7.5,71.0,3.5,-,3.0,3.0,Sc,1979.0,-2.1,3.0,20.0
201901020400,146.0,18.0,1.0,1026.9,1034.9,-3.5,-6.2,81.0,3.8,-,6.0,6.0,Sc,1632.0,-2.1,3.0,33.0
201901020500,146.0,16.0,1.1,1026.7,1034.7,-4.4,-6.7,84.0,3.7,-,3.0,3.0,Sc,1660.0,-2.5,3.0,29.0
201901020600,146.0,14.0,1.1,1026.6,1034.6,-4.6,-7.0,83.0,3.6,-,3.0,3.0,Sc,1822.0,-2.8,3.0,17.0
201901020700,146.0,14.0,1.7,1026.8,1034.8,-4.8,-7.0,84.0,3.6,-,3.0,3.0,Sc,1814.0,-2.8,3.0,25.0
201901020800,146.0,11.0,1.3,1027.6,1035.6,-4.9,-7.0,85.0,3.6,-,7.0,0.0,Sc,1723.0,-2.6,3.0,19.0
201901020900,146.0,0.0,0.1,1028.3,1036.3,-2.9,-6.7,75.0,3.7,-,2.0,2.0,Sc,1932.0,-1.5,3.0,19.0
201901021000,146.0,5.0,0.7,1028.4,1036.3,-1.4,-5.8,72.0,4.0,-,3.0,3.0,Ac,1951.0,-0.4,3.0,23.0
201901021100,146.0,0.0,0.4,1028.1,1036.0,0.7,-5.3,64.0,4.1,-,0.0,0.0,-,1997.0,0.8,3.0,35.0
201901021200,146.0,32.0,1.5,1027.0,1034.9,1.0,-4.8,65.0,4.3,-,0.0,0.0,-,2000.0,2.9,3.0,27.0
201901021300,146.0,29.0,1.9,1026.0,1033.8,1.0,-5.9,60.0,3.9,-,4.0,4.0,Sc,2000.0,3.4,3.0,27.0
201901021400,146.0,29.0,2.2,1025.4,1033.2,1.0,-5.9,60.0,3.9,-,5.0,5.0,Sc,1951.0,2.7,3.0,32.0
201901021500,146.0,25.0,2.8,1025.4,1033.2,2.3,-4.9,59.0,4.2,-,6.0,6.0,Sc,1996.0,5.8,3.0,35.0
201901021600,146.0,23.0,1.0,1025.3,1033.1,1.7,-4.8,62.0,4.3,-,6.0,6.0,Sc,1980.0,1.8,3.0,31.0
201901021700,146.0,27.0,2.8,1025.4,1033.2,1.1,-6.0,59.0,3.9,-,0.0,0.0,-,2000.0,-0.3,3.0,32.0
201901021800,146.0,27.0,3.3,1026.0,1033.9,-0.2,-6.2,64.0,3.8,-,0.0,0.0,-,1985.0,-0.6,3.0,27.0
201901021900,146.0,27.0,2.3,1026.5,1034.4,-0.9,-5.8,69.0,4.0,-,0.0,0.0,-,1696.0,-0.7,3.0,34.0
201901022000,146.0,29.0,0.8,1026.9,1034.8,-1.5,-5.8,72.0,4.0,-,0.0,0.0,-,1431.0,-1.6,3.0,31.0
201901022100,146.0,0.0,0.4,1026.7,1034.6,-1.6,-5.8,73.0,4.0,-,0.0,0.0,-,1571.0,-2.1,3.0,44.0
201901022200,146.0,0.0,0.2,1026.6,1034.5,-1.9,-6.6,70.0,3.7,-,0.0,0.0,-,1696.0,-2.6,3.0,30.0
201901022300,146.0,18.0,1.1,1027.0,1035.0,-2.8,-5.9,79.0,3.9,-,0.0,0.0,-,1408.0,-2.8,3.0,36.0
201901030000,146.0,14.0,1.9,1027.0,1035.0,-3.8,-6.2,83.0,3.8,-,0.0,0.0,-,1275.0,-3.0,3.0,35.0
201901030100,146.0,14.0,1.4,1027.0,1035.0,-4.6,-6.8,84.0,3.7,-,0.0,0.0,-,1173.0,-3.3,3.0,32.0
201901030200,146.0,11.0,1.3,1027.2,1035.2,-5.0,-7.1,85.0,3.6,-,0.0,0.0,-,1199.0,-3.4,3.0,36.0
201901030300,146.0,14.0,1.1,1027.5,1035.5,-5.2,-6.8,88.0,3.7,-,0.0,0.0,-,1154.0,-3.7,3.0,35.0
201901030400,146.0,14.0,1.7,1027.4,1035.5,-6.0,-7.2,91.0,3.6,-,0.0,0.0,-,1066.0,-3.9,3.0,28.0
201901030500,146.0,11.0,1.5,1027.4,1035.5,-6.2,-7.5,90.0,3.5,-,0.0,0.0,-,1269.0,-4.0,3.0,30.0
201901030600,146.0,9.0,1.0,1027.6,1035.7,-6.3,-7.9,88.0,3.4,-,0.0,0.0,-,1243.0,-4.2,3.0,23.0
201901030700,146.0,11.0,1.3,1027.8,1035.9,-6.5,-7.8,90.0,3.4,-,0.0,0.0,-,1290.0,-4.4,3.0,32.0
201901030800,146.0,14.0,1.5,1028.1,1036.2,-6.8,-8.3,89.0,3.3,-,0.0,0.0,-,1372.0,-4.3,3.0,26.0
201901030900,146.0,14.0,1.0,1029.1,1037.1,-3.9,-6.6,81.0,3.7,-,0.0,0.0,-,1299.0,-2.6,3.0,32.0
201901031000,146.0,0.0,0.4,1029.7,1037.6,-0.8,-6.5,65.0,3.8,-,0.0,0.0,-,1853.0,-0.9,3.0,36.0
201901031100,146.0,36.0,1.7,1029.2,1037.1,0.3,-8.4,52.0,3.2,-,0.0,0.0,-,2000.0,0.7,3.0,30.0
201901031200,146.0,32.0,1.5,1028.4,1036.3,1.4,-8.4,48.0,3.2,-,0.0,0.0,-,2000.0,2.3,3.0,16.0
201901031300,146.0,32.0,2.2,1027.0,1034.8,3.5,-9.1,39.0,3.1,-,0.0,0.0,-,2000.0,5.0,3.0,22.0
201901031400,146.0,27.0,1.6,1026.5,1034.3,3.5,-10.9,34.0,2.7,-,0.0,0.0,-,2000.0,6.0,3.0,19.0
201901031500,146.0,29.0,1.9,1026.3,1034.1,3.7,-10.3,35.0,2.8,-,0.0,0.0,-,2000.0,5.7,3.0,19.0
201901031600,146.0,32.0,2.0,1026.4,1034.2,3.4,-10.2,36.0,2.8,-,0.0,0.0,-,2000.0,3.6,3.0,29.0
201901031700,146.0,27.0,1.5,1026.2,1034.0,2.9,-8.7,42.0,3.2,-,0.0,0.0,-,2000.0,-0.1,3.0,31.0
201901031800,146.0,25.0,0.7,1026.5,1034.3,1.4,-6.6,55.0,3.7,-,0.0,0.0,-,1859.0,-0.5,3.0,46.0
201901031900,146.0,27.0,1.0,1027.3,1035.2,0.9,-4.7,66.0,4.3,-,0.0,0.0,-,1706.0,-0.7,3.0,49.0
201901032000,146.0,0.0,0.4,1027.3,1035.2,0.0,-5.0,69.0,4.2,-,0.0,0.0,-,1230.0,-1.4,3.0,49.0
